,shares
565,1200
566,1100
567,1100
568,1200
569,1300
570,766
571,1200
572,996
573,970
574,593
575,1300
576,913
577,683
578,904
579,945
580,540
581,1300
582,703
583,812
584,890
585,911
586,923
587,1000
588,906
589,1100
590,888
591,1200
592,1200
593,737
594,861
595,806
596,922
597,639
598,551
599,1100
600,954
601,1100
602,562
603,859
604,579
605,882
606,913
607,811
608,910
609,858
610,712
611,1300
612,828
613,1300
614,876
615,717
616,1000
617,1000
618,1200
619,1300
620,742
621,958
622,1200
623,605
624,1100
625,1000
626,816
627,671
628,1200
629,802
630,1100
631,1000
632,786
633,1100
634,1100
635,797
636,845
637,1000
638,1200
639,1100
640,1100
641,1300
642,1200
643,749
644,1200
645,738
646,677
647,651
648,1100
649,1100
650,672
651,856
652,829
653,715
654,828
655,1000
656,1100
657,792
658,724
659,1300
660,640
661,860
662,1100
663,1200
664,769
665,910
666,1100
667,866
668,1200
669,912
670,897
671,1200
672,612
673,1000
674,509
675,885
676,989
677,1000
678,989
679,1100
680,654
681,943
682,737
683,793
684,1000
685,760
686,787
687,1200
688,1300
689,1200
690,1200
691,932
692,806
693,1200
694,1000
695,764
696,691
697,1300
698,1200
699,1100
700,1300
701,810
702,750
703,752
704,1100
705,678
706,608
707,587
708,885
709,518
710,1300
711,591
712,527
713,860
714,688
715,515
716,1200
717,786
718,948
719,957
720,869
721,971
722,733
723,936
724,533
725,867
726,881
727,1000
728,759
729,625
730,1300
731,654
732,1100
733,1100
734,1100
735,986
736,1200
737,1000
738,1300
739,908
740,1100
741,877
742,866
743,1200
744,886
745,872
746,1100
747,577
748,914
749,716
750,1100
751,792
752,1200
753,859
754,1000
755,874
756,911
757,1200
758,1300
759,685
760,707
761,796
762,1200
763,1300
764,699
765,833
766,688
767,1100
768,638
769,675
770,731
771,1100
772,1300
773,934
774,582
775,608
776,1000
777,857
778,746
779,706
780,1300
781,1300
782,1100
783,1000
784,676
785,908
786,1300
787,769
788,1200
789,1200
790,1200
791,877
792,1200
793,882
794,908
795,1200
796,665
797,854
798,1100
799,849
800,850
801,598
802,845
803,624
804,550
805,1200
806,674
807,1200
808,695
809,966
810,659
811,1200
812,793
813,906
814,860
815,1200
816,541
817,531
818,926
819,1100
820,1000
821,897
822,702
823,1100
824,1200
825,1000
826,770
827,865
828,639
829,1100
830,587
831,895
832,742
833,1100
834,771
835,1300
836,1200
837,601
838,1100
839,619
840,672
841,1200
842,1100
843,1200
844,967
845,569
846,1200
847,1100
848,1200
849,900
850,1100
851,1300
852,502
853,612
854,806
855,769
856,879
857,952
858,924
859,764
860,1300
861,679
862,3600
863,1500
864,1400
865,2400
866,4400
867,2100
868,2100
869,1800
870,4700
871,2000
872,2700
873,3400
874,2400
875,4900
876,2900
877,1500
878,2100
879,1600
880,4900
881,2100
882,2600
883,1400
884,1600
885,1500
886,4300
887,2000
888,4200
889,1800
890,2800
891,3700
892,2300
893,1600
894,1700
895,2200
896,4400
897,2700
898,2300
899,2200
900,1900
901,1900
902,2300
903,2000
904,3400
905,1700
906,1700
907,1500
908,1800
909,1500
910,3400
911,1900
912,1900
913,1400
914,1600
915,2300
916,4200
917,4100
918,3300
919,3900
920,1600
921,2400
922,2100
923,1500
924,1400
925,2300
926,1500
927,2400
928,3000
929,2800
930,1700
931,1500
932,4500
933,1900
934,2200
935,4300
936,1500
937,2500
938,4800
939,4200
940,1700
941,1500
942,4600
943,1400
944,1900
945,1700
946,1900
947,2200
948,2900
949,2800
950,2600
951,1700
952,2300
953,1900
954,2200
955,2400
956,1700
957,4100
958,1700
959,2900
960,1800
961,3300
962,2000
963,2300
964,4100
965,3000
966,3900
967,1400
968,1800
969,2400
970,4900
971,2100
972,4200
973,2100
974,1600
975,1700
976,1900
977,2400
978,1600
979,3900
980,1400
981,2300
982,4600
983,2800
984,1600
985,1500
986,2100
987,2800
988,1500
989,3900
990,2300
991,1900
992,2800
993,1800
994,1500
995,4500
996,4300
997,3300
998,1500
999,2200
1000,1500
1001,1400
1002,1400
1003,2600
1004,1700
1005,3000
1006,1400
1007,2400
1008,3300
1009,2700
1010,3800
1011,2500
1012,1500
1013,2300
1014,1700
1015,2800
1016,3800
1017,2000
1018,1800
1019,2000
1020,2700
1021,1400
1022,2000
1023,3700
1024,1600
1025,3400
1026,1800
1027,2400
1028,1500
1029,2800
1030,1400
1031,3500
1032,3300
1033,1500
1034,1400
1035,4100
1036,3200
1037,2400
1038,2600
1039,3000
1040,3600
1041,1900
1042,3400
1043,4300
1044,3200
1045,1600
1046,3600
1047,1400
1048,1500
1049,1400
1050,2000
1051,3200
1052,1500
1053,2000
1054,1900
1055,1800
1056,2000
1057,1800
1058,1900
1059,1600
1060,1500
1061,4800
1062,2500
1063,2200
1064,3100
1065,3500
1066,3700
1067,2900
1068,2000
1069,4700
1070,1800
1071,4800
1072,1500
1073,2900
1074,2300
1075,2200
1076,1400
1077,1400
1078,3300
1079,1900
1080,1500
1081,3400
1082,1400
1083,1400
1084,3500
1085,2500
1086,2200
1087,2100
1088,2200
1089,4800
1090,2400
1091,2000
1092,1700
1093,3500
1094,1400
1095,3200
1096,1500
1097,1400
1098,3200
1099,2500
1100,1400
1101,4800
1102,2900
1103,2200
1104,2800
1105,3500
1106,2000
1107,3800
1108,3700
1109,1400
1110,1400
1111,1700
1112,1600
1113,2800
1114,1900
1115,2000
1116,1500
1117,1500
1118,1800
1119,2100
1120,1500
1121,4800
1122,1400
1123,2600
1124,1500
1125,4500
1126,3900
1127,2800
1128,4400
1129,3800
1130,3700
1131,2900
1132,3700
1133,2800
1134,1600
1135,2400
1136,4000
1137,2000
1138,2200
1139,1500
1140,2700
1141,4100
1142,1600
1143,2500
1144,1800
1145,2400
1146,2300
1147,1500
1148,1400
1149,3900
1150,4500
1151,1600
1152,3800
1153,1700
1154,3500
1155,1600
1156,1500
1157,2300
1158,1800
1159,3900
1160,1500
1161,4300
1162,4400
1163,1900
1164,1800
1165,2900
1166,1600
1167,1600
1168,1900
1169,1700
1170,1600
1171,3200
1172,3400
1173,3100
1174,4500
1175,2900
1176,1400
1177,4000
1178,1400
1179,3300
1180,2400
1181,4100
1182,1400
1183,2700
1184,2100
1185,2000
1186,1400
1187,2200
1188,1500
1189,2400
1190,2500
1191,2200
1192,2600
1193,2300
1194,1500
1195,3400
1196,3500
1197,3900
1198,2300
1199,2300
1200,1700
1201,1700
1202,2000
1203,1700
1204,2000
1205,2200
1206,1900
1207,3800
1208,1700
1209,1400
1210,2200
1211,2000
1212,2000
1213,1400
1214,2700
1215,3500
1216,2400
1217,2200
1218,1800
1219,1900
1220,3100
1221,1600
1222,1700
1223,1500
1224,2300
1225,2000
1226,1500
1227,1400
1228,2200
1229,1700
1230,3500
1231,1500
1232,2400
1233,3400
1234,3300
1235,1900
1236,2800
1237,4500
1238,1900
1239,3000
1240,1500
1241,1600
1242,1400
1243,2000
1244,1400
1245,2100
1246,2300
1247,1500
1248,3000
1249,1400
1250,2400
1251,1800
1252,1400
1253,3700
1254,1400
1255,1700
1256,1600
1257,1800
1258,2000
1259,2100
1260,1400
1261,2100
1262,2100
1263,2300
1264,2000
1265,2700
1266,1400
1267,3400
1268,1700
1269,3100
1270,1500
1271,1500
1272,3100
1273,2900
1274,1900
1275,1400
1276,1400
1277,3400
1278,2700
1279,1800
1280,3100
1281,3900
1282,3800
1283,1900
1284,2400
1285,1400
1286,2900
1287,3300
1288,1700
1289,3000
1290,1400
1291,1700
1292,1400
1293,6500
1294,10900
1295,12300
1296,11800
1297,59100
1298,20700
1299,6500
1300,7200
1301,6200
1302,6300
1303,8800
1304,5900
1305,5100
1306,6700
1307,10000
1308,33000
1309,17100
1310,5800
1311,128900
1312,8800
1313,7800
1314,8500
1315,5500
1316,12400
1317,5600
1318,10400
1319,5500
1320,10000
1321,7900
1322,8400
1323,10700
1324,6200
1325,8100
1326,9700
1327,62000
1328,6900
1329,8100
1330,24500
1331,10500
1332,6300
1333,8800
1334,35700
1335,14200
1336,18800
1337,9700
1338,16300
1339,11400
1340,11600
1341,6700
1342,10400
1343,6800
1344,6700
1345,12500
1346,5000
1347,11600
1348,6500
1349,6700
1350,7600
1351,10400
1352,9000
1353,6200
1354,22800
1355,11700
1356,5000
1357,5100
1358,8500
1359,5200
1360,29700
1361,13300
1362,20400
1363,5300
1364,8400
1365,12800
1366,16800
1367,233400
1368,10500
1369,7000
1370,57000
1371,7100
1372,8800
1373,22200
1374,8500
1375,8500
1376,47800
1377,10700
1378,6900
1379,10400
1380,12800
1381,34300
1382,6600
1383,11300
1384,5100
1385,12300
1386,8700
1387,10200
1388,6000
1389,24000
1390,11200
1391,25200
1392,16100
1393,16300
1394,5800
1395,35100
1396,8000
1397,6700
1398,8300
1399,5000
1400,19000
1401,25700
1402,6500
1403,6100
1404,18800
1405,17300
1406,5400
1407,20000
1408,7300
1409,7900
1410,5700
1411,5000
1412,22500
1413,10600
1414,25900
1415,96100
1416,18400
1417,6500
1418,7600
1419,25600
1420,6100
1421,6200
1422,8000
1423,6600
1424,5200
1425,10300
1426,16500
1427,62900
1428,5600
1429,5700
1430,59400
1431,5300
1432,11300
1433,6900
1434,6900
1435,14900
1436,19000
1437,18600
1438,54100
1439,5500
1440,11800
1441,17300
1442,12800
1443,12300
1444,89500
1445,9800
1446,6400
1447,5500
1448,7800
1449,12100
1450,5000
1451,23000
1452,18200
1453,7200
1454,20800
1455,141400
1456,16800
1457,14400
1458,75600
1459,5800
1460,6000
1461,5100
1462,8300
1463,14600
1464,19800
1465,12400
1466,7600
1467,77600
1468,16400
1469,9200
1470,6100
1471,14700
1472,11300
1473,6300
1474,8000
1475,7400
1476,12100
1477,40600
1478,10400
1479,7700
1480,13700
1481,10400
1482,15300
1483,9300
1484,5500
1485,20200
1486,22300
1487,5800
1488,7900
1489,5400
1490,12400
1491,6400
1492,7000
1493,6300
1494,11100
1495,843300
1496,6200
1497,20800
1498,43200
1499,7900
1500,16600
1501,9000
1502,6000
1503,67300
1504,10100
1505,10400
1506,36300
1507,77800
1508,8300
1509,54900
1510,9100
1511,6400
1512,19800
1513,5600
1514,15700
1515,133700
1516,6400
1517,13800
1518,25000
1519,24300
1520,5900
1521,5800
1522,5100
1523,5500
1524,6400
1525,18700
1526,11400
1527,8500
1528,7000
1529,5400
1530,8200
1531,12100
1532,19800
1533,5000
1534,8300
1535,15600
1536,7100
1537,7100
1538,5400
1539,7200
1540,11500
1541,5200
1542,5200
1543,5300
1544,196700
1545,11100
1546,38400
1547,7800
1548,6700
1549,6100
1550,6000
1551,9800
1552,7800
1553,5200
1554,25500
1555,8100
1556,8900
1557,5900
1558,11800
1559,12300
1560,9400
1561,12100
1562,10000
1563,9400
1564,25500
1565,8700
1566,5800
1567,12300
1568,5200
1569,5500
1570,68300
1571,10600
1572,5600
1573,17500
1574,12800
1575,6100
1576,10600
1577,14700
1578,5300
1579,5400
1580,12000
1581,5500
1582,34100
1583,9800
1584,6800
1585,48500
1586,12300
1587,5200
1588,7700
1589,9100
1590,25000
1591,8700
1592,9000
1593,7900
1594,5500
1595,41600
1596,5700
1597,12700
1598,21400
1599,6800
1600,16900
1601,23900
1602,22100
1603,6800
1604,5700
1605,5200
1606,6400
1607,7400
1608,30000
1609,8200
1610,25300
1611,9800
1612,18000
1613,16600
1614,16200
1615,8700
1616,68300
1617,6400
1618,9200
1619,12000
1620,5300
1621,5900
1622,13000
1623,5200
1624,7700
1625,9000
1626,20100
1627,7100
1628,5300
1629,10500
1630,19200
1631,8600
1632,39800
1633,11900
1634,6300
1635,5500
1636,13300
1637,6600
1638,8300
1639,9500
1640,6600
1641,16200
1642,6800
1643,22100
1644,9500
1645,8700
1646,13900
1647,10100
1648,22300
1649,5600
1650,15600
1651,11900
1652,284700
1653,7600
1654,32500
1655,5800
1656,6500
1657,8300
1658,6800
1659,12900
1660,10700
1661,6600
1662,8500
1663,41800
1664,23500
1665,34700
1666,9600
1667,20600
1668,29700
1669,5100
1670,5600
1671,54600
1672,5800
1673,5900
1674,6900
1675,30200
1676,5700
1677,17300
1678,6500
1679,8600
1680,10300
1681,29000
1682,17200
1683,8500
1684,11400
1685,11800
1686,9100
1687,7300
1688,8900
1689,45400
1690,6200
1691,9700
1692,6900
1693,5800
1694,12700
1695,7100
1696,5200
1697,9400
1698,10100
1699,5100
1700,8400
1701,5500
1702,8900
1703,22500
1704,6400
1705,5600
1706,7900
1707,39900
1708,18400
1709,33800
1710,5900
1711,9500
1712,13900
1713,5400
1714,19700
1715,5200
1716,7700
1717,56500
1718,9800
1719,21400
1720,9600
1721,6200
1722,5500
1723,23500
