,shares
565,1200
566,1200
567,713
568,967
569,585
570,1200
571,688
572,727
573,1300
574,714
575,577
576,830
577,998
578,1100
579,1200
580,1100
581,629
582,913
583,1000
584,1300
585,1300
586,1000
587,755
588,949
589,1200
590,1000
591,867
592,569
593,996
594,744
595,1000
596,870
597,990
598,1000
599,900
600,920
601,815
602,696
603,865
604,890
605,811
606,1100
607,787
608,608
609,860
610,677
611,822
612,543
613,929
614,699
615,1100
616,921
617,1000
618,844
619,914
620,818
621,696
622,1100
623,982
624,714
625,653
626,1200
627,1100
628,773
629,1100
630,1100
631,1000
632,659
633,1100
634,1300
635,1000
636,1200
637,913
638,743
639,1000
640,618
641,801
642,1300
643,639
644,922
645,1000
646,934
647,792
648,1200
649,740
650,785
651,702
652,1100
653,995
654,533
655,698
656,1200
657,730
658,981
659,1100
660,1000
661,687
662,950
663,851
664,845
665,897
666,720
667,1000
668,599
669,717
670,822
671,1000
672,1300
673,906
674,558
675,704
676,1100
677,1000
678,671
679,945
680,1000
681,1100
682,816
683,606
684,1100
685,1300
686,832
687,1000
688,768
689,502
690,891
691,589
692,1100
693,769
694,1000
695,1100
696,804
697,701
698,756
699,1100
700,988
701,1200
702,1100
703,541
704,608
705,1000
706,982
707,969
708,918
709,1200
710,950
711,1200
712,906
713,764
714,1300
715,860
716,977
717,841
718,988
719,602
720,731
721,1100
722,563
723,1200
724,980
725,704
726,533
727,1300
728,1000
729,868
730,837
731,1200
732,621
733,818
734,1100
735,1000
736,1100
737,852
738,733
739,1200
740,1200
741,722
742,928
743,593
744,872
745,1100
746,1300
747,1300
748,931
749,709
750,723
751,1200
752,1300
753,991
754,668
755,741
756,1000
757,1300
758,995
759,721
760,767
761,1100
762,1100
763,958
764,656
765,780
766,577
767,1200
768,1200
769,1100
770,1100
771,847
772,769
773,582
774,1100
775,1000
776,1300
777,657
778,965
779,1100
780,1000
781,1200
782,869
783,966
784,1000
785,801
786,842
787,998
788,718
789,670
790,971
791,1300
792,688
793,724
794,664
795,538
796,924
797,1300
798,790
799,744
800,955
801,870
802,1300
803,775
804,693
805,926
806,794
807,947
808,1100
809,1100
810,682
811,812
812,997
813,579
814,1100
815,1300
816,823
817,704
818,823
819,532
820,812
821,679
822,911
823,1000
824,907
825,1100
826,716
827,802
828,550
829,934
830,519
831,1300
832,1300
833,819
834,1000
835,759
836,746
837,715
838,739
839,650
840,515
841,691
842,1000
843,791
844,892
845,943
846,904
847,1100
848,736
849,697
850,720
851,1300
852,593
853,698
854,1000
855,1100
856,1200
857,836
858,1100
859,830
860,763
861,1000
862,957
863,895
864,754
865,766
866,569
867,750
868,1300
869,713
870,943
871,759
872,1100
873,783
874,1100
875,693
876,579
877,1100
878,1000
879,1000
880,1300
881,652
882,1000
883,609
884,638
885,1100
886,587
887,1200
888,1100
889,1000
890,646
891,1000
892,900
893,750
894,683
895,552
896,1000
897,858
898,645
899,686
900,1200
901,993
902,1000
903,623
904,808
905,1200
906,953
907,1300
908,857
909,548
910,1000
911,526
912,869
913,861
914,1300
915,1000
916,1300
917,1300
918,539
919,867
920,624
921,942
922,790
923,833
924,1000
925,955
926,732
927,554
928,881
929,767
930,731
931,867
932,990
933,1100
934,716
935,1100
936,906
937,1300
938,990
939,1300
940,1200
941,733
942,785
943,1200
944,713
945,1000
946,1300
947,791
948,868
949,959
950,890
951,1200
952,1300
953,1100
954,951
955,981
956,808
957,1100
958,1000
959,1200
960,993
961,1200
962,763
963,640
964,1100
965,895
966,606
967,518
968,674
969,850
970,1200
971,1300
972,1100
973,937
974,550
975,1300
976,1300
977,1100
978,1100
979,640
980,877
981,1100
982,1300
983,701
984,1200
985,578
986,1200
987,714
988,643
989,761
990,827
991,512
992,755
993,748
994,1300
995,1200
996,873
997,1200
998,823
999,998
1000,566
1001,1100
1002,548
1003,718
1004,1100
1005,1100
1006,904
1007,1200
1008,704
1009,958
1010,1000
1011,839
1012,1300
1013,1200
1014,847
1015,906
1016,1100
1017,1100
1018,1000
1019,1100
1020,895
1021,1100
1022,916
1023,850
1024,645
1025,1000
1026,918
1027,923
1028,759
1029,939
1030,1100
1031,778
1032,1000
1033,1100
1034,1100
1035,1300
1036,1300
1037,1200
1038,806
1039,868
1040,609
1041,1200
1042,834
1043,1200
1044,861
1045,630
1046,654
1047,841
1048,1000
1049,621
1050,1200
1051,1100
1052,749
1053,943
1054,1000
1055,658
1056,1000
1057,907
1058,776
1059,1000
1060,912
1061,1100
1062,842
1063,696
1064,743
1065,885
1066,708
1067,880
1068,799
1069,824
1070,1200
1071,900
1072,892
1073,678
1074,794
1075,788
1076,802
1077,848
1078,1100
1079,1100
1080,1000
1081,698
1082,762
1083,695
1084,1300
1085,1000
1086,1100
1087,963
1088,581
1089,548
1090,663
1091,586
1092,1100
1093,1100
1094,844
1095,975
1096,846
1097,801
1098,858
1099,546
1100,584
1101,1100
1102,927
1103,621
1104,914
1105,838
1106,903
1107,550
1108,1300
1109,886
1110,677
1111,1200
1112,921
1113,801
1114,683
1115,729
1116,723
1117,541
1118,1100
1119,1000
1120,1000
1121,1300
1122,688
1123,1200
1124,872
1125,1100
1126,1000
1127,1000
1128,1200
1129,1200
1130,760
1131,522
1132,599
1133,1300
1134,1100
1135,1000
1136,1000
1137,818
1138,1100
1139,578
1140,514
1141,1100
1142,761
1143,1200
1144,889
1145,859
1146,570
1147,907
1148,1000
1149,1000
1150,752
1151,1100
1152,989
1153,982
1154,822
1155,854
1156,621
1157,1300
1158,997
1159,521
1160,1000
1161,704
1162,1100
1163,899
1164,1200
1165,810
1166,838
1167,506
1168,1100
1169,1200
1170,841
1171,1300
1172,952
1173,963
1174,977
1175,997
1176,698
1177,843
1178,764
1179,1100
1180,1200
1181,1000
1182,598
1183,1300
1184,842
1185,1200
1186,580
1187,964
1188,1300
1189,1200
1190,995
1191,679
1192,566
1193,1300
1194,822
1195,619
1196,1000
1197,610
1198,947
1199,883
1200,962
1201,951
1202,874
1203,768
1204,919
1205,555
1206,911
1207,1100
1208,955
1209,1100
1210,932
1211,1200
1212,1200
1213,744
1214,1200
1215,910
1216,833
1217,811
1218,851
1219,1000
1220,623
1221,1100
1222,864
1223,634
1224,870
1225,1200
1226,1300
1227,812
1228,783
1229,1300
1230,591
1231,1300
1232,716
1233,1300
1234,1000
1235,908
1236,829
1237,914
1238,750
1239,808
1240,934
1241,689
1242,924
1243,991
1244,1200
1245,789
1246,503
1247,1200
1248,750
1249,885
1250,864
1251,1200
1252,1100
1253,821
1254,1200
1255,1300
1256,861
1257,657
1258,728
1259,1000
1260,1300
1261,616
1262,1000
1263,807
1264,1200
1265,676
1266,1000
1267,781
1268,1000
1269,1100
1270,849
1271,944
1272,748
1273,1100
1274,707
1275,684
1276,875
1277,616
1278,1100
1279,1100
1280,924
1281,595
1282,1100
1283,612
1284,691
1285,747
1286,1300
1287,868
1288,866
1289,958
1290,619
1291,775
1292,581
1293,966
1294,598
1295,624
1296,706
1297,884
1298,823
1299,1100
1300,669
1301,766
1302,1200
1303,927
1304,1000
1305,587
1306,825
1307,938
1308,638
1309,606
1310,981
1311,919
1312,682
1313,626
1314,621
1315,994
1316,1100
1317,647
1318,781
1319,1100
1320,900
1321,1100
1322,974
1323,733
1324,603
1325,953
1326,949
1327,721
1328,515
1329,1100
1330,676
1331,1000
1332,1100
1333,1200
1334,668
1335,807
1336,932
1337,742
1338,653
1339,1300
1340,612
1341,763
1342,702
1343,573
1344,587
1345,792
1346,775
1347,1000
1348,663
1349,615
1350,638
1351,1200
1352,707
1353,907
1354,712
1355,1100
1356,576
1357,939
1358,875
1359,884
1360,1100
1361,919
1362,1000
1363,727
1364,964
1365,934
1366,1100
1367,917
1368,676
1369,1100
1370,1000
1371,815
1372,769
1373,811
1374,552
1375,569
1376,863
1377,1100
1378,712
1379,904
1380,1000
1381,1100
1382,819
1383,820
1384,755
1385,664
1386,502
1387,688
1388,630
1389,981
1390,659
1391,948
1392,1000
1393,942
1394,633
1395,743
1396,586
1397,554
1398,1300
1399,850
1400,914
1401,944
1402,998
1403,519
1404,797
1405,1000
1406,718
1407,1000
1408,1100
1409,827
1410,725
1411,1200
1412,962
1413,1200
1414,539
1415,697
1416,774
1417,977
1418,768
1419,887
1420,520
1421,1200
1422,787
1423,825
1424,878
1425,946
1426,947
1427,626
1428,843
1429,1200
1430,966
1431,1200
1432,1300
1433,989
1434,785
1435,1100
1436,1000
1437,1100
1438,1000
1439,881
1440,1300
1441,565
1442,712
1443,554
1444,1200
1445,1300
1446,1200
1447,826
1448,917
1449,1200
1450,772
1451,1200
1452,566
1453,517
1454,1100
1455,801
1456,504
1457,1100
1458,977
1459,1200
1460,784
1461,560
1462,1100
1463,890
1464,1200
1465,518
1466,533
1467,878
1468,922
1469,1100
1470,521
1471,1200
1472,919
1473,1000
1474,927
1475,555
1476,1100
1477,589
1478,957
1479,1000
1480,1000
1481,1200
1482,734
1483,1100
1484,591
1485,1300
1486,1200
1487,1100
1488,654
1489,1200
1490,1200
1491,812
1492,784
1493,1200
1494,666
1495,1200
1496,827
1497,517
1498,596
1499,1200
1500,800
1501,741
1502,970
1503,806
1504,803
1505,817
1506,1300
1507,1300
1508,815
1509,1100
1510,877
1511,749
1512,853
1513,1300
1514,875
1515,1100
1516,667
1517,724
1518,717
1519,865
1520,1200
1521,768
1522,1200
1523,819
1524,1100
1525,808
1526,1000
1527,536
1528,1100
1529,1300
1530,762
1531,851
1532,514
1533,1300
1534,1100
1535,538
1536,1000
1537,1200
1538,1100
1539,1300
1540,674
1541,606
1542,532
1543,1100
1544,1200
1545,817
1546,1300
1547,665
1548,1200
1549,621
1550,818
1551,896
1552,968
1553,1100
1554,1100
1555,1200
1556,1100
1557,625
1558,858
1559,802
1560,600
1561,882
1562,740
1563,911
1564,899
1565,753
1566,1100
1567,754
1568,926
1569,661
1570,995
1571,543
1572,1100
1573,1300
1574,701
1575,1100
1576,907
1577,1000
1578,748
1579,954
1580,946
1581,616
1582,1300
1583,1000
1584,1200
1585,901
1586,1000
1587,980
1588,1300
1589,889
1590,1100
1591,1300
1592,882
1593,918
1594,567
1595,666
1596,1100
1597,1100
1598,782
1599,712
1600,1100
1601,852
1602,1300
1603,1100
1604,635
1605,518
1606,744
1607,583
1608,837
1609,578
1610,720
1611,769
1612,758
1613,883
1614,1200
1615,852
1616,780
1617,1200
1618,682
1619,735
1620,816
1621,639
1622,1000
1623,924
1624,925
1625,768
1626,823
1627,747
1628,1000
1629,672
1630,786
1631,922
1632,1300
1633,626
1634,580
1635,975
1636,1200
1637,1100
1638,1100
1639,1100
1640,968
1641,897
1642,771
1643,889
1644,532
1645,914
1646,1100
1647,706
1648,719
1649,934
1650,647
1651,954
1652,904
1653,908
1654,835
1655,773
1656,1200
1657,1200
1658,1100
1659,1200
1660,1300
1661,826
1662,1300
1663,910
1664,714
1665,561
1666,731
1667,840
1668,1000
1669,1000
1670,1000
1671,989
1672,871
1673,978
1674,868
1675,1000
1676,862
1677,1100
1678,851
1679,902
1680,920
1681,829
1682,1200
1683,1200
1684,860
1685,528
1686,1000
1687,638
1688,1200
1689,536
1690,1100
1691,753
1692,1100
1693,1000
1694,706
1695,1200
1696,823
1697,1300
1698,941
1699,679
1700,796
1701,1200
1702,1100
1703,1300
1704,584
1705,842
1706,877
1707,615
1708,1300
1709,1300
1710,624
1711,1100
1712,1000
1713,958
1714,919
1715,1200
1716,959
1717,677
1718,590
1719,927
1720,624
1721,946
1722,991
1723,948
1724,1200
1725,912
1726,866
1727,788
1728,739
1729,522
1730,833
1731,909
1732,825
1733,1000
1734,844
1735,971
1736,826
1737,861
1738,794
1739,1100
1740,878
1741,529
1742,845
1743,877
1744,1200
1745,1000
1746,1300
1747,671
1748,676
1749,678
1750,1300
1751,853
1752,823
1753,896
1754,776
1755,1100
1756,1100
1757,798
1758,958
1759,523
1760,754
1761,969
1762,1000
1763,1100
1764,554
1765,860
1766,1200
1767,863
1768,710
1769,854
1770,816
1771,1000
1772,1100
1773,618
1774,1300
1775,926
1776,798
1777,755
1778,652
1779,887
1780,596
1781,627
1782,721
1783,1000
1784,723
1785,1100
1786,1000
1787,917
1788,813
1789,707
1790,1200
1791,700
1792,787
1793,977
1794,1200
1795,1100
1796,1300
1797,730
1798,919
1799,927
1800,997
1801,894
1802,678
1803,3100
1804,3800
1805,1500
1806,2100
1807,2500
1808,3400
1809,2600
1810,1700
1811,1900
1812,3000
1813,1800
1814,4700
1815,2200
1816,2000
1817,1600
1818,3600
1819,4200
1820,4400
1821,4100
1822,1800
1823,3700
1824,2100
1825,4100
1826,2400
1827,1900
1828,1600
1829,4100
1830,4500
1831,4000
1832,3100
1833,2500
1834,4200
1835,3600
1836,1400
1837,1800
1838,1900
1839,4300
1840,4400
1841,3100
1842,1500
1843,4600
1844,2700
1845,2500
1846,3700
1847,2000
1848,3900
1849,2500
1850,1900
1851,4000
1852,4500
1853,1500
1854,1500
1855,3800
1856,2700
1857,2600
1858,4200
1859,3800
1860,1800
1861,3100
1862,3000
1863,4700
1864,1700
1865,2800
1866,3400
1867,4400
1868,3700
1869,2700
1870,3300
1871,3000
1872,1900
1873,4900
1874,2100
1875,1600
1876,2900
1877,3300
1878,3500
1879,3100
1880,3100
1881,4400
1882,4200
1883,3600
1884,2700
1885,4700
1886,3600
1887,2900
1888,4300
1889,3400
1890,4200
1891,2000
1892,1400
1893,2000
1894,2400
1895,1800
1896,2500
1897,3400
1898,2900
1899,2200
1900,2200
1901,1800
1902,2000
1903,1900
1904,3400
1905,2900
1906,4200
1907,3400
1908,3100
1909,3700
1910,3400
1911,2000
1912,3200
1913,1400
1914,2400
1915,2000
1916,2300
1917,1600
1918,2100
1919,1700
1920,1900
1921,3100
1922,1400
1923,4200
1924,3600
1925,3900
1926,3300
1927,4000
1928,2300
1929,3000
1930,1800
1931,3800
1932,3800
1933,2500
1934,1500
1935,1400
1936,1400
1937,2100
1938,3300
1939,2200
1940,3000
1941,2900
1942,4600
1943,3100
1944,3900
1945,2100
1946,3700
1947,3300
1948,4000
1949,3500
1950,4400
1951,1600
1952,4700
1953,3500
1954,1500
1955,2100
1956,1500
1957,1700
1958,3200
1959,1700
1960,1800
1961,3200
1962,1500
1963,1500
1964,2000
1965,2900
1966,2000
1967,4900
1968,2300
1969,2700
1970,1400
1971,3200
1972,2900
1973,4800
1974,1700
1975,4500
1976,3100
1977,2200
1978,1900
1979,2800
1980,2400
1981,1500
1982,2000
1983,2600
1984,3600
1985,3000
1986,2100
1987,2800
1988,3300
1989,2700
1990,2000
1991,1500
1992,3500
1993,2600
1994,4600
1995,2300
1996,2100
1997,2200
1998,2800
1999,2100
2000,2300
2001,3400
2002,3000
2003,2700
2004,4300
2005,1800
2006,1800
2007,1900
2008,2500
2009,3000
2010,2700
2011,1900
2012,1700
2013,2500
2014,2200
2015,4300
2016,2100
2017,4200
2018,3600
2019,2100
2020,3000
2021,2400
2022,2200
2023,1600
2024,2000
2025,3600
2026,3800
2027,3100
2028,2000
2029,1900
2030,2800
2031,2900
2032,4800
2033,2600
2034,2400
2035,2000
2036,3800
2037,1800
2038,2200
2039,1500
2040,1400
2041,1700
2042,2000
2043,1400
2044,3700
2045,1400
2046,4100
2047,3700
2048,1900
2049,3500
2050,3100
2051,2100
2052,1900
2053,3300
2054,4200
2055,1600
2056,1700
2057,2500
2058,1400
2059,3800
2060,1600
2061,2500
2062,3400
2063,3300
2064,4300
2065,3600
2066,1900
2067,3800
2068,3200
2069,4900
2070,4500
2071,2800
2072,2600
2073,2500
2074,2100
2075,3700
2076,1900
2077,1700
2078,1600
2079,3900
2080,2900
2081,4600
2082,1700
2083,2000
2084,2200
2085,1500
2086,4300
2087,1400
2088,4600
2089,1900
2090,1500
2091,3300
2092,3600
2093,2400
2094,2000
2095,2600
2096,1700
2097,1900
2098,2800
2099,2600
2100,1400
2101,1700
2102,1500
2103,2500
2104,3200
2105,3200
2106,1600
2107,1600
2108,3000
2109,1900
2110,1400
2111,4400
2112,3200
2113,1800
2114,4000
2115,2400
2116,1400
2117,1600
2118,2200
2119,1600
2120,2000
2121,2000
2122,2800
2123,3400
2124,3400
2125,1900
2126,2500
2127,3500
2128,1700
2129,2000
2130,4400
2131,2100
2132,1800
2133,2600
2134,3500
2135,1400
2136,1900
2137,3900
2138,4300
2139,3500
2140,1700
2141,1500
2142,2400
2143,1400
2144,2700
2145,2000
2146,3800
2147,1700
2148,4500
2149,3600
2150,3800
2151,3200
2152,2700
2153,2800
2154,2000
2155,2000
2156,1500
2157,4000
2158,3000
2159,1700
2160,1700
2161,2000
2162,1600
2163,1800
2164,2200
2165,2000
2166,3400
2167,2100
2168,3900
2169,1900
2170,2900
2171,3300
2172,3000
2173,2900
2174,1400
2175,3600
2176,1800
2177,1800
2178,2300
2179,2300
2180,4500
2181,2300
2182,4800
2183,4300
2184,1600
2185,2700
2186,4200
2187,2100
2188,1900
2189,4400
2190,1400
2191,3000
2192,4400
2193,2100
2194,3100
2195,1600
2196,1900
2197,1600
2198,4300
2199,2400
2200,2700
2201,3600
2202,1500
2203,1400
2204,3500
2205,3300
2206,4400
2207,4500
2208,3700
2209,1700
2210,3200
2211,4400
2212,3600
2213,3600
2214,2300
2215,2300
2216,1800
2217,3800
2218,2800
2219,1500
2220,1800
2221,1900
2222,3800
2223,2700
2224,1800
2225,4300
2226,2000
2227,17300
2228,41600
2229,16600
2230,42500
2231,26600
2232,17300
2233,13100
2234,25500
2235,16300
2236,32500
2237,21700
2238,21800
2239,11800
2240,12700
2241,10400
2242,12900
2243,13700
2244,53200
2245,14000
2246,10100
2247,42300
2248,29300
2249,10500
2250,14500
2251,25700
2252,34100
2253,22500
2254,12200
2255,11000
2256,26300
2257,47300
2258,59100
2259,25500
2260,59400
2261,8500
2262,48800
2263,9200
2264,7200
2265,38800
2266,12900
2267,16800
2268,18100
2269,10300
2270,32400
2271,12800
2272,19700
2273,18800
2274,35900
2275,39900
2276,17200
2277,9500
2278,15400
2279,9800
2280,47100
2281,10300
2282,11800
2283,24800
2284,30900
2285,10400
2286,13700
2287,16400
2288,81700
2289,29600
2290,39300
2291,10000
2292,15700
2293,22500
2294,17200
2295,11700
2296,441000
2297,18100
2298,145500
2299,46800
2300,14300
2301,28800
2302,12200
2303,8400
2304,298400
2305,16900
2306,89500
2307,18300
2308,33100
2309,27100
2310,19700
2311,14400
2312,67100
2313,14200
2314,24100
2315,13600
2316,24300
2317,12400
2318,67700
2319,15600
2320,13700
2321,36100
2322,25200
2323,33800
2324,9400
2325,17500
2326,23700
2327,14400
2328,7000
2329,12800
2330,13900
2331,35700
2332,133700
2333,31300
2334,7800
2335,64099
2336,16800
2337,32500
2338,12600
2339,39800
2340,19100
2341,12300
2342,13700
2343,9900
2344,11300
2345,11800
2346,38200
2347,40600
2348,11900
2349,11800
2350,843300
2351,119100
2352,17000
2353,73100
2354,27100
2355,9300
2356,12100
2357,8200
2358,11900
2359,26800
2360,20400
2361,19200
2362,11100
2363,9000
2364,11600
2365,9900
2366,18900
2367,14200
2368,47700
2369,47300
2370,15900
2371,13700
2372,58800
2373,105400
2374,10400
2375,19800
2376,10100
2377,26700
2378,13200
2379,98700
2380,96900
2381,284700
2382,47800
2383,48800
2384,25500
2385,14400
2386,32700
2387,21900
2388,6600
2389,23600
2390,30200
2391,19000
2392,48100
2393,10400
2394,31000
2395,96100
2396,36600
2397,14700
2398,49000
2399,33100
2400,20900
2401,26900
2402,16500
2403,15600
2404,14800
2405,10100
2406,25000
2407,17700
2408,41600
2409,36300
2410,17900
2411,16100
2412,18200
2413,57600
2414,17900
2415,19300
2416,17200
2417,14000
2418,11500
2419,10800
2420,11300
2421,33300
2422,38200
2423,96500
2424,39000
2425,44700
2426,9400
2427,78600
2428,56500
2429,12300
2430,17900
2431,56500
2432,57200
2433,233400
2434,22500
2435,7100
2436,16700
2437,53100
2438,10800
2439,38400
2440,100300
2441,17400
2442,19800
2443,8600
2444,16800
2445,21500
2446,72900
2447,12200
2448,74300
2449,20700
2450,13300
2451,9300
2452,10100
2453,10900
2454,5100
2455,20800
2456,13600
2457,29900
2458,20600
2459,49500
2460,53500
2461,54600
2462,8600
2463,21500
2464,80400
2465,16700
2466,12800
2467,16200
2468,21700
2469,24700
2470,196700
2471,13700
2472,16500
2473,20100
2474,23200
2475,25200
2476,16600
2477,28300
2478,23100
2479,21600
2480,36200
2481,24900
2482,29700
2483,15000
2484,12000
2485,18800
2486,18500
2487,18100
2488,18000
2489,16700
2490,29800
2491,27800
2492,87600
2493,17300
2494,33000
2495,16300
2496,14800
2497,22800
2498,18300
2499,23000
2500,13900
2501,21400
2502,22000
2503,23000
2504,22300
2505,23700
2506,12100
2507,12300
2508,40600
2509,32000
2510,40000
2511,14800
2512,27600
2513,10400
2514,5700
2515,15100
2516,26600
2517,22300
2518,30000
2519,34300
2520,13000
2521,24500
2522,15800
2523,18600
2524,8900
2525,18400
2526,54900
2527,6100
2528,10100
2529,48500
2530,197600
2531,16700
2532,62900
2533,22300
2534,17300
2535,18500
2536,12900
2537,27700
2538,55600
2539,29000
2540,53000
2541,37200
2542,15400
2543,83300
2544,13000
2545,8500
2546,13700
2547,17900
2548,36200
2549,13400
2550,6700
2551,30400
2552,57400
2553,77600
2554,25000
2555,26000
2556,50000
2557,77800
2558,11800
2559,38000
2560,62000
2561,12600
2562,8600
2563,11800
2564,57100
2565,12700
2566,11100
2567,143100
2568,17100
2569,32600
2570,25200
2571,6800
2572,11000
2573,8900
2574,10500
2575,13200
2576,17500
2577,15400
2578,18800
2579,113700
2580,10400
2581,18000
2582,21700
2583,10100
2584,23900
2585,16500
2586,23000
2587,11000
2588,13800
2589,17400
2590,40200
2591,10000
2592,10700
2593,19800
2594,31500
2595,26200
2596,48000
2597,12900
2598,13800
2599,31500
2600,59000
2601,16600
2602,22000
2603,16500
2604,41000
2605,14000
2606,10700
2607,41800
2608,35800
2609,88500
2610,5700
2611,7900
2612,9700
2613,35500
2614,11400
2615,15500
2616,26400
2617,9900
2618,92100
2619,7200
2620,10800
2621,25900
2622,109800
2623,40400
2624,26800
2625,12900
2626,13200
2627,12700
2628,10800
2629,9800
2630,19900
2631,24400
2632,60300
2633,20800
2634,16300
2635,23700
2636,12200
2637,17100
2638,10300
2639,7800
2640,7600
2641,24300
2642,27400
2643,37000
2644,11300
2645,19500
2646,13600
2647,8700
2648,23100
2649,10900
2650,24900
2651,30000
2652,13400
2653,8700
2654,27900
2655,12100
2656,25900
2657,9900
2658,10100
2659,6100
2660,7900
2661,12500
2662,31600
2663,10800
2664,75600
2665,10400
2666,34700
2667,17000
2668,57500
2669,24200
2670,30200
2671,21400
2672,31300
2673,20200
2674,37400
2675,34100
2676,10500
2677,10500
2678,98500
2679,48800
2680,18600
2681,16300
2682,26600
2683,12300
2684,7600
2685,10200
2686,15500
2687,13500
2688,14800
2689,16900
2690,18600
2691,67300
2692,51900
2693,19500
2694,141400
2695,14800
2696,306100
2697,180600
2698,8500
2699,208300
2700,12700
2701,13000
2702,92600
2703,30200
2704,6200
2705,29400
2706,18700
2707,17300
2708,8000
2709,10200
2710,12700
2711,20300
2712,11800
2713,12600
2714,27300
2715,14500
2716,68300
2717,22300
2718,23700
