,shares
1555,5400
1556,4000
1557,4100
1558,1300
1559,768
1560,2500
1561,2500
1562,659
1563,37000
1564,4800
1565,2200
1566,2200
1567,1400
1568,1200
1569,3900
1570,836
1571,2400
1572,1100
1573,863
1574,925
1575,2000
1576,865
1577,825
1578,1100
1579,988
1580,2500
1581,1800
1582,7100
1583,1700
1584,815
1585,1900
1586,1300
1587,1000
1588,2900
1589,1000
1590,1000
1591,4400
1592,939
1593,2400
1594,1100
1595,11200
1596,286
1597,1500
1598,896
1599,4600
1600,927
1601,708
1602,12600
1603,6300
1604,10600
1605,1200
1606,933
1607,867
1608,1600
1609,2100
1610,1300
1611,3500
1612,687
1613,7400
1614,790
1615,14500
1616,2000
1617,444
1618,2200
1619,3200
1620,3200
1621,6200
1622,23100
1623,758
1624,671
1625,31000
1626,2700
1627,1700
1628,1200
1629,391
1630,1600
1631,1700
1632,2800
1633,2000
1634,8200
1635,4400
1636,1600
1637,919
1638,1200
1639,916
1640,699
1641,1100
1642,156
1643,961
1644,2100
1645,6400
1646,1300
1647,1800
1648,889
1649,5500
1650,1400
1651,2900
1652,761
1653,1300
1654,3000
1655,2600
1656,1400
1657,964
1658,655
1659,2700
1660,1400
1661,12700
1662,4200
1663,606
1664,1600
1665,761
1666,6300
1667,1400
1668,2700
1669,3700
1670,1100
1671,1300
1672,858
1673,6500
1674,4100
1675,6100
1676,2400
1677,1400
1678,8300
1679,1800
1680,1500
1681,1200
1682,833
1683,1000
1684,6300
1685,6700
1686,639
1687,1700
1688,813
1689,532
1690,1300
1691,583
1692,8000
1693,1100
1694,1300
1695,2100
1696,3500
1697,844
1698,1300
1699,33000
1700,3200
1701,713
1702,822
1703,1400
1704,2200
1705,1900
1706,888
1707,1100
1708,1000
1709,1200
1710,2000
1711,969
1712,1200
1713,8600
1714,1200
1715,4100
1716,3200
1717,10400
1718,1600
1719,12400
1720,907
1721,2000
1722,4100
1723,1600
1724,2300
1725,2900
1726,4800
1727,1100
1728,1200
1729,1500
1730,4900
1731,1900
1732,1400
1733,497
1734,10200
1735,2400
1736,1400
1737,2100
1738,3400
1739,1100
1740,3000
1741,1100
1742,7300
1743,939
1744,6400
1745,1900
1746,1200
1747,2000
1748,3800
1749,1200
1750,824
1751,576
1752,992
1753,3300
1754,859
1755,1300
1756,474
1757,5200
1758,3100
1759,882
1760,1100
1761,2600
1762,2100
1763,729
1764,5300
1765,725
1766,4000
1767,1300
1768,13000
1769,4300
1770,1600
1771,89
1772,3900
1773,1200
1774,1600
1775,658
1776,26900
1777,535
1778,983
1779,867
1780,1300
1781,834
1782,3300
1783,846
1784,738
1785,2400
1786,6400
1787,20700
1788,1100
1789,3000
1790,1900
1791,1400
1792,4900
1793,983
1794,1800
1795,2900
1796,35800
1797,1800
1798,2400
1799,1000
1800,2600
1801,1700
1802,858
1803,1600
1804,1000
1805,786
1806,2200
1807,43
1808,491
1809,4900
1810,1200
1811,2000
1812,1100
1813,475
1814,11700
1815,695
1816,813
1817,1300
1818,828
1819,5300
1820,921
1821,24000
1822,2400
1823,4500
1824,1100
1825,743
1826,1700
1827,1300
1828,23900
1829,2500
1830,806
1831,2100
1832,3200
1833,1700
1834,1100
1835,577
1836,10500
1837,3700
1838,1100
1839,1600
1840,3000
1841,5800
1842,958
1843,469
1844,2600
1845,1900
1846,1000
1847,2600
1848,1600
1849,677
1850,1100
1851,402
1852,1200
1853,762
1854,1100
1855,2000
1856,1100
1857,3800
1858,1500
1859,1800
1860,2200
1861,1300
1862,846
1863,2900
1864,1400
1865,3800
1866,2500
1867,1100
1868,7200
1869,2800
1870,1700
1871,4700
1872,879
1873,848
1874,430
1875,2800
1876,1200
1877,1100
1878,4600
1879,1200
1880,846
1881,3600
1882,726
1883,7500
1884,2100
1885,979
1886,1200
1887,4100
1888,3700
1889,982
1890,1400
1891,2700
1892,2100
1893,1100
1894,1700
1895,4900
1896,939
1897,3700
1898,920
1899,543
1900,943
1901,1500
1902,718
1903,2400
1904,3300
1905,2000
1906,630
1907,957
1908,5500
1909,2400
1910,784
1911,1400
1912,562
1913,807
1914,772
1915,1200
1916,1400
1917,3000
1918,887
1919,1100
1920,898
1921,587
1922,830
1923,7800
1924,48800
1925,2000
1926,1100
1927,1100
1928,377
1929,3000
1930,1700
1931,774
1932,935
1933,3300
1934,2100
1935,1600
1936,1800
1937,5500
1938,3200
1939,753
1940,1600
1941,936
1942,1800
1943,3900
1944,8800
1945,662
1946,516
1947,925
1948,683
1949,1500
1950,2000
1951,2200
1952,113700
1953,2000
1954,8600
1955,671
1956,2700
1957,3700
1958,9800
1959,844
1960,3000
1961,955
1962,1100
1963,2300
1964,3000
1965,2500
1966,226
1967,3000
1968,971
1969,1100
1970,3800
1971,569
1972,965
1973,1200
1974,798
1975,23700
1976,962
1977,1400
1978,1200
1979,1800
1980,749
1981,1300
1982,1400
1983,5800
1984,3500
1985,868
1986,2300
1987,2900
1988,821
1989,1100
1990,20800
1991,3500
1992,823
1993,1600
1994,912
1995,524
1996,7700
1997,4700
1998,913
1999,1100
2000,920
2001,544
2002,1200
2003,512
2004,1700
2005,9500
2006,1400
2007,1100
2008,1300
2009,2500
2010,2800
2011,3400
2012,454
2013,6200
2014,2400
2015,3900
2016,8800
2017,2200
2018,1400
2019,413
2020,9100
2021,724
2022,2100
2023,890
2024,913
2025,1400
2026,1900
2027,1400
2028,753
2029,510
2030,1100
2031,706
2032,6400
2033,2200
2034,1100
2035,3400
2036,4700
2037,1100
2038,1800
2039,728
2040,7600
2041,151
2042,2200
2043,593
2044,2300
2045,698
2046,4100
2047,1000
2048,991
2049,761
2050,2300
2051,5100
2052,1300
2053,33300
2054,3200
2055,1500
2056,2200
2057,1400
2058,1300
2059,575
2060,874
2061,57000
2062,2700
2063,2500
2064,786
2065,2300
2066,1900
2067,2000
2068,1500
2069,3700
2070,909
2071,1100
2072,752
2073,15600
2074,6100
2075,801
2076,2300
2077,646
2078,2900
2079,916
2080,7100
2081,639
2082,1200
2083,425
2084,1300
2085,934
2086,950
2087,2900
2088,1100
2089,922
2090,3200
2091,41900
2092,960
2093,1100
2094,6500
2095,2400
2096,22100
2097,2000
2098,1200
2099,693
2100,3500
2101,1600
2102,1200
2103,1700
2104,738
2105,749
2106,1600
2107,1900
2108,2900
2109,1100
2110,5400
2111,1200
2112,558
2113,1200
2114,473
2115,1500
2116,656
2117,27500
2118,1800
2119,2800
2120,1200
2121,1200
2122,1700
2123,5400
2124,14700
2125,807
2126,2400
2127,1700
2128,711
2129,2100
2130,2100
2131,1200
2132,1900
2133,7200
2134,1200
2135,2000
2136,4600
2137,4000
2138,1500
2139,3300
2140,1400
2141,1900
2142,6600
2143,1400
2144,2000
2145,864
2146,2700
2147,7100
2148,481
2149,739
2150,2500
2151,3900
2152,1500
2153,1500
2154,844
2155,3200
2156,740
2157,970
2158,6400
2159,1700
2160,669
2161,4700
2162,830
2163,610
2164,1900
2165,7900
2166,1200
2167,994
2168,2800
2169,467
2170,4600
2171,791
2172,1200
2173,1100
2174,3700
2175,473
2176,5100
2177,690
2178,1200
2179,1200
2180,2000
2181,558
2182,1800
2183,3300
2184,962
2185,1200
2186,2400
2187,785
2188,4100
2189,793
2190,740
2191,903
2192,2500
2193,3400
2194,3100
2195,3700
2196,3700
2197,8200
2198,1300
2199,748
2200,1900
2201,939
2202,2900
2203,750
2204,4200
2205,23800
2206,771
2207,5100
2208,412
2209,1100
2210,1100
2211,3500
2212,1900
2213,556
2214,870
2215,2000
2216,1800
2217,569
2218,1800
2219,7900
2220,2100
2221,507
2222,1200
2223,1500
2224,1100
2225,870
2226,852
2227,1000
2228,1500
2229,690
2230,6500
2231,945
2232,217
2233,3600
2234,698
2235,1200
2236,1700
2237,1500
2238,728
2239,7400
2240,1100
2241,3800
2242,77300
2243,930
2244,604
2245,815
2246,380
2247,1200
2248,902
2249,15500
2250,911
2251,7600
2252,1500
2253,1600
2254,3600
2255,3600
2256,1100
2257,2500
2258,1400
2259,3700
2260,1500
2261,2400
2262,1000
2263,1800
2264,1400
2265,1200
2266,1200
2267,2600
2268,976
2269,547
2270,1000
2271,3000
2272,1500
2273,918
2274,2900
2275,3100
2276,2100
2277,1300
2278,17500
2279,1300
2280,5400
2281,1100
2282,1500
2283,888
2284,1700
2285,2200
2286,1200
2287,4700
2288,664
2289,684
2290,625
2291,1300
2292,10100
2293,759
2294,1200
2295,2500
2296,3100
2297,2700
2298,9800
2299,7500
2300,2800
2301,3900
2302,4900
2303,897
2304,1400
2305,83
2306,715
2307,886
2308,7900
2309,1700
2310,3900
2311,2300
2312,1300
2313,11500
2314,1400
2315,6000
2316,14500
2317,3900
2318,599
2319,872
2320,1600
2321,9700
2322,3700
2323,430
2324,5100
2325,1300
2326,1400
2327,623
2328,1100
2329,6700
2330,2200
2331,4900
2332,602
2333,1200
2334,6900
2335,1100
2336,2000
2337,727
2338,1800
2339,2000
2340,2000
2341,25700
2342,1100
2343,1500
2344,1000
2345,985
2346,4300
2347,1700
2348,1900
2349,1700
2350,22100
2351,1000
2352,872
2353,3600
2354,1200
2355,4400
2356,2100
2357,4400
2358,1800
2359,10400
2360,3400
2361,4500
2362,989
2363,4200
2364,3000
2365,969
2366,7800
2367,3600
2368,3600
2369,4100
2370,1500
2371,1100
2372,701
2373,2500
2374,1300
2375,1400
2376,1400
2377,1000
2378,1100
2379,715
2380,3600
2381,5300
2382,2600
2383,1600
2384,703
2385,2800
2386,4400
2387,370
2388,906
2389,2100
2390,28300
2391,1500
2392,2100
2393,1300
2394,50700
2395,728
2396,1100
2397,1400
2398,1200
2399,692
2400,2000
2401,1200
2402,1100
2403,1600
2404,1100
2405,3600
2406,1100
2407,1300
2408,1300
2409,892
2410,16300
2411,3200
2412,4400
2413,3300
2414,1800
2415,1800
2416,4400
2417,1800
2418,642
2419,2700
2420,1300
2421,2500
2422,976
2423,2200
2424,1400
2425,651
2426,3200
2427,1600
2428,2800
2429,696
2430,2400
2431,1500
2432,4000
2433,805
2434,1500
2435,921
2436,661
2437,1100
2438,7000
2439,767
2440,764
2441,1100
2442,656
2443,1100
2444,4300
2445,2300
2446,3400
2447,927
2448,2200
2449,6800
2450,1800
2451,838
2452,4800
2453,1700
2454,1600
2455,1900
2456,1600
2457,2300
2458,6500
2459,1500
2460,1400
2461,1300
2462,698
2463,903
2464,858
2465,925
2466,1500
2467,409
2468,2300
2469,414
2470,950
2471,44700
2472,2400
2473,1600
2474,604
2475,1200
2476,452
2477,569
2478,1400
2479,859
2480,961
2481,2400
2482,1200
2483,1000
2484,6300
2485,2900
2486,2800
2487,927
2488,1400
2489,322
2490,705
2491,3200
2492,1200
2493,753
2494,3200
2495,1700
2496,2400
2497,773
2498,3300
2499,2400
2500,14400
2501,2500
2502,1500
2503,3600
2504,1100
2505,1200
2506,1700
2507,18200
2508,6300
2509,1500
2510,5200
2511,1200
2512,2100
2513,15700
2514,1100
2515,834
2516,2900
2517,3000
2518,2300
2519,2700
2520,1000
2521,9700
2522,818
2523,1100
2524,1000
2525,1000
2526,1300
2527,5900
2528,822
2529,689
2530,2000
2531,1600
2532,2200
2533,746
2534,934
2535,2500
2536,1700
2537,1400
2538,4500
2539,569
2540,949
2541,5700
2542,1700
2543,971
2544,703
2545,816
2546,20700
2547,2000
2548,404
2549,448
2550,728
2551,738
2552,1300
2553,1000
2554,4900
2555,1300
2556,8900
2557,17900
2558,5800
2559,9800
2560,10100
2561,786
2562,4800
2563,8900
2564,956
2565,1300
2566,6400
2567,992
2568,1400
2569,1200
2570,1100
2571,1300
2572,4500
2573,1000
2574,2000
2575,2500
2576,790
2577,727
2578,5400
2579,1300
2580,1300
2581,3300
2582,1200
2583,2800
2584,4300
2585,1100
2586,11100
2587,746
2588,593
2589,966
2590,1400
2591,1200
2592,1500
2593,2300
2594,6200
2595,878
2596,905
2597,813
2598,696
2599,2000
2600,1600
2601,468
2602,1100
2603,765
2604,782
2605,1000
2606,1500
2607,1100
2608,5800
2609,1100
2610,5200
2611,1200
2612,482
2613,5100
2614,890
2615,2700
2616,2000
2617,1100
2618,1400
2619,2300
2620,1600
2621,2300
2622,759
2623,1100
2624,4500
2625,3700
2626,774
2627,1200
2628,778
