,shares
564,727
565,738
566,812
567,1200
568,1200
569,642
570,1100
571,772
572,669
573,1200
574,1100
575,653
576,907
577,703
578,725
579,1200
580,771
581,1300
582,952
583,1200
584,945
585,1200
586,1300
587,869
588,1100
589,594
590,761
591,755
592,788
593,655
594,750
595,916
596,780
597,1300
598,1000
599,1200
600,720
601,1300
602,595
603,1000
604,1300
605,985
606,787
607,1200
608,1100
609,989
610,862
611,1000
612,1100
613,699
614,1300
615,749
616,818
617,1200
618,779
619,912
620,540
621,848
622,878
623,698
624,1200
625,1100
626,639
627,655
628,642
629,1100
630,1100
631,920
632,1000
633,1100
634,847
635,1200
636,510
637,1200
638,813
639,577
640,858
641,661
642,890
643,766
644,1100
645,882
646,867
647,881
648,1100
649,1300
650,880
651,993
652,971
653,1300
654,587
655,849
656,1300
657,1100
658,779
659,1100
660,1300
661,801
662,1200
663,1200
664,1100
665,809
666,765
667,935
668,856
669,707
670,577
671,634
672,1300
673,1000
674,886
675,767
676,865
677,814
678,1200
679,1000
680,1200
681,875
682,576
683,761
684,879
685,676
686,1300
687,1200
688,904
689,1100
690,1000
691,1300
692,759
693,977
694,802
695,604
696,1200
697,1200
698,713
699,967
700,942
701,585
702,1200
703,688
704,1300
705,727
706,1300
707,714
708,876
709,577
710,830
711,595
712,998
713,1100
714,1200
715,756
716,1100
717,629
718,913
719,690
720,787
721,1000
722,1300
723,1300
724,1300
725,1000
726,755
727,860
728,807
729,812
730,949
731,1200
732,1000
733,1000
734,867
735,569
736,996
737,744
738,1000
739,581
740,870
741,960
742,990
743,1000
744,702
745,900
746,920
747,788
748,1100
749,815
750,696
751,1000
752,841
753,865
754,890
755,584
756,811
757,1000
758,606
759,1100
760,787
761,608
762,860
763,677
764,840
765,646
766,1200
767,1100
768,822
769,1200
770,692
771,984
772,778
773,543
774,1100
775,929
776,699
777,1300
778,699
779,756
780,800
781,992
782,1200
783,1100
784,1200
785,1100
786,921
787,1000
788,987
789,844
790,914
791,918
792,606
793,958
794,818
795,713
796,569
797,696
798,738
799,1100
800,982
801,857
802,556
803,543
804,714
805,1100
806,653
807,562
808,1200
809,1100
810,773
811,583
812,1100
813,1100
814,1000
815,855
816,659
817,1100
818,1300
819,1000
820,1200
821,823
822,995
823,912
824,913
825,1000
826,618
827,523
828,1100
829,801
830,927
831,1300
832,1300
833,639
834,1300
835,922
836,960
837,1000
838,728
839,934
840,1000
841,671
842,1100
843,792
844,690
845,1200
846,539
847,740
848,610
849,940
850,671
851,690
852,785
853,702
854,786
855,1100
856,870
857,995
858,533
859,698
860,1200
861,730
862,801
863,981
864,1000
865,1200
866,687
867,1300
868,901
869,950
870,1100
871,851
872,845
873,741
874,897
875,720
876,1100
877,1000
878,783
879,599
880,717
881,887
882,920
883,822
884,1200
885,1000
886,1300
887,989
888,906
889,1100
890,558
891,1000
892,784
893,1300
894,1100
895,992
896,704
897,698
898,1100
899,531
900,1000
901,671
902,777
903,753
904,945
905,1200
906,1100
907,935
908,808
909,1000
910,776
911,1100
912,971
913,816
914,606
915,650
916,1100
917,786
918,1300
919,941
920,790
921,832
922,1000
923,1200
924,768
925,502
926,1100
927,891
928,644
929,589
930,1100
931,1000
932,1200
933,1200
934,684
935,1100
936,769
937,769
938,1300
939,904
940,731
941,1300
942,872
943,1000
944,900
945,1100
946,804
947,701
948,792
949,721
950,756
951,1100
952,988
953,599
954,1200
955,734
956,1100
957,1100
958,541
959,608
960,750
961,1000
962,824
963,869
964,982
965,969
966,918
967,1200
968,1300
969,950
970,1200
971,906
972,764
973,905
974,878
975,1300
976,766
977,860
978,977
979,841
980,988
981,1100
982,968
983,602
984,954
985,731
986,1300
987,1100
988,1100
989,563
990,517
991,1100
992,1200
993,809
994,980
995,704
996,533
997,810
998,1000
999,868
1000,837
1001,1200
1002,753
1003,621
1004,986
1005,1300
1006,818
1007,1100
1008,1000
1009,751
1010,1100
1011,835
1012,852
1013,733
1014,1200
1015,1300
1016,1200
1017,992
1018,562
1019,852
1020,1000
1021,722
1022,683
1023,556
1024,854
1025,928
1026,1200
1027,593
1028,634
1029,872
1030,942
1031,1100
1032,844
1033,827
1034,1300
1035,1300
1036,834
1037,1300
1038,951
1039,944
1040,931
1041,723
1042,950
1043,1200
1044,1300
1045,991
1046,668
1047,741
1048,1300
1049,759
1050,1000
1051,1200
1052,1300
1053,984
1054,1100
1055,1000
1056,995
1057,1100
1058,925
1059,1100
1060,1000
1061,721
1062,565
1063,767
1064,778
1065,1100
1066,1200
1067,1100
1068,958
1069,1100
1070,747
1071,656
1072,780
1073,941
1074,577
1075,1200
1076,960
1077,597
1078,680
1079,1200
1080,1100
1081,977
1082,729
1083,1100
1084,847
1085,769
1086,582
1087,1100
1088,1300
1089,1000
1090,1300
1091,657
1092,965
1093,1200
1094,1100
1095,1000
1096,1200
1097,853
1098,869
1099,966
1100,1000
1101,801
1102,1000
1103,842
1104,922
1105,998
1106,812
1107,718
1108,670
1109,971
1110,1300
1111,688
1112,724
1113,664
1114,538
1115,924
1116,934
1117,696
1118,1300
1119,663
1120,790
1121,1100
1122,1300
1123,744
1124,835
1125,955
1126,941
1127,870
1128,920
1129,752
1130,1200
1131,1300
1132,775
1133,833
1134,526
1135,1000
1136,929
1137,1300
1138,693
1139,926
1140,861
1141,739
1142,794
1143,947
1144,1100
1145,1100
1146,1100
1147,769
1148,682
1149,812
1150,997
1151,799
1152,579
1153,1100
1154,1300
1155,823
1156,704
1157,823
1158,872
1159,532
1160,1300
1161,812
1162,894
1163,1200
1164,1000
1165,679
1166,911
1167,850
1168,759
1169,1000
1170,622
1171,793
1172,707
1173,907
1174,1100
1175,716
1176,802
1177,1200
1178,813
1179,886
1180,550
1181,955
1182,735
1183,1000
1184,717
1185,934
1186,519
1187,1300
1188,1300
1189,928
1190,1100
1191,753
1192,682
1193,975
1194,787
1195,786
1196,819
1197,1000
1198,738
1199,759
1200,746
1201,715
1202,856
1203,930
1204,739
1205,741
1206,650
1207,1100
1208,1300
1209,515
1210,845
1211,1300
1212,1000
1213,1100
1214,691
1215,770
1216,1000
1217,791
1218,892
1219,1000
1220,902
1221,843
1222,943
1223,904
1224,653
1225,962
1226,1100
1227,1000
1228,1100
1229,736
1230,914
1231,697
1232,1200
1233,720
1234,1300
1235,970
1236,593
1237,905
1238,698
1239,1000
1240,682
1241,1100
1242,569
1243,633
1244,1000
1245,1200
1246,836
1247,1100
1248,764
1249,1200
1250,830
1251,763
1252,613
1253,1000
1254,915
1255,861
1256,932
1257,1200
1258,500
1259,1000
1260,1300
1261,957
1262,895
1263,754
1264,766
1265,569
1266,750
1267,1300
1268,779
1269,713
1270,943
1271,759
1272,531
1273,1100
1274,846
1275,865
1276,1300
1277,1300
1278,783
1279,1100
1280,693
1281,701
1282,579
1283,1100
1284,763
1285,574
1286,1000
1287,939
1288,845
1289,1000
1290,1300
1291,888
1292,652
1293,1300
1294,1100
1295,1100
1296,1000
1297,609
1298,638
1299,1100
1300,600
1301,1100
1302,587
1303,1200
1304,1300
1305,1100
1306,1000
1307,1300
1308,646
1309,1200
1310,1000
1311,728
1312,900
1313,976
1314,750
1315,1100
1316,683
1317,783
1318,833
1319,736
1320,1200
1321,527
1322,663
1323,788
1324,668
1325,893
1326,552
1327,1300
1328,649
1329,1000
1330,858
1331,562
1332,645
1333,1000
1334,680
1335,1200
1336,686
1337,1100
1338,1000
1339,1000
1340,977
1341,665
1342,1200
1343,759
1344,993
1345,1200
1346,580
1347,1000
1348,797
1349,1100
1350,623
1351,653
1352,786
1353,789
1354,808
1355,1200
1356,953
1357,1300
1358,857
1359,548
1360,1000
1361,526
1362,869
1363,1200
1364,861
1365,1300
1366,1300
1367,1000
1368,1200
1369,1300
1370,1300
1371,539
1372,867
1373,624
1374,942
1375,790
1376,833
1377,1200
1378,605
1379,1000
1380,955
1381,732
1382,554
1383,938
1384,955
1385,881
1386,972
1387,1200
1388,860
1389,767
1390,731
1391,532
1392,867
1393,883
1394,990
1395,1300
1396,1100
1397,716
1398,1100
1399,1300
1400,906
1401,1300
1402,526
1403,1300
1404,990
1405,1100
1406,1000
1407,1300
1408,698
1409,1200
1410,654
1411,716
1412,733
1413,785
1414,1000
1415,957
1416,1200
1417,713
1418,1300
1419,964
1420,1300
1421,1300
1422,635
1423,791
1424,1200
1425,868
1426,959
1427,890
1428,1200
1429,1300
1430,589
1431,656
1432,1300
1433,780
1434,1100
1435,718
1436,1300
1437,1100
1438,951
1439,981
1440,746
1441,779
1442,500
1443,981
1444,658
1445,808
1446,980
1447,1100
1448,1000
1449,832
1450,893
1451,1200
1452,993
1453,1200
1454,763
1455,640
1456,1100
1457,1100
1458,895
1459,925
1460,606
1461,1300
1462,518
1463,674
1464,850
1465,1200
1466,1100
1467,806
1468,1300
1469,773
1470,1100
1471,1100
1472,937
1473,654
1474,1200
1475,749
1476,550
1477,1300
1478,1300
1479,1100
1480,667
1481,1100
1482,640
1483,1200
1484,730
1485,877
1486,1100
1487,1100
1488,809
1489,758
1490,1300
1491,701
1492,682
1493,1200
1494,578
1495,1200
1496,1200
1497,1200
1498,741
1499,1100
1500,640
1501,714
1502,643
1503,761
1504,902
1505,1300
1506,827
1507,512
1508,755
1509,1100
1510,748
1511,1300
1512,1000
1513,1100
1514,1200
1515,873
1516,1200
1517,823
1518,998
1519,846
1520,826
1521,921
1522,566
1523,862
1524,560
1525,1300
1526,623
1527,1100
1528,548
1529,718
1530,1100
1531,1100
1532,1300
1533,904
1534,949
1535,1100
1536,888
1537,1200
1538,704
1539,902
1540,958
1541,1300
1542,1000
1543,970
1544,1000
1545,1300
1546,839
1547,1300
1548,1200
1549,1200
1550,847
1551,676
1552,1100
1553,987
1554,1100
1555,1100
1556,648
1557,1000
1558,1300
1559,1100
1560,895
1561,618
1562,1100
1563,1300
1564,832
1565,916
1566,850
1567,741
1568,645
1569,1000
1570,909
1571,1300
1572,918
1573,923
1574,1100
1575,1200
1576,651
1577,1100
1578,759
1579,842
1580,1300
1581,903
1582,939
1583,1100
1584,1200
1585,1100
1586,778
1587,589
1588,1000
1589,962
1590,1100
1591,1100
1592,771
1593,1300
1594,697
1595,1300
1596,817
1597,1200
1598,893
1599,806
1600,979
1601,642
1602,910
1603,1000
1604,1000
1605,868
1606,609
1607,1200
1608,923
1609,834
1610,1200
1611,1200
1612,615
1613,861
1614,630
1615,1100
1616,654
1617,721
1618,841
1619,1200
1620,820
1621,1000
1622,621
1623,1200
1624,1100
1625,749
1626,1000
1627,943
1628,1000
1629,693
1630,658
1631,1000
1632,657
1633,907
1634,776
1635,705
1636,1000
1637,912
1638,980
1639,1100
1640,842
1641,696
1642,743
1643,885
1644,786
1645,708
1646,880
1647,1300
1648,799
1649,1100
1650,964
1651,824
1652,1200
1653,900
1654,1000
1655,892
1656,678
1657,794
1658,925
1659,829
1660,788
1661,802
1662,977
1663,916
1664,848
1665,625
1666,754
1667,1100
1668,700
1669,976
1670,1100
1671,1100
1672,702
1673,743
1674,964
1675,906
1676,1200
1677,573
1678,974
1679,638
1680,1100
1681,1000
1682,698
1683,662
1684,762
1685,695
1686,675
1687,1300
1688,1000
1689,942
1690,1100
1691,963
1692,1200
1693,1300
1694,581
1695,548
1696,663
1697,586
1698,1100
1699,1100
1700,844
1701,975
1702,547
1703,1100
1704,846
1705,695
1706,801
1707,741
1708,858
1709,1100
1710,546
1711,584
1712,915
1713,1000
1714,1100
1715,927
1716,1200
1717,621
1718,1300
1719,1100
1720,881
1721,1300
1722,914
1723,838
1724,848
1725,903
1726,550
1727,1300
1728,991
1729,886
1730,677
1731,1200
1732,818
1733,943
1734,921
1735,1300
1736,801
1737,1200
1738,954
1739,683
1740,729
1741,723
1742,612
1743,541
1744,1100
1745,755
1746,946
1747,1100
1748,1000
1749,1000
1750,1300
1751,735
1752,1300
1753,1300
1754,927
1755,976
1756,1000
1757,688
1758,1200
1759,976
1760,872
1761,1100
1762,1300
1763,1300
1764,715
1765,1000
1766,1000
1767,507
1768,1200
1769,776
1770,1200
1771,828
1772,1300
1773,760
1774,925
1775,910
1776,522
1777,599
1778,1300
1779,1100
1780,884
1781,1000
1782,669
1783,1000
1784,929
1785,818
1786,1300
1787,1200
1788,970
1789,928
1790,1000
1791,1100
1792,578
1793,947
1794,1200
1795,1200
1796,795
1797,511
1798,514
1799,1100
1800,914
1801,846
1802,761
1803,594
1804,666
1805,1000
1806,1200
1807,889
1808,859
1809,570
1810,907
1811,1100
1812,1300
1813,987
1814,1200
1815,1000
1816,998
1817,1000
1818,956
1819,752
1820,900
1821,1300
1822,1100
1823,1200
1824,989
1825,982
1826,672
1827,822
1828,795
1829,1000
1830,874
1831,1300
1832,854
1833,621
1834,1300
1835,997
1836,521
1837,1000
1838,1100
1839,704
1840,948
1841,1100
1842,1100
1843,899
1844,1200
1845,810
1846,838
1847,1300
1848,506
1849,1100
1850,928
1851,1100
1852,879
1853,1200
1854,841
1855,1300
1856,787
1857,952
1858,1100
1859,1300
1860,977
1861,1200
1862,863
1863,743
1864,997
1865,939
1866,843
1867,764
1868,749
1869,655
1870,1000
1871,1300
1872,1000
1873,1100
1874,1200
1875,1000
1876,767
1877,598
1878,1300
1879,842
1880,782
1881,1200
1882,537
1883,703
1884,989
1885,580
1886,1300
1887,1200
1888,995
1889,987
1890,1000
1891,679
1892,566
1893,1300
1894,822
1895,753
1896,1100
1897,619
1898,1100
1899,1000
1900,651
1901,652
1902,610
1903,835
1904,947
1905,883
1906,685
1907,1200
1908,962
1909,758
1910,951
1911,874
1912,781
1913,1100
1914,743
1915,768
1916,686
1917,816
1918,919
1919,555
1920,620
1921,911
1922,873
1923,1100
1924,722
1925,1100
1926,955
1927,563
1928,1100
1929,742
1930,1100
1931,932
1932,1200
1933,1200
1934,744
1935,1100
1936,823
1937,1200
1938,1200
1939,910
1940,1200
1941,833
1942,1100
1943,811
1944,1300
1945,851
1946,1000
1947,623
1948,1100
1949,1000
1950,1200
1951,838
1952,964
1953,629
1954,562
1955,864
1956,634
1957,1200
1958,870
1959,996
1960,1300
1961,1200
1962,1300
1963,812
1964,783
1965,503
1966,1300
1967,591
1968,1200
1969,1300
1970,823
1971,664
1972,716
1973,662
1974,1300
1975,1000
1976,908
1977,829
1978,914
1979,1100
1980,902
1981,750
1982,954
1983,808
1984,545
1985,934
1986,689
1987,924
1988,1200
1989,945
1990,916
1991,818
1992,534
1993,850
1994,690
1995,1200
1996,991
1997,1200
1998,946
1999,789
2000,1100
2001,503
2002,1100
2003,1200
2004,1200
2005,750
2006,549
2007,885
2008,864
2009,763
2010,1200
2011,1300
2012,877
2013,695
2014,598
2015,1200
2016,1100
2017,1100
2018,821
2019,1100
2020,1200
2021,1300
2022,861
2023,993
2024,538
2025,657
2026,728
2027,1000
2028,892
2029,1300
2030,616
2031,1000
2032,807
2033,1100
2034,1200
2035,676
2036,1000
2037,628
2038,877
2039,781
2040,1100
2041,1300
2042,927
2043,568
2044,1000
2045,838
2046,659
2047,1100
2048,849
2049,944
2050,748
2051,1100
2052,990
2053,832
2054,707
2055,830
2056,526
2057,684
2058,928
2059,875
2060,1100
2061,767
2062,712
2063,616
2064,1100
2065,1300
2066,1100
2067,924
2068,595
2069,1100
2070,612
2071,936
2072,691
2073,629
2074,747
2075,1300
2076,1300
2077,1300
2078,868
2079,866
2080,958
2081,737
2082,755
2083,1200
2084,1100
2085,1200
2086,820
2087,619
2088,775
2089,581
2090,538
2091,845
2092,966
2093,598
2094,503
2095,674
2096,624
2097,744
2098,845
2099,884
2100,823
2101,885
2102,1100
2103,528
2104,940
2105,613
2106,669
2107,1100
2108,1200
2109,766
2110,1200
2111,927
2112,976
2113,1000
2114,1200
2115,1100
2116,1100
2117,1100
2118,825
2119,1100
2120,724
2121,767
2122,1300
2123,1000
2124,938
2125,638
2126,924
2127,654
2128,606
2129,882
2130,974
2131,1100
2132,981
2133,919
2134,682
2135,626
2136,621
2137,994
2138,894
2139,1100
2140,1300
2141,811
2142,1100
2143,647
2144,828
2145,781
2146,1100
2147,937
2148,931
2149,803
2150,900
2151,1100
2152,1100
2153,974
2154,1200
2155,899
2156,1100
2157,733
2158,603
2159,953
2160,949
2161,721
2162,1100
2163,515
2164,1100
2165,725
2166,676
2167,1000
2168,1100
2169,1200
2170,668
2171,725
2172,807
2173,932
2174,742
2175,653
2176,1300
2177,612
2178,763
2179,702
2180,1000
2181,573
2182,587
2183,769
2184,693
2185,792
2186,802
2187,940
2188,834
2189,681
2190,775
2191,1000
2192,1100
2193,1000
2194,663
2195,615
2196,742
2197,825
2198,1000
2199,638
2200,1200
2201,1000
2202,707
2203,928
2204,708
2205,907
2206,712
2207,690
2208,1100
2209,576
2210,1100
2211,939
2212,875
2213,884
2214,1300
2215,636
2216,1000
2217,1100
2218,919
2219,936
2220,1000
2221,812
2222,899
2223,727
2224,964
2225,895
2226,934
2227,1100
2228,968
2229,917
2230,988
2231,832
2232,676
2233,755
2234,794
2235,775
2236,1100
2237,1000
2238,815
2239,769
2240,957
2241,780
2242,811
2243,1300
2244,552
2245,569
2246,1200
2247,719
2248,1100
2249,639
2250,625
2251,688
2252,863
2253,1100
2254,712
2255,954
2256,904
2257,1000
2258,1100
2259,1100
2260,587
2261,819
2262,1300
2263,1100
2264,820
2265,519
2266,755
2267,744
2268,664
2269,688
2270,1000
2271,630
2272,1300
2273,981
2274,659
2275,996
2276,948
2277,827
2278,1000
2279,942
2280,633
2281,681
2282,692
2283,743
2284,827
2285,1100
2286,586
2287,554
2288,1200
2289,1300
2290,850
2291,821
2292,914
2293,944
2294,998
2295,519
2296,797
2297,1000
2298,971
2299,718
2300,568
2301,1200
2302,1000
2303,686
2304,919
2305,806
2306,843
2307,1100
2308,827
2309,1000
2310,952
2311,725
2312,1200
2313,863
2314,1100
2315,962
2316,720
2317,1200
2318,695
2319,1100
2320,1200
2321,727
2322,539
2323,786
2324,697
2325,774
2326,872
2327,977
2328,768
2329,887
2330,520
2331,1200
2332,1200
2333,787
2334,888
2335,825
2336,1000
2337,1200
2338,878
2339,946
2340,1100
2341,947
2342,626
2343,843
2344,1200
2345,966
2346,1200
2347,1300
2348,1200
2349,989
2350,785
2351,797
2352,1100
2353,990
2354,807
2355,782
2356,688
2357,704
2358,742
2359,760
2360,1000
2361,887
2362,1100
2363,989
2364,965
2365,1100
2366,1000
2367,939
2368,881
2369,1300
2370,565
2371,712
2372,1200
2373,554
2374,1100
2375,1100
2376,1200
2377,962
2378,1300
2379,1200
2380,1300
2381,799
2382,826
2383,917
2384,1200
2385,1300
2386,691
2387,1100
2388,772
2389,1200
2390,566
2391,517
2392,1100
2393,801
2394,566
2395,504
2396,1100
2397,1200
2398,977
2399,1200
2400,571
2401,736
2402,1200
2403,784
2404,560
2405,1100
2406,1100
2407,890
2408,1200
2409,518
2410,533
2411,852
2412,878
2413,725
2414,922
2415,753
2416,932
2417,806
2418,626
2419,1100
2420,1200
2421,869
2422,1100
2423,603
2424,773
2425,521
2426,1100
2427,1200
2428,547
2429,697
2430,919
2431,879
2432,1000
2433,690
2434,927
2435,1100
2436,1000
2437,1300
2438,588
2439,859
2440,1300
2441,555
2442,1200
2443,1200
2444,1100
2445,838
2446,589
2447,957
2448,1000
2449,1000
2450,1200
2451,642
2452,734
2453,1100
2454,591
2455,1300
2456,1100
2457,1200
2458,1100
2459,654
2460,1100
2461,934
2462,1000
2463,1200
2464,1200
2465,812
2466,1100
2467,864
2468,784
2469,952
2470,1200
2471,666
2472,1200
2473,587
2474,1100
2475,879
2476,1100
2477,826
2478,1300
2479,827
2480,517
2481,596
2482,1200
2483,800
2484,741
2485,879
2486,1000
2487,831
2488,672
2489,621
2490,970
2491,806
2492,701
2493,803
2494,877
2495,817
2496,1300
2497,1300
2498,1200
2499,1300
2500,815
2501,1100
2502,1100
2503,885
2504,877
2505,1200
2506,749
2507,1300
2508,630
2509,1000
2510,853
2511,1300
2512,1100
2513,1100
2514,875
2515,1100
2516,1000
2517,1100
2518,724
2519,717
2520,865
2521,867
2522,1200
2523,768
2524,1200
2525,819
2526,1100
2527,808
2528,1000
2529,932
2530,1200
2531,1000
2532,1000
2533,913
2534,536
2535,1000
2536,1100
2537,1200
2538,551
2539,1000
2540,1300
2541,1000
2542,1100
2543,762
2544,851
2545,1100
2546,585
2547,514
2548,1100
2549,709
2550,793
2551,1100
2552,1300
2553,1100
2554,860
2555,966
2556,804
2557,538
2558,1000
2559,667
2560,1200
2561,1100
2562,1300
2563,674
2564,606
2565,532
2566,1100
2567,1200
2568,817
2569,1300
2570,931
2571,803
2572,799
2573,665
2574,1100
2575,1200
2576,621
2577,818
2578,896
2579,968
2580,752
2581,1100
2582,616
2583,1100
2584,1200
2585,1100
2586,625
2587,858
2588,678
2589,1000
2590,801
2591,802
2592,877
2593,600
2594,984
2595,560
2596,880
2597,882
2598,740
2599,911
2600,899
2601,516
2602,1100
2603,791
2604,834
2605,753
2606,1100
2607,1100
2608,789
2609,1300
2610,1200
2611,754
2612,1200
2613,1300
2614,926
2615,891
2616,661
2617,995
2618,543
2619,1100
2620,1300
2621,701
2622,1100
2623,949
2624,907
2625,1000
2626,705
2627,748
2628,954
2629,946
2630,616
2631,1300
2632,823
2633,1000
2634,751
2635,1300
2636,1200
2637,901
2638,1000
2639,980
2640,921
2641,593
2642,1200
2643,940
2644,1200
2645,997
2646,791
2647,1300
2648,725
2649,1200
2650,1300
2651,889
2652,1100
2653,1000
2654,670
2655,1300
2656,882
2657,1300
2658,1200
2659,895
2660,1100
2661,582
2662,918
2663,908
2664,567
2665,666
2666,870
2667,1100
2668,1200
2669,1100
2670,782
2671,712
2672,1000
2673,1300
2674,1000
2675,724
2676,1100
2677,725
2678,852
2679,1300
2680,934
2681,887
2682,1100
2683,1100
2684,606
2685,1100
2686,635
2687,821
2688,518
2689,744
2690,583
2691,837
2692,880
2693,602
2694,709
2695,578
2696,720
2697,1100
2698,769
2699,543
2700,758
2701,1200
2702,883
2703,842
2704,804
2705,1200
2706,1100
2707,1200
2708,852
2709,780
2710,899
2711,817
2712,1200
2713,682
2714,735
2715,898
2716,1100
2717,816
2718,1100
2719,639
2720,802
2721,902
2722,1000
2723,1300
2724,586
2725,1300
2726,788
2727,924
2728,673
2729,1000
2730,925
2731,768
2732,781
2733,772
2734,823
2735,717
2736,747
2737,844
2738,997
2739,1000
2740,954
2741,672
2742,707
2743,810
2744,786
2745,922
2746,1300
2747,513
2748,626
2749,1100
2750,580
2751,965
2752,975
2753,569
2754,756
2755,1200
2756,1000
2757,1100
2758,1300
2759,1300
2760,1100
2761,1100
2762,1300
2763,968
2764,654
2765,1300
2766,897
2767,771
2768,1200
2769,1200
2770,667
2771,1100
2772,889
2773,795
2774,532
2775,914
2776,942
2777,662
2778,835
2779,1100
2780,1200
2781,1300
2782,746
2783,1200
2784,933
2785,706
2786,719
2787,633
2788,934
2789,968
2790,647
2791,760
2792,954
2793,990
2794,1000
2795,904
2796,908
2797,835
2798,506
2799,773
2800,1200
2801,1000
2802,574
2803,1100
2804,1200
2805,709
2806,1100
2807,1200
2808,1300
2809,503
2810,826
2811,1300
2812,910
2813,1100
2814,714
2815,1200
2816,533
2817,561
2818,856
2819,731
2820,840
2821,1000
2822,659
