,shares
663,5700
664,4100
665,1200
666,1600
667,3800
668,22500
669,11200
670,812
671,3100
672,769
673,1500
674,6600
675,4100
676,3500
677,1200
678,10100
679,1200
680,1300
681,5800
682,1600
683,5000
684,642
685,1200
686,4500
687,922
688,1400
689,3900
690,1400
691,1600
692,2500
693,8800
694,1600
695,1600
696,3000
697,3300
698,871
699,2100
700,4600
701,1700
702,1600
703,1100
704,772
705,2400
706,4600
707,669
708,874
709,1400
710,1200
711,823
712,964
713,744
714,12200
715,3200
716,2000
717,6400
718,2700
719,1100
720,1400
721,1700
722,2300
723,11000
724,1900
725,1400
726,1100
727,653
728,3000
729,1300
730,907
731,478
732,3100
733,4100
734,2000
735,703
736,1200
737,725
738,1400
739,26300
740,1200
741,5400
742,11400
743,1900
744,10400
745,771
746,1400
747,3400
748,1600
749,1300
750,3500
751,11300
752,3600
753,47300
754,528
755,1100
756,1900
757,3000
758,706
759,952
760,59100
761,6400
762,25500
763,1400
764,1700
765,1100
766,1700
767,3800
768,59400
769,4200
770,2500
771,859
772,1800
773,527
774,1100
775,41900
776,4100
777,1300
778,1200
779,4000
780,1700
781,1800
782,945
783,1200
784,972
785,934
786,1300
787,2300
788,934
789,9300
790,869
791,2200
792,558
793,1500
794,2200
795,429
796,1100
797,1400
798,994
799,1500
800,2100
801,12200
802,705
803,3200
804,7400
805,2800
806,21400
807,1200
808,594
809,14400
810,13100
811,761
812,2100
813,755
814,788
815,1500
816,2700
817,4500
818,1500
819,1700
820,3600
821,1800
822,4300
823,1300
824,5800
825,2900
826,524
827,10300
828,2100
829,4600
830,16700
831,4500
832,13600
833,655
834,750
835,2000
836,2500
837,337
838,873
839,471
840,1200
841,477
842,904
843,916
844,3500
845,4000
846,844
847,8700
848,780
849,1600
850,2800
851,1300
852,1000
853,1400
854,32200
855,2500
856,1000
857,777
858,2600
859,1000
860,1600
861,1200
862,1100
863,1200
864,6600
865,9300
866,1600
867,3600
868,720
869,5500
870,1300
871,1300
872,595
873,787
874,1900
875,724
876,2000
877,1600
878,1900
879,3100
880,1000
881,1300
882,985
883,8500
884,874
885,2100
886,2100
887,4000
888,48800
889,1900
890,2900
891,2700
892,9200
893,787
894,4000
895,845
896,7200
897,1100
898,3200
899,858
900,1400
901,1200
902,2900
903,1100
904,1600
905,1100
906,2200
907,7100
908,38800
909,989
910,862
911,2500
912,1100
913,1000
914,200
915,879
916,1100
917,1100
918,1600
919,1400
920,9900
921,2100
922,722
923,699
924,2600
925,1300
926,749
927,818
928,1800
929,1200
930,7900
931,1700
932,4200
933,1600
934,3400
935,2300
936,779
937,928
938,1800
939,1400
940,4200
941,912
942,593
943,540
944,3300
945,3100
946,511
947,1300
948,848
949,5200
950,12900
951,878
952,15700
953,3900
954,698
955,1200
956,1100
957,2800
958,3700
959,800
960,891
961,1300
962,1500
963,639
964,16800
965,8100
966,18100
967,834
968,1400
969,963
970,655
971,1500
972,1400
973,926
974,1300
975,792
976,1100
977,642
978,753
979,1100
980,680
981,10300
982,1100
983,1100
984,1500
985,3700
986,236
987,920
988,1000
989,2300
990,1100
991,32400
992,1500
993,478
994,9100
995,5500
996,7900
997,547
998,847
999,1200
1000,510
1001,3100
1002,2300
1003,1200
1004,1400
1005,5300
1006,693
1007,813
1008,2000
1009,577
1010,858
1011,2100
1012,510
1013,661
1014,890
1015,6300
1016,1100
1017,5900
1018,766
1019,2100
1020,1100
1021,1600
1022,2400
1023,4100
1024,3600
1025,882
1026,3000
1027,763
1028,867
1029,881
1030,937
1031,1100
1032,1300
1033,880
1034,1500
1035,1700
1036,1400
1037,9500
1038,4300
1039,1400
1040,1100
1041,2800
1042,8300
1043,1000
1044,993
1045,1400
1046,2800
1047,12800
1048,1900
1049,1600
1050,18000
1051,1100
1052,678
1053,1000
1054,1700
1055,971
1056,4100
1057,1200
1058,771
1059,3000
1060,1100
1061,1300
1062,587
1063,1300
1064,1500
1065,3500
1066,849
1067,744
1068,784
1069,3500
1070,1900
1071,6400
1072,26400
1073,1300
1074,1100
1075,770
1076,779
1077,888
1078,5800
1079,1200
1080,1100
1081,9500
1082,1100
1083,1800
1084,1500
1085,1200
1086,2100
1087,2500
1088,2600
1089,1800
1090,4300
1091,4400
1092,1300
1093,1400
1094,801
1095,3500
1096,6600
1097,518
1098,925
1099,2100
1100,4400
1101,1700
1102,2300
1103,135
1104,2300
1105,1200
1106,1500
1107,1700
1108,3000
1109,1600
1110,2300
1111,457
1112,10700
1113,576
1114,691
1115,1100
1116,1600
1117,1400
1118,567
1119,13900
1120,5000
1121,1500
1122,1200
1123,10200
1124,750
1125,1900
1126,7900
1127,2400
1128,988
1129,7400
1130,1100
1131,766
1132,605
1133,5400
1134,809
1135,765
1136,2500
1137,638
1138,1500
1139,1000
1140,19700
1141,935
1142,1900
1143,856
1144,707
1145,7400
1146,577
1147,634
1148,2000
1149,1300
1150,3200
1151,3000
1152,1300
1153,6500
1154,1300
1155,1600
1156,1200
1157,761
1158,2700
1159,1500
1160,1000
1161,2200
1162,3200
1163,4300
1164,18800
1165,886
1166,767
1167,1700
1168,5900
1169,865
1170,814
1171,3100
1172,661
1173,6500
1174,1600
1175,20000
1176,2700
1177,1200
1178,1500
1179,1500
1180,664
1181,1000
1182,2100
1183,1200
1184,875
1185,2300
1186,576
1187,761
1188,1800
1189,1200
1190,6400
1191,4100
1192,4400
1193,3300
1194,1100
1195,1800
1196,3800
1197,8600
1198,882
1199,3200
1200,4700
1201,3000
1202,762
1203,35900
1204,3200
1205,879
1206,2300
1207,1500
1208,1300
1209,1800
1210,676
1211,2500
1212,1600
1213,1600
1214,1300
1215,1200
1216,783
1217,1600
1218,910
1219,3400
1220,798
1221,1700
1222,852
1223,985
1224,904
1225,1200
1226,1800
1227,3500
1228,22000
1229,1100
1230,529
1231,53100
1232,3700
1233,1700
1234,1000
1235,1300
1236,856
1237,890
1238,759
1239,2100
1240,995
1241,497
1242,7100
1243,9800
1244,396
1245,1300
1246,17000
1247,2000
1248,3100
1249,977
1250,608
1251,1100
1252,813
1253,3600
1254,567
1255,2400
1256,1100
1257,1400
1258,802
1259,658
1260,6900
1261,2400
1262,2100
1263,3400
1264,39900
1265,24500
1266,9500
1267,6200
1268,604
1269,1200
1270,1200
1271,713
1272,1500
1273,721
1274,967
1275,942
1276,585
1277,3400
1278,1200
1279,688
1280,1700
1281,1900
1282,735
1283,1500
1284,1500
1285,2600
1286,6200
1287,2400
1288,2100
1289,2400
1290,5100
1291,847
1292,402
1293,1300
1294,3100
1295,750
1296,840
1297,1100
1298,1400
1299,15300
1300,5100
1301,2400
1302,1800
1303,1300
1304,5400
1305,1700
1306,727
1307,2400
1308,1300
1309,495
1310,3700
1311,3100
1312,1700
1313,4600
1314,1500
1315,684
1316,2100
1317,5500
1318,2000
1319,17200
1320,5100
1321,1900
1322,469
1323,6300
1324,532
1325,844
1326,2700
1327,1100
1328,2000
1329,9500
1330,752
1331,1600
1332,1500
1333,1800
1334,936
1335,2500
1336,1000
1337,4600
1338,714
1339,6900
1340,1700
1341,876
1342,374
1343,2900
1344,1000
1345,2800
1346,793
1347,2300
1348,577
1349,15400
1350,3400
1351,697
1352,899
1353,991
1354,9800
1355,886
1356,630
1357,830
1358,574
1359,1400
1360,26400
1361,595
1362,998
1363,1500
1364,1100
1365,6100
1366,1400
1367,4200
1368,1100
1369,7200
1370,6900
1371,1600
1372,1200
1373,2200
1374,5800
1375,474
1376,1300
1377,756
1378,3400
1379,1100
1380,666
1381,1500
1382,4800
1383,1600
1384,473
1385,629
1386,47100
1387,2300
1388,913
1389,475
1390,3100
1391,4700
1392,3000
1393,358
1394,35
1395,5900
1396,2600
1397,5300
1398,2600
1399,2200
1400,5200
1401,1300
1402,3700
1403,1700
1404,1500
1405,690
1406,471
1407,1600
1408,10300
1409,2000
1410,2000
1411,1400
1412,7600
1413,2000
1414,1100
1415,1100
1416,1500
1417,12400
1418,1800
1419,1700
1420,871
1421,2600
1422,1400
1423,2500
1424,11500
1425,1600
1426,702
1427,11800
1428,889
1429,1200
1430,787
1431,1200
1432,2800
1433,960
1434,1300
1435,2000
1436,1200
1437,1000
1438,1600
1439,1300
1440,1300
1441,2300
1442,635
1443,854
1444,24800
1445,2000
1446,1300
1447,1000
1448,2600
1449,1900
1450,5600
1451,9200
1452,1300
1453,755
1454,922
1455,1300
1456,1100
1457,15600
1458,510
1459,449
1460,860
1461,431
1462,1700
1463,931
1464,1400
1465,1200
1466,807
1467,2400
1468,1500
1469,30900
1470,812
1471,949
1472,2600
1473,10600
1474,1200
1475,2800
1476,1400
1477,2300
1478,1100
1479,9700
1480,1000
1481,10400
1482,4300
1483,4200
1484,4200
1485,3900
1486,1000
1487,2200
1488,4600
1489,1200
1490,13700
1491,639
1492,8700
1493,2100
1494,677
1495,6200
1496,1600
1497,24400
1498,809
1499,867
1500,7200
1501,25600
1502,1900
1503,5200
1504,2200
1505,569
1506,15600
1507,627
1508,1900
1509,2500
1510,1900
1511,996
1512,5100
1513,2900
1514,1300
1515,804
1516,744
1517,955
1518,1000
1519,1000
1520,581
1521,870
1522,1700
1523,36
1524,960
1525,4000
1526,1900
1527,1700
1528,6200
1529,990
1530,1000
1531,1100
1532,1100
1533,1800
1534,1800
1535,6700
1536,702
1537,3900
1538,1000
1539,1500
1540,900
1541,14500
1542,2900
1543,920
1544,8500
1545,2600
1546,788
1547,1900
1548,1800
1549,4000
1550,1100
1551,846
1552,1200
1553,4500
1554,1200
1555,4200
1556,1100
1557,4700
1558,474
1559,1400
1560,1700
1561,815
1562,5100
1563,1300
1564,696
1565,2100
1566,1500
1567,1000
1568,2300
1569,841
1570,1800
1571,4100
1572,286
1573,865
1574,1500
1575,4000
1576,2900
1577,1200
1578,6100
1579,7500
1580,648
1581,867
1582,1500
1583,933
1584,867
1585,2100
1586,16400
1587,1400
1588,8300
1589,2600
1590,586
1591,444
1592,81700
1593,1200
1594,3800
1595,29600
1596,5800
1597,4400
1598,2700
1599,907
1600,890
1601,3800
1602,39300
1603,391
1604,921
1605,2600
1606,1100
1607,890
1608,584
1609,1200
1610,1800
1611,156
1612,6200
1613,1700
1614,8600
1615,1000
1616,829
1617,1000
1618,1400
1619,1100
1620,1400
1621,1400
1622,811
1623,2600
1624,964
1625,1000
1626,2400
1627,1200
1628,8200
1629,9500
1630,606
1631,2000
1632,1500
1633,2000
1634,3900
1635,2400
1636,1000
1637,1100
1638,2300
1639,6200
1640,1100
1641,787
1642,2400
1643,11500
1644,2600
1645,2300
1646,1700
1647,608
1648,860
1649,833
1650,817
1651,677
1652,840
1653,2800
1654,2200
1655,646
1656,1700
1657,1600
1658,1200
1659,1600
1660,725
1661,1600
1662,1100
1663,1100
1664,10000
1665,711
1666,822
1667,1400
1668,1200
1669,4200
1670,4900
1671,888
1672,2700
1673,2400
1674,692
1675,2300
1676,1400
1677,969
1678,6500
1679,1200
1680,1600
1681,1400
1682,3200
1683,984
1684,897
1685,1800
1686,778
1687,935
1688,1700
1689,1100
1690,2400
1691,1500
1692,543
1693,1100
1694,929
1695,4500
1696,874
1697,1500
1698,497
1699,1600
1700,699
1701,1600
1702,1000
1703,4400
1704,1700
1705,1300
1706,1600
1707,699
1708,4700
1709,756
1710,731
1711,798
1712,1200
1713,800
1714,992
1715,859
1716,1200
1717,4000
1718,3900
1719,3700
1720,1100
1721,89
1722,1500
1723,1200
1724,15700
1725,2500
1726,755
1727,8800
1728,2000
1729,2300
1730,1000
1731,1500
1732,1100
1733,921
1734,1600
1735,2500
1736,1800
1737,983
1738,1300
1739,1600
1740,16800
1741,1800
1742,1700
1743,1600
1744,1000
1745,1200
1746,655
1747,987
1748,1000
1749,2000
1750,844
1751,43
1752,491
1753,1500
1754,1000
1755,914
1756,624
1757,475
1758,4000
1759,704
1760,3500
1761,2400
1762,957
1763,1600
1764,1500
1765,1000
1766,1400
1767,3000
1768,7600
1769,918
1770,1300
1771,4700
1772,911
1773,1800
1774,1100
1775,813
1776,1200
1777,558
1778,2700
1779,924
1780,1400
1781,1500
1782,606
1783,958
1784,469
1785,1400
1786,3800
1787,1700
1788,1700
1789,3800
1790,1400
1791,818
1792,1200
1793,808
1794,402
1795,2300
1796,22500
1797,1500
1798,2000
1799,885
1800,713
1801,1700
1802,2600
1803,732
1804,1800
1805,19000
1806,569
1807,2500
1808,1100
1809,696
1810,2000
1811,3100
1812,3300
1813,879
1814,738
1815,430
1816,2400
1817,1100
1818,1100
1819,2300
1820,886
1821,1700
1822,3000
1823,982
1824,1300
1825,4200
1826,1400
1827,2000
1828,857
1829,1100
1830,4700
1831,556
1832,2900
1833,1700
1834,5300
1835,543
1836,714
1837,589
1838,4100
1839,3600
1840,1100
1841,653
1842,17200
1843,1500
1844,1400
1845,1500
1846,562
1847,772
1848,1200
1849,1100
1850,4500
1851,601
1852,843
1853,1100
1854,2200
1855,773
1856,7200
1857,1800
1858,952
1859,1100
1860,377
1861,4100
1862,4100
1863,583
1864,2800
1865,1400
1866,1100
1867,6500
1868,3400
1869,5000
1870,1100
1871,1100
1872,3100
1873,3300
1874,1300
1875,734
1876,3300
1877,4100
1878,4100
1879,769
1880,3300
1881,4100
1882,1000
1883,855
1884,4400
1885,2200
1886,4900
1887,1000
1888,3600
1889,1100
1890,1600
1891,1300
1892,1400
1893,2200
1894,7200
1895,226
1896,2500
1897,659
1898,1300
1899,833
1900,1100
1901,834
1902,569
1903,1300
1904,2800
1905,1000
1906,1100
1907,1200
1908,3200
1909,1400
1910,3600
1911,1200
1912,970
1913,4200
1914,3800
1915,2200
1916,1500
1917,1100
1918,2500
1919,3700
1920,823
1921,995
1922,912
1923,956
1924,714
1925,913
1926,743
1927,544
1928,1000
1929,682
1930,1800
1931,4100
1932,9100
1933,982
1934,2500
1935,1300
1936,1800
1937,454
1938,11700
1939,20100
1940,1200
1941,693
1942,1600
1943,618
1944,413
1945,2800
1946,876
1947,5700
1948,1000
1949,6700
1950,1400
1951,782
1952,6400
1953,961
1954,863
1955,9200
1956,5800
1957,441000
1958,1600
1959,1200
1960,523
1961,3400
1962,3800
1963,9300
1964,4500
1965,1100
1966,6500
1967,151
1968,2400
1969,1800
1970,1300
1971,1800
1972,3200
1973,18100
1974,761
1975,3200
1976,2200
1977,145500
1978,7800
1979,1400
1980,5500
1981,1300
1982,575
1983,2300
1984,1800
1985,1100
1986,786
1987,3200
1988,2300
1989,9700
1990,2500
1991,3900
1992,1100
1993,6300
1994,1600
1995,1800
1996,801
1997,927
1998,1300
1999,1300
2000,2900
2001,639
2002,1200
2003,425
2004,1300
2005,867
2006,2300
2007,922
2008,6900
2009,8000
2010,5700
2011,960
2012,2400
2013,1300
2014,2100
2015,46800
2016,1700
2017,1000
2018,1400
2019,728
2020,8300
2021,4600
2022,7200
2023,934
2024,1600
2025,2300
2026,1500
2027,1400
2028,2500
2029,1000
2030,1500
2031,671
2032,1500
2033,473
2034,7700
2035,13000
2036,531
2037,1900
2038,718
2039,1900
2040,4100
2041,4900
2042,1100
2043,558
2044,6600
2045,807
2046,792
2047,6700
2048,711
2049,690
2050,3000
2051,1700
2052,2700
2053,1400
2054,2300
2055,693
2056,11300
2057,1200
2058,1500
2059,698
2060,1800
2061,9200
2062,14300
2063,28800
2064,1400
2065,1400
2066,1400
2067,539
2068,3700
2069,864
2070,3300
2071,1100
2072,481
2073,642
2074,2800
2075,983
2076,2800
2077,12200
2078,8400
2079,740
2080,3000
2081,6100
2082,4000
2083,2400
2084,5300
2085,710
2086,610
2087,940
2088,298400
2089,671
2090,846
2091,16900
2092,896
2093,467
2094,5000
2095,1400
2096,769
2097,2600
2098,1400
2099,473
2100,2700
2101,690
2102,1200
2103,6100
2104,2500
2105,2400
2106,1500
2107,4500
2108,6500
2109,2000
2110,1200
2111,1700
2112,785
2113,749
2114,1800
2115,542
2116,982
2117,1200
2118,702
2119,3000
2120,3900
2121,1200
2122,1300
2123,939
2124,786
2125,532
2126,984
2127,1600
2128,3000
2129,771
2130,1400
2131,412
2132,1800
2133,1300
2134,89500
2135,1100
2136,2700
2137,1500
2138,1800
2139,3000
2140,4800
2141,1900
2142,2300
2143,2500
2144,1400
2145,870
2146,1200
2147,5300
2148,1800
2149,995
2150,18300
2151,217
2152,533
2153,698
2154,1200
2155,1400
2156,602
2157,730
2158,801
2159,2100
2160,2000
2161,380
2162,1200
2163,3400
2164,981
2165,2200
2166,3200
2167,1600
2168,1100
2169,1100
2170,33100
2171,6900
2172,1600
2173,1000
2174,4200
2175,1000
2176,1200
2177,687
2178,27100
2179,547
2180,1300
2181,4400
2182,1600
2183,901
2184,950
2185,1100
2186,4900
2187,851
2188,1300
2189,3800
2190,1200
2191,4600
2192,662
2193,19700
2194,888
2195,2400
2196,1300
2197,4100
2198,664
2199,1300
2200,845
2201,1300
2202,14400
2203,759
2204,23500
2205,19100
2206,8900
2207,1100
2208,1300
2209,741
2210,3900
2211,19400
2212,897
2213,720
2214,83
2215,3100
2216,715
2217,4200
2218,2700
2219,3100
2220,67100
2221,2000
2222,1300
2223,1600
2224,1100
2225,2100
2226,945
2227,1200
2228,1000
2229,5800
2230,783
2231,599
2232,872
2233,875
2234,717
2235,636
2236,430
2237,14200
2238,1300
2239,12000
2240,623
2241,1100
2242,8100
2243,3000
2244,1700
2245,8600
2246,602
2247,3900
2248,887
2249,3800
2250,1200
2251,1700
2252,920
2253,4100
2254,24100
2255,2000
2256,822
2257,1200
2258,1900
2259,1100
2260,10300
2261,1000
2262,648
2263,1600
2264,2300
2265,1300
2266,2800
2267,1300
2268,3800
2269,1000
2270,1100
2271,1200
2272,1700
2273,1700
2274,220
2275,2300
2276,962
2277,1700
2278,4200
2279,5300
2280,3000
2281,989
2282,6500
2283,64500
2284,969
2285,2000
2286,1400
2287,2700
2288,11700
2289,4000
2290,903
2291,843
2292,13600
2293,15800
2294,939
2295,1100
2296,86200
2297,24300
2298,6900
2299,3000
2300,1300
2301,2300
2302,2900
2303,2000
2304,370
2305,906
2306,1600
2307,7500
2308,12400
2309,4200
2310,1600
2311,1300
2312,1800
2313,642
2314,7300
2315,7100
2316,805
2317,692
2318,1300
2319,67700
2320,1100
2321,1100
2322,558
2323,2900
2324,1100
2325,1500
2326,1000
2327,784
2328,2200
2329,1900
2330,3000
2331,2500
2332,2100
2333,1300
2334,896
2335,1100
2336,992
2337,704
2338,6200
2339,1500
2340,1900
2341,1100
2342,651
2343,698
2344,986
2345,15600
2346,805
2347,2000
2348,3700
2349,4000
2350,927
2351,2600
2352,13700
2353,4700
2354,1100
2355,1100
2356,1400
2357,2900
2358,1800
2359,531
2360,927
2361,4400
2362,1000
2363,93800
2364,2900
2365,1700
2366,2900
2367,983
2368,671
2369,11000
2370,36100
2371,1200
2372,903
2373,45400
2374,1400
2375,3300
2376,1600
2377,409
2378,975
2379,414
2380,950
2381,4900
2382,5500
2383,3500
2384,604
2385,452
2386,1900
2387,2900
2388,777
2389,1300
2390,4100
2391,1000
2392,1300
2393,1400
2394,927
2395,1900
2396,322
2397,1600
2398,972
2399,1700
2400,4500
2401,753
2402,3100
2403,1000
2404,14900
2405,945
2406,943
2407,1100
2408,1200
2409,3400
2410,4800
2411,1100
2412,1200
2413,935
2414,2300
2415,2900
2416,1600
2417,3100
2418,1100
2419,3100
2420,2100
2421,1500
2422,808
2423,782
2424,1700
2425,2100
2426,1600
2427,1000
2428,11600
2429,3200
2430,742
2431,1600
2432,776
2433,842
2434,25200
2435,2200
2436,2200
2437,1800
2438,934
2439,1100
2440,1700
2441,6900
2442,2600
2443,33800
2444,949
2445,907
2446,971
2447,2000
2448,816
2449,909
2450,15700
2451,404
2452,448
2453,2700
2454,6500
2455,606
2456,650
2457,4900
2458,5500
2459,5900
2460,1300
2461,2500
2462,1400
2463,1100
2464,3300
2465,854
2466,786
2467,1300
2468,956
2469,1300
2470,3000
2471,992
2472,4400
2473,2500
2474,941
2475,1300
2476,1400
2477,1400
2478,4200
2479,1600
2480,790
2481,3000
2482,832
2483,1200
2484,877
2485,1000
2486,1200
2487,1200
2488,2300
2489,768
2490,2200
2491,502
2492,1100
2493,1400
2494,891
2495,966
2496,1200
2497,1300
2498,1200
2499,1300
2500,644
2501,1400
2502,8500
2503,1400
2504,589
2505,2700
2506,1200
2507,468
2508,1100
2509,765
2510,1100
2511,8500
2512,1000
2513,1500
2514,952
2515,5200
2516,1200
2517,1200
2518,482
2519,4000
2520,878
2521,1100
2522,1900
2523,1100
2524,11200
2525,733
2526,903
2527,1400
2528,1100
2529,2300
2530,1700
2531,4100
2532,916
2533,4000
2534,473
2535,9400
2536,2000
2537,2500
2538,2200
2539,684
2540,905
2541,294
2542,1700
2543,492
2544,1100
2545,2900
2546,1900
2547,1600
2548,4200
2549,1100
2550,2000
2551,4100
2552,640
2553,920
2554,769
2555,1900
2556,2700
2557,7800
2558,769
2559,1100
2560,704
2561,3100
2562,1100
2563,764
2564,4200
2565,1400
2566,2800
2567,852
2568,695
2569,1400
2570,1400
2571,10900
2572,1200
2573,1200
2574,5200
2575,1300
2576,902
2577,627
2578,3800
2579,1600
2580,1200
2581,2500
2582,904
2583,2100
2584,1800
2585,5800
2586,838
2587,809
2588,731
2589,688
2590,1300
2591,1900
2592,872
2593,2700
2594,590
2595,2700
2596,5500
2597,773
2598,429
2599,1800
2600,1600
2601,3600
2602,1000
2603,613
2604,1800
2605,5400
2606,3000
2607,900
2608,2800
2609,898
2610,1000
2611,17500
2612,1100
2613,1100
2614,1200
2615,1700
2616,1600
2617,804
2618,1800
2619,909
2620,701
2621,857
2622,792
2623,671
2624,930
2625,844
2626,721
2627,1800
2628,399
2629,1100
