,shares
741,449
742,368
743,52
744,270
745,429
746,411
747,447
748,454
749,428
750,465
751,422
752,210
753,450
754,399
755,459
756,292
757,243
758,402
759,440
760,167
761,346
762,452
763,448
764,450
765,438
766,429
767,477
768,287
769,481
770,480
771,446
772,212
773,453
774,468
775,459
776,416
777,443
778,164
779,455
780,482
781,385
782,425
783,93
784,323
785,407
786,224
787,444
788,414
789,417
790,419
791,408
792,476
793,243
794,405
795,268
796,470
797,178
798,326
799,411
800,310
801,491
802,375
803,426
804,282
805,419
806,310
807,383
808,460
809,491
810,378
811,436
812,251
813,218
814,404
815,289
816,355
817,427
818,428
819,465
820,428
821,450
822,352
823,416
824,457
825,456
826,306
827,465
828,292
829,467
830,485
831,398
832,217
833,482
834,483
835,365
836,429
837,228
838,370
839,447
840,352
841,436
842,487
843,475
844,481
845,268
846,454
847,420
848,273
849,97
850,329
851,478
852,174
853,466
854,412
855,415
856,377
857,420
858,435
859,357
860,476
861,482
862,483
863,94
864,433
865,468
866,454
867,412
868,418
869,425
870,474
871,45
872,464
873,458
874,86
875,490
876,463
877,383
878,465
879,312
880,488
881,485
882,321
883,264
884,346
885,264
886,400
887,108
888,446
889,434
890,43
891,410
892,480
893,451
894,423
895,468
896,349
897,454
898,446
899,222
900,482
901,276
902,390
903,409
904,398
905,458
906,433
907,387
908,274
909,395
910,374
911,252
912,298
913,456
914,469
915,396
916,338
917,259
918,477
919,439
920,371
921,386
922,443
923,390
924,10
925,427
926,293
927,185
928,411
929,396
930,477
931,331
932,446
933,375
934,441
935,476
936,373
937,439
938,207
939,450
940,489
941,475
942,279
943,370
944,141
945,432
946,437
947,204
948,464
949,469
950,144
951,460
952,476
953,464
954,444
955,359
956,375
957,448
958,356
959,443
960,236
961,476
962,468
963,300
964,112
965,444
966,450
967,429
968,150
969,420
970,320
971,149
972,373
973,173
974,314
975,464
976,440
977,405
978,310
979,433
980,183
981,374
982,485
983,349
984,458
985,441
986,413
987,395
988,188
989,159
990,237
991,476
992,430
993,416
994,388
995,460
996,334
997,354
998,408
999,356
1000,452
1001,264
1002,429
1003,460
1004,157
1005,470
1006,491
1007,491
1008,387
1009,83
1010,283
1011,345
1012,471
1013,471
1014,435
1015,470
1016,444
1017,438
1018,460
1019,415
1020,439
1021,293
1022,208
1023,410
1024,306
1025,384
1026,427
1027,126
1028,398
1029,422
1030,457
1031,262
1032,398
1033,418
1034,416
1035,493
1036,223
1037,433
1038,238
1039,134
1040,377
1041,427
1042,216
1043,451
1044,297
1045,447
1046,317
1047,179
1048,444
1049,487
1050,85
1051,196
1052,486
1053,466
1054,296
1055,455
1056,390
1057,435
1058,462
1059,429
1060,445
1061,454
1062,435
1063,270
1064,459
1065,229
1066,386
1067,333
1068,345
1069,444
1070,454
1071,296
1072,257
1073,438
1074,332
1075,390
1076,392
1077,415
1078,438
1079,432
1080,393
1081,417
1082,387
1083,487
1084,474
1085,439
1086,432
1087,343
1088,453
1089,481
1090,439
1091,404
1092,369
1093,102
1094,443
1095,230
1096,363
1097,487
1098,487
1099,461
1100,450
1101,398
1102,242
1103,443
1104,380
1105,465
1106,268
1107,475
1108,414
1109,442
1110,244
1111,328
1112,359
1113,447
1114,419
1115,296
1116,416
1117,106
1118,419
1119,303
1120,404
1121,488
1122,281
1123,439
1124,430
1125,404
1126,232
1127,447
1128,458
1129,300
1130,429
1131,471
1132,416
1133,195
1134,231
1135,379
1136,400
1137,383
1138,344
1139,490
1140,421
1141,205
1142,484
1143,462
1144,407
1145,376
1146,466
1147,468
1148,199
1149,437
1150,431
1151,279
1152,413
1153,466
1154,394
1155,441
1156,127
1157,396
1158,228
1159,444
1160,419
1161,462
1162,334
1163,373
1164,433
1165,258
1166,264
1167,459
1168,413
1169,390
1170,121
1171,301
1172,198
1173,357
1174,469
1175,423
1176,389
1177,436
1178,444
1179,420
1180,414
1181,322
1182,410
1183,457
1184,405
1185,244
1186,440
1187,488
1188,417
1189,334
1190,377
1191,445
1192,129
1193,144
1194,324
1195,463
1196,492
1197,410
1198,219
1199,263
1200,447
1201,455
1202,287
1203,462
1204,70
1205,442
1206,229
1207,475
1208,477
1209,103
1210,478
1211,184
1212,442
1213,407
1214,483
1215,473
1216,451
1217,292
1218,472
1219,453
1220,423
1221,357
1222,448
1223,430
1224,228
1225,467
1226,382
1227,25
1228,446
1229,423
1230,415
1231,164
1232,210
1233,194
1234,419
1235,488
1236,234
1237,381
1238,474
1239,450
1240,415
1241,483
1242,435
1243,456
1244,469
1245,401
1246,463
1247,412
1248,446
1249,174
1250,339
1251,293
1252,410
1253,419
1254,378
1255,437
1256,341
1257,480
1258,209
1259,491
1260,302
1261,284
1262,251
1263,426
1264,275
1265,443
1266,488
1267,432
1268,483
1269,404
1270,349
1271,436
1272,450
1273,320
1274,426
1275,348
1276,231
1277,371
1278,438
1279,385
1280,414
1281,453
1282,457
1283,430
1284,356
1285,478
1286,130
1287,288
1288,387
1289,488
1290,101
1291,479
1292,159
1293,342
1294,370
1295,468
1296,242
1297,438
1298,476
1299,428
1300,404
1301,428
1302,377
1303,45
1304,415
1305,346
1306,206
1307,353
1308,374
1309,467
1310,338
1311,93
1312,450
1313,287
1314,439
1315,307
1316,187
1317,403
1318,419
1319,308
1320,471
1321,473
1322,492
1323,285
1324,423
1325,464
1326,443
1327,431
1328,436
1329,485
1330,210
1331,422
1332,224
1333,430
1334,238
1335,408
1336,413
1337,464
1338,477
1339,460
1340,465
1341,224
1342,330
1343,455
1344,449
1345,416
1346,453
1347,468
1348,459
1349,443
1350,433
1351,106
1352,432
1353,45
1354,279
1355,459
1356,450
1357,418
1358,472
1359,365
1360,409
1361,476
1362,418
1363,471
1364,456
1365,486
1366,482
1367,430
1368,388
1369,54
1370,445
1371,246
1372,304
1373,345
1374,486
1375,415
1376,444
1377,427
1378,312
1379,102
1380,167
1381,493
1382,487
1383,431
1384,84
1385,436
1386,69
1387,424
1388,429
1389,446
1390,425
1391,450
1392,470
1393,399
1394,271
1395,485
1396,406
1397,141
1398,290
1399,452
1400,301
1401,84
1402,374
1403,490
1404,384
1405,441
1406,417
1407,260
1408,483
1409,472
1410,456
1411,297
1412,426
1413,486
1414,356
1415,399
1416,300
1417,433
1418,403
1419,348
1420,448
1421,451
1422,467
1423,399
1424,429
1425,487
1426,492
1427,434
1428,380
1429,293
1430,464
1431,333
1432,308
1433,488
1434,151
1435,489
1436,398
1437,443
1438,272
1439,309
1440,493
1441,431
1442,249
1443,204
1444,495
1445,46
1446,446
1447,466
1448,224
1449,402
1450,353
1451,45
1452,462
1453,406
1454,205
1455,438
1456,464
1457,425
1458,253
1459,144
1460,463
1461,377
1462,461
1463,251
1464,389
1465,455
1466,261
1467,440
1468,433
1469,493
1470,450
1471,404
1472,393
1473,483
1474,449
1475,378
1476,447
1477,421
1478,427
1479,314
1480,482
1481,260
1482,399
1483,151
1484,266
1485,398
1486,468
1487,321
1488,415
1489,340
1490,447
1491,392
1492,168
1493,458
1494,460
1495,179
1496,279
1497,410
1498,37
1499,384
1500,487
1501,417
1502,257
1503,453
1504,55
1505,442
1506,339
1507,474
1508,437
1509,436
1510,92
1511,439
1512,259
1513,461
1514,435
1515,284
1516,54
1517,487
1518,483
1519,340
1520,443
1521,147
1522,25
1523,455
1524,418
1525,447
1526,435
1527,469
1528,432
1529,455
1530,411
1531,404
1532,449
1533,397
1534,419
1535,293
1536,343
1537,476
1538,481
1539,420
1540,450
1541,303
1542,316
1543,479
1544,344
1545,434
1546,456
1547,145
1548,443
1549,451
1550,250
1551,256
1552,491
1553,421
1554,427
1555,490
1556,349
1557,414
1558,373
1559,446
1560,331
1561,336
1562,350
1563,473
1564,473
1565,469
1566,444
1567,383
1568,370
1569,223
1570,452
1571,428
1572,426
1573,438
1574,360
1575,464
1576,295
1577,342
1578,434
1579,407
1580,456
1581,32
1582,410
1583,232
1584,125
1585,464
1586,372
1587,425
1588,348
1589,253
1590,259
1591,385
1592,469
1593,150
1594,451
1595,466
1596,365
1597,242
1598,435
1599,412
1600,448
1601,478
1602,319
1603,317
1604,399
1605,391
1606,385
1607,418
1608,436
1609,410
1610,460
1611,470
1612,155
1613,45
1614,476
1615,445
1616,456
1617,379
1618,134
1619,351
1620,156
1621,70
1622,276
1623,363
1624,435
1625,408
1626,335
1627,411
1628,358
1629,438
1630,354
1631,415
1632,387
1633,484
1634,455
1635,431
1636,474
1637,243
1638,341
1639,311
1640,423
1641,395
1642,462
1643,431
1644,436
1645,401
1646,451
1647,396
1648,467
1649,447
1650,453
1651,473
1652,277
1653,371
1654,413
1655,272
1656,460
1657,461
1658,428
1659,369
1660,421
1661,454
1662,371
1663,347
1664,463
1665,374
1666,482
1667,401
1668,489
1669,431
1670,90
1671,356
1672,437
1673,469
1674,435
1675,376
1676,226
1677,468
1678,275
1679,384
1680,355
1681,380
1682,403
1683,465
1684,446
1685,429
1686,459
1687,453
1688,471
1689,430
1690,429
1691,421
1692,465
1693,385
1694,448
1695,445
1696,434
1697,427
1698,450
1699,475
1700,367
1701,457
1702,446
1703,434
1704,460
1705,434
1706,243
1707,485
1708,420
1709,303
1710,424
1711,293
1712,469
1713,180
1714,454
1715,451
1716,418
1717,347
1718,202
1719,239
1720,76
1721,382
1722,454
1723,408
1724,481
1725,440
1726,467
1727,386
1728,22
1729,431
1730,354
1731,446
1732,471
1733,438
1734,226
1735,425
1736,357
1737,132
1738,436
1739,406
1740,429
1741,356
1742,475
1743,155
1744,353
1745,220
1746,457
1747,237
1748,164
1749,209
1750,236
1751,412
1752,417
1753,475
1754,210
1755,260
1756,453
1757,452
1758,81
1759,355
1760,428
1761,412
1762,276
1763,315
1764,410
1765,337
1766,402
1767,440
1768,222
1769,461
1770,421
1771,468
1772,392
1773,365
1774,348
1775,209
1776,448
1777,404
1778,459
1779,438
1780,312
1781,437
1782,454
1783,453
1784,445
1785,368
1786,403
1787,464
1788,423
1789,458
1790,473
1791,429
1792,482
1793,430
1794,463
1795,359
1796,404
1797,438
1798,454
1799,154
1800,382
1801,442
1802,465
1803,126
1804,89
1805,371
1806,360
1807,463
1808,436
1809,435
1810,94
1811,144
1812,214
1813,455
1814,287
1815,404
1816,449
1817,452
1818,306
1819,333
1820,285
1821,475
1822,304
1823,469
1824,444
1825,289
1826,225
1827,219
1828,454
1829,180
1830,481
1831,489
1832,418
1833,431
1834,137
1835,280
1836,349
1837,489
1838,430
1839,193
1840,430
1841,271
1842,297
1843,389
1844,150
1845,329
1846,411
1847,286
1848,235
1849,389
1850,148
1851,360
1852,472
1853,379
1854,333
1855,485
1856,171
1857,379
1858,427
1859,470
1860,236
1861,464
1862,407
1863,386
1864,306
1865,307
1866,340
1867,252
1868,380
1869,480
1870,448
1871,422
1872,448
1873,428
1874,467
1875,461
1876,453
1877,124
1878,425
1879,469
1880,340
1881,126
1882,117
1883,201
1884,460
1885,455
1886,466
1887,483
1888,399
1889,491
1890,354
1891,154
1892,482
1893,281
1894,414
1895,477
1896,145
1897,292
1898,388
1899,443
1900,294
1901,433
1902,390
1903,402
1904,361
1905,432
1906,329
1907,140
1908,423
1909,475
1910,162
1911,385
1912,205
1913,489
1914,434
1915,440
1916,461
1917,311
1918,376
1919,383
1920,408
1921,249
1922,95
1923,443
1924,431
1925,482
1926,469
1927,174
1928,481
1929,481
1930,257
1931,405
1932,322
1933,243
1934,239
1935,149
1936,398
1937,431
1938,453
1939,406
1940,400
1941,370
1942,473
1943,436
1944,391
1945,456
1946,451
1947,421
1948,90
1949,308
1950,342
1951,165
1952,270
1953,466
1954,465
1955,428
1956,233
1957,447
1958,463
1959,464
1960,478
1961,443
1962,461
1963,432
1964,474
1965,424
1966,412
1967,301
1968,446
1969,419
1970,448
1971,444
1972,470
1973,323
1974,190
1975,488
1976,381
1977,434
1978,473
1979,306
1980,457
1981,334
1982,323
1983,434
1984,411
1985,347
1986,391
1987,449
1988,381
1989,228
1990,486
1991,234
1992,63
1993,240
1994,462
1995,251
1996,274
1997,441
1998,417
1999,331
2000,383
2001,300
2002,401
2003,454
2004,282
2005,444
2006,441
2007,85
2008,387
2009,317
2010,452
2011,212
2012,429
2013,411
2014,309
2015,461
2016,491
2017,348
2018,436
2019,390
2020,405
2021,410
2022,216
2023,442
2024,157
2025,249
2026,435
2027,447
2028,73
2029,391
2030,259
2031,392
2032,253
2033,336
2034,333
2035,401
2036,188
2037,235
2038,424
2039,452
2040,439
2041,465
2042,265
2043,455
2044,435
2045,474
2046,381
2047,178
2048,391
2049,412
2050,463
2051,436
2052,486
2053,447
2054,443
2055,440
2056,474
2057,461
2058,106
2059,451
2060,396
2061,247
2062,455
2063,366
2064,374
2065,385
2066,479
2067,370
2068,257
2069,470
2070,457
2071,452
2072,76
2073,435
2074,303
2075,416
2076,151
2077,403
2078,198
2079,456
2080,438
2081,402
2082,119
2083,475
2084,426
2085,414
2086,162
2087,487
2088,298
2089,290
2090,272
2091,454
2092,460
2093,316
2094,370
2095,472
2096,455
2097,465
2098,176
2099,307
2100,90
2101,241
2102,408
2103,419
2104,341
2105,298
2106,488
2107,402
2108,385
2109,485
2110,148
2111,217
2112,375
2113,326
2114,436
2115,310
2116,486
2117,239
2118,337
2119,427
2120,378
2121,233
2122,409
2123,123
2124,470
2125,267
2126,464
2127,313
2128,480
2129,47
2130,215
2131,469
2132,382
2133,467
2134,196
2135,465
2136,341
2137,340
2138,156
2139,369
2140,122
2141,446
2142,464
2143,242
2144,423
2145,408
2146,394
2147,358
2148,485
2149,223
2150,410
2151,455
2152,485
2153,307
2154,192
2155,341
2156,409
2157,427
2158,426
2159,343
2160,396
2161,448
2162,472
2163,302
2164,258
2165,485
2166,462
2167,428
2168,438
2169,246
2170,238
2171,471
2172,186
2173,482
2174,415
2175,185
2176,433
2177,347
2178,426
2179,462
2180,473
2181,141
2182,465
2183,466
2184,411
2185,338
2186,229
2187,479
2188,449
2189,179
2190,438
2191,475
2192,426
2193,317
2194,470
2195,412
2196,188
2197,261
2198,387
2199,414
2200,408
2201,446
2202,427
2203,465
2204,96
2205,448
2206,285
2207,222
2208,406
2209,439
2210,333
2211,437
2212,386
2213,383
2214,420
2215,407
2216,430
2217,317
2218,266
2219,283
2220,126
2221,451
2222,450
2223,396
2224,472
2225,464
2226,354
2227,359
2228,476
2229,442
2230,328
2231,277
2232,490
2233,491
2234,313
2235,399
2236,439
2237,384
2238,490
2239,447
2240,470
2241,218
2242,477
2243,423
2244,44
2245,389
2246,469
2247,363
2248,372
2249,423
2250,279
2251,387
2252,263
2253,399
2254,209
2255,295
2256,449
2257,445
2258,206
2259,74
2260,159
2261,491
2262,480
2263,367
2264,435
2265,437
2266,358
2267,305
2268,263
2269,464
2270,380
2271,415
2272,424
2273,379
2274,141
2275,400
2276,458
2277,413
2278,408
2279,249
2280,481
2281,401
2282,488
2283,109
2284,442
2285,448
2286,425
2287,458
2288,316
2289,375
2290,425
2291,259
2292,402
2293,470
2294,471
2295,145
2296,378
2297,112
2298,337
2299,291
2300,365
2301,441
2302,474
2303,336
2304,430
2305,450
2306,263
2307,455
2308,457
2309,478
2310,470
2311,491
2312,440
2313,470
2314,448
2315,426
2316,344
2317,407
2318,300
2319,470
2320,420
2321,488
2322,272
2323,473
2324,213
2325,135
2326,195
2327,229
2328,456
2329,157
2330,306
2331,461
2332,401
2333,45
2334,385
2335,234
2336,438
2337,432
2338,315
2339,397
2340,144
2341,146
2342,225
2343,405
2344,449
2345,363
2346,428
2347,267
2348,451
2349,340
2350,276
2351,410
2352,200
2353,484
2354,485
2355,466
2356,443
2357,207
2358,418
2359,446
2360,235
2361,430
2362,410
2363,231
2364,440
2365,390
2366,446
2367,457
2368,483
2369,396
2370,392
2371,412
2372,177
2373,464
2374,437
2375,470
2376,368
2377,424
2378,439
2379,385
2380,117
2381,455
2382,470
2383,404
2384,124
2385,361
2386,442
2387,252
2388,242
2389,423
2390,464
2391,452
2392,462
2393,473
2394,188
2395,458
2396,427
2397,197
2398,476
2399,328
2400,230
2401,395
2402,255
2403,51
2404,419
2405,422
2406,470
2407,447
2408,483
2409,379
2410,476
2411,380
2412,412
2413,436
2414,215
2415,362
2416,456
2417,380
2418,217
2419,133
2420,443
2421,368
2422,319
2423,454
2424,435
2425,459
2426,399
2427,475
2428,421
2429,433
2430,408
2431,282
2432,409
2433,181
2434,405
2435,469
2436,408
2437,153
2438,424
2439,432
2440,253
2441,417
2442,372
2443,277
2444,161
2445,347
2446,486
2447,324
2448,456
2449,181
2450,494
2451,85
2452,424
2453,425
2454,325
2455,394
2456,208
2457,466
2458,304
2459,496
2460,233
2461,205
2462,389
2463,470
2464,448
2465,310
2466,446
2467,406
2468,305
2469,438
2470,443
2471,343
2472,452
2473,398
2474,463
2475,448
2476,232
2477,431
2478,417
2479,439
2480,386
2481,355
2482,302
2483,436
2484,436
2485,262
2486,249
2487,400
2488,447
2489,124
2490,473
2491,444
2492,310
2493,466
2494,476
2495,453
2496,480
2497,58
2498,182
2499,81
2500,437
2501,411
2502,448
2503,131
2504,221
2505,357
2506,345
2507,464
2508,404
2509,459
2510,438
2511,407
2512,476
2513,407
2514,368
2515,333
2516,444
2517,481
2518,453
2519,140
2520,439
2521,463
2522,480
2523,451
2524,442
2525,437
2526,425
2527,443
2528,413
2529,384
2530,389
2531,474
2532,47
2533,495
2534,286
2535,228
2536,270
2537,437
2538,490
2539,443
2540,104
2541,446
2542,439
2543,435
2544,278
2545,415
2546,454
2547,327
2548,441
2549,176
2550,406
2551,356
2552,459
2553,339
2554,224
2555,396
2556,45
2557,367
2558,436
2559,413
2560,445
2561,449
2562,471
2563,119
2564,434
2565,491
2566,472
2567,67
2568,423
2569,466
2570,419
2571,138
2572,327
2573,431
2574,193
2575,467
2576,393
2577,374
2578,375
2579,429
2580,406
2581,488
2582,486
2583,361
2584,313
2585,441
2586,299
2587,191
2588,290
2589,416
2590,452
2591,332
2592,484
2593,439
2594,436
2595,429
2596,420
2597,286
2598,306
2599,457
2600,364
2601,344
2602,337
2603,93
2604,448
2605,452
2606,448
2607,375
2608,493
2609,231
2610,419
2611,106
2612,416
2613,329
2614,410
2615,415
2616,136
2617,488
2618,481
2619,449
2620,330
2621,421
2622,377
2623,450
2624,454
2625,301
2626,497
2627,268
2628,379
2629,484
2630,221
2631,410
2632,270
2633,295
2634,182
2635,253
2636,470
2637,407
2638,119
2639,438
2640,192
2641,328
2642,240
2643,409
2644,425
2645,434
2646,443
2647,305
2648,494
2649,484
2650,261
2651,272
2652,119
2653,219
2654,239
2655,376
2656,353
2657,455
2658,427
2659,353
2660,452
2661,448
2662,482
2663,477
2664,392
2665,486
2666,65
2667,124
2668,391
2669,490
2670,452
2671,342
2672,423
2673,226
2674,447
2675,464
2676,461
2677,414
2678,463
2679,416
2680,415
2681,179
2682,445
2683,105
2684,466
2685,247
2686,457
2687,202
2688,433
2689,378
2690,489
2691,217
2692,479
2693,454
2694,156
2695,415
2696,454
2697,431
2698,130
2699,408
2700,489
2701,444
2702,478
2703,445
2704,462
2705,427
2706,461
2707,434
2708,154
2709,446
2710,469
2711,414
2712,453
2713,434
2714,468
2715,394
2716,495
2717,464
2718,377
2719,443
2720,424
2721,421
2722,379
2723,442
2724,461
2725,373
2726,458
2727,467
2728,51
2729,204
2730,474
2731,466
2732,406
2733,398
2734,386
2735,260
2736,426
2737,335
2738,404
2739,70
2740,227
2741,386
2742,467
2743,394
2744,470
2745,422
2746,384
2747,377
2748,404
2749,439
2750,445
2751,486
2752,406
2753,492
2754,351
2755,475
2756,68
2757,184
2758,428
2759,216
2760,480
2761,300
2762,461
2763,413
2764,267
2765,425
2766,479
2767,350
2768,433
2769,401
2770,272
2771,456
2772,485
2773,338
2774,462
2775,290
2776,405
2777,435
2778,457
2779,414
2780,400
2781,302
2782,414
2783,286
2784,466
2785,481
2786,450
2787,455
2788,429
2789,468
2790,170
2791,421
2792,375
2793,161
2794,477
2795,247
2796,496
2797,231
2798,405
2799,416
2800,434
2801,472
2802,125
2803,245
2804,443
2805,458
2806,453
2807,256
2808,427
2809,444
2810,318
2811,169
2812,459
2813,461
2814,391
2815,376
2816,427
2817,124
2818,460
2819,323
2820,385
2821,471
2822,399
2823,449
2824,199
2825,415
2826,328
2827,432
2828,277
2829,401
2830,449
2831,289
2832,365
2833,450
2834,381
2835,435
2836,420
2837,150
2838,406
2839,486
2840,476
2841,468
2842,424
2843,460
2844,462
2845,409
2846,446
2847,479
2848,447
2849,312
2850,292
2851,402
2852,170
2853,89
2854,464
2855,438
2856,221
2857,485
2858,384
2859,353
2860,391
2861,237
2862,94
2863,449
2864,361
2865,370
2866,456
2867,448
2868,61
2869,245
2870,342
2871,468
2872,494
2873,403
2874,471
2875,180
2876,132
2877,456
2878,495
2879,232
2880,260
2881,337
2882,369
2883,401
2884,430
2885,194
2886,391
2887,419
2888,442
2889,179
2890,332
2891,495
2892,427
2893,454
2894,417
2895,475
2896,114
2897,426
2898,388
2899,176
2900,449
2901,444
2902,427
2903,372
2904,428
2905,490
2906,425
2907,453
2908,345
2909,476
2910,428
2911,184
2912,416
2913,416
2914,184
2915,380
2916,248
2917,447
2918,466
2919,427
2920,442
2921,433
2922,151
2923,269
2924,462
2925,441
2926,446
2927,356
2928,313
2929,25
2930,306
2931,490
2932,327
2933,467
2934,414
2935,368
2936,466
2937,447
2938,400
2939,469
2940,242
2941,169
2942,472
2943,174
2944,253
2945,486
2946,457
2947,270
2948,358
2949,279
2950,343
2951,400
2952,379
2953,333
2954,429
2955,382
2956,438
2957,327
2958,269
2959,362
2960,491
2961,236
2962,389
2963,476
2964,480
2965,201
2966,383
2967,413
2968,274
2969,455
2970,487
2971,473
2972,434
2973,454
2974,400
2975,77
2976,174
2977,269
2978,440
2979,440
2980,287
2981,409
2982,356
2983,401
2984,78
2985,344
2986,432
2987,433
2988,432
2989,449
2990,371
2991,482
2992,288
2993,458
2994,221
2995,470
2996,481
2997,445
