,shares
721,959
722,892
723,1300
724,893
725,1000
726,881
727,997
728,924
729,945
730,1200
731,986
732,915
733,1047
734,826
735,1200
736,1011
737,571
738,1166
739,871
740,842
741,986
742,870
743,965
744,702
745,922
746,1200
747,1047
748,969
749,949
750,1300
751,898
752,1079
753,896
754,907
755,602
756,947
757,1200
758,1200
759,949
760,1069
761,907
762,665
763,940
764,937
765,914
766,1040
767,863
768,817
769,777
770,958
771,959
772,978
773,650
774,596
775,813
776,983
777,899
778,1083
779,1073
780,1000
781,828
782,921
783,968
784,954
785,938
786,767
787,1200
788,897
789,911
790,960
791,1106
792,980
793,1050
794,984
795,978
796,1048
797,928
798,778
799,932
800,1028
801,615
802,1006
803,1127
804,932
805,994
806,954
807,998
808,949
809,903
810,1066
811,1150
812,1001
813,1202
814,870
815,1200
816,820
817,1094
818,1012
819,1100
820,1100
821,945
822,1024
823,1030
824,1041
825,1100
826,920
827,845
828,875
829,1018
830,1300
831,869
832,1300
833,1200
834,1018
835,1150
836,1064
837,1140
838,1046
839,1300
840,970
841,976
842,1300
843,956
844,1076
845,994
846,869
847,890
848,834
849,1137
850,892
851,1300
852,1100
853,1109
854,1105
855,757
856,936
857,904
858,907
859,1100
860,1300
861,897
862,2250
863,2498
864,2228
865,3045
866,2150
867,1400
868,2320
869,2485
870,1400
871,3240
872,2380
873,1922
874,2464
875,2464
876,2237
877,2640
878,2075
879,3400
880,2110
881,1600
882,1400
883,3000
884,2900
885,2558
886,3050
887,2400
888,1809
889,2309
890,2489
891,2673
892,2789
893,1400
894,2200
895,1400
896,2121
897,1800
898,2400
899,2293
900,3850
901,2733
902,2369
903,2650
904,2320
905,2487
906,2459
907,2183
908,2451
909,3700
910,1500
911,1800
912,2566
913,1950
914,2325
915,2621
916,2600
917,2085
918,1900
919,2572
920,1784
921,2900
922,2714
923,2291
924,1475
925,2000
926,2800
927,2350
928,2675
929,4200
930,2277
931,3054
932,2336
933,2593
934,2988
935,2478
936,2880
937,1550
938,2425
939,2515
940,2150
941,2556
942,3083
943,3050
944,3850
945,2341
946,2397
947,2650
948,3125
949,4400
950,1900
951,2569
952,2740
953,2900
954,3240
955,4400
956,2985
957,1400
958,3600
959,2666
960,2963
961,1950
962,2215
963,2650
964,1400
965,2372
966,3700
967,2182
968,1800
969,1800
970,2271
971,2200
972,1900
973,4600
974,3400
975,2307
976,2509
977,2162
978,2409
979,2100
980,3021
981,2500
982,2412
983,2504
984,3133
985,2542
986,2471
987,2821
988,1900
989,2400
990,2400
991,2162
992,2262
993,2445
994,2885
995,2500
996,2506
997,1850
998,1850
999,3200
1000,3125
1001,1981
1002,2600
1003,1600
1004,3900
1005,1850
1006,2041
1007,2300
1008,2378
1009,2302
1010,2150
1011,3040
1012,2988
1013,3400
1014,2900
1015,2133
1016,2200
1017,2800
1018,2100
1019,2366
1020,2200
1021,1800
1022,1500
1023,2300
1024,2425
1025,2316
1026,2000
1027,2500
1028,2300
1029,2450
1030,1900
1031,2250
1032,2625
1033,2327
1034,2577
1035,3000
1036,2300
1037,2470
1038,2442
1039,2900
1040,2342
1041,3800
1042,4300
1043,2850
1044,2484
1045,3700
1046,2533
1047,2411
1048,2800
1049,2866
1050,3200
1051,2726
1052,2360
1053,3120
1054,1500
1055,3100
1056,3340
1057,2588
1058,2600
1059,2600
1060,2572
1061,2392
1062,2218
1063,2425
1064,2476
1065,2428
1066,2660
1067,2304
1068,1600
1069,2900
1070,2780
1071,1400
1072,2242
1073,2200
1074,2076
1075,2300
1076,3300
1077,3130
1078,1400
1079,1600
1080,2573
1081,2561
1082,2125
1083,2100
1084,2500
1085,2400
1086,2303
1087,2410
1088,2483
1089,2634
1090,1920
1091,3225
1092,3000
1093,1600
1094,2142
1095,2825
1096,4500
1097,3475
1098,1800
1099,2079
1100,1400
1101,3300
1102,2887
1103,2166
1104,2000
1105,2414
1106,4050
1107,2616
1108,2450
1109,2350
1110,2600
1111,2050
1112,3200
1113,1400
1114,2725
1115,2292
1116,2516
1117,2480
1118,3050
1119,2316
1120,2841
1121,3100
1122,2533
1123,1600
1124,3900
1125,3500
1126,2568
1127,2477
1128,2100
1129,2478
1130,3466
1131,2328
1132,2337
1133,2766
1134,2428
1135,2750
1136,2853
1137,2412
1138,2247
1139,3850
1140,2685
1141,2700
1142,1900
1143,2642
1144,2355
1145,2312
1146,2284
1147,2310
1148,4500
1149,1820
1150,2366
1151,3100
1152,2550
1153,2625
1154,1742
1155,2450
1156,2050
1157,2123
1158,1700
1159,3600
1160,2700
1161,2622
1162,2464
1163,2500
1164,1990
1165,2433
1166,3700
1167,2684
1168,2400
1169,4800
1170,4800
1171,2100
1172,2400
1173,2416
1174,2505
1175,2463
1176,3100
1177,2428
1178,3700
1179,2933
1180,3350
1181,3000
1182,2222
1183,2238
1184,1700
1185,2388
1186,2740
1187,3700
1188,3400
1189,2900
1190,1600
1191,2550
1192,2833
1193,2133
1194,2937
1195,2447
1196,3200
1197,2000
1198,2196
1199,2416
1200,1800
1201,2766
1202,2266
1203,4400
1204,4300
1205,2614
1206,2576
1207,3250
1208,2716
1209,2600
1210,2440
1211,4400
1212,2356
1213,2875
1214,1866
1215,1600
1216,1500
1217,2575
1218,2285
1219,1944
1220,2371
1221,2500
1222,3000
1223,2348
1224,2700
1225,2297
1226,2215
1227,2494
1228,3600
1229,2464
1230,2600
1231,2066
1232,1900
1233,2395
1234,2277
1235,2420
1236,2464
1237,2461
1238,2636
1239,2300
1240,2590
1241,1950
1242,1466
1243,2200
1244,2850
1245,1450
1246,2683
1247,3833
1248,3000
1249,2650
1250,2720
1251,2800
1252,2193
1253,2660
1254,3075
1255,2600
1256,2358
1257,2760
1258,1600
1259,2309
1260,1800
1261,3233
1262,3700
1263,2550
1264,1900
1265,2166
1266,1666
1267,3257
1268,2671
1269,3250
1270,2300
1271,2389
1272,1700
1273,2166
1274,1980
1275,2207
1276,2557
1277,2600
1278,4100
1279,2280
1280,3800
1281,2412
1282,2000
1283,2405
1284,2400
1285,4200
1286,1600
1287,2125
1288,1850
1289,1500
1290,2327
1291,2520
1292,2682
1293,6733
1294,6211
1295,5100
1296,6600
1297,7840
1298,6900
1299,8100
1300,7500
1301,8375
1302,6650
1303,6050
1304,7120
1305,5200
1306,5100
1307,7250
1308,6543
1309,5800
1310,7900
1311,5200
1312,5875
1313,6080
1314,6100
1315,7200
1316,8000
1317,5833
1318,5800
1319,7100
1320,7800
1321,7300
1322,8500
1323,9800
1324,6785
1325,6000
1326,8700
1327,6900
1328,7500
1329,8166
1330,6000
1331,6833
1332,8200
1333,9900
1334,7288
1335,6000
1336,7100
1337,9100
1338,6200
1339,6900
1340,9200
1341,6962
1342,9200
1343,7000
1344,6422
1345,6800
1346,5950
1347,5000
1348,6700
1349,9000
1350,5000
1351,6250
1352,6000
1353,8500
1354,5933
1355,5100
1356,7900
1357,6075
1358,5500
1359,6925
1360,6650
1361,9900
1362,7250
1363,8550
1364,7900
1365,7700
1366,8500
1367,8550
1368,6662
1369,5800
1370,7233
1371,6200
1372,6400
1373,6500
1374,8900
1375,6800
1376,6200
1377,5300
1378,5700
1379,6200
1380,7412
1381,6100
1382,8000
1383,6200
1384,6800
1385,6800
1386,6745
1387,7200
1388,5000
1389,8800
1390,5200
1391,5600
1392,8100
1393,6700
1394,6600
1395,5500
1396,6800
1397,9000
1398,5100
1399,6650
1400,7100
1401,5200
1402,5700
1403,6900
1404,5933
1405,7325
1406,6800
1407,8800
1408,7370
1409,6100
1410,9900
1411,9500
1412,5933
1413,7633
1414,5850
1415,7587
1416,6357
1417,8250
1418,6050
1419,5950
1420,6907
1421,5800
1422,9700
1423,7550
1424,6500
1425,7428
1426,6233
1427,8233
1428,8500
1429,5400
1430,6900
1431,7000
1432,8000
1433,5760
1434,5100
1435,8850
1436,8200
1437,6614
1438,8400
1439,7400
1440,7300
1441,8600
1442,7100
1443,6920
1444,6900
1445,5100
1446,5900
1447,7000
1448,6500
1449,5950
1450,6300
1451,5533
1452,7100
1453,6050
1454,6050
1455,6171
1456,5450
1457,6200
1458,6100
1459,9200
1460,7150
1461,5500
1462,7100
1463,8700
1464,5200
1465,7800
1466,5800
1467,5700
1468,8266
1469,7500
1470,6050
1471,5300
1472,7277
1473,5700
1474,6500
1475,6542
1476,9300
1477,6400
1478,9400
1479,8200
1480,7350
1481,6625
1482,6400
1483,9600
1484,5700
1485,9800
1486,6250
1487,5400
1488,5833
1489,7100
1490,6000
1491,7033
1492,5300
1493,6300
1494,6800
1495,7416
1496,5700
1497,9700
1498,6000
1499,6500
1500,9700
1501,8000
1502,9200
1503,6400
1504,5750
1505,6700
1506,7525
1507,8300
1508,5100
1509,7323
1510,6750
1511,9400
1512,6820
1513,9000
1514,5300
1515,7000
1516,7800
1517,7075
1518,5900
1519,7900
1520,9200
1521,5750
1522,8480
1523,5200
1524,7342
1525,6000
1526,7525
1527,5900
1528,8000
1529,6600
1530,7066
1531,7230
1532,8200
1533,6500
1534,6000
1535,5900
1536,7200
1537,5780
1538,8300
1539,6850
1540,7600
1541,6900
1542,5300
1543,7525
1544,5100
1545,8850
1546,6628
1547,6533
1548,6333
1549,9100
1550,6938
1551,6066
1552,7475
1553,5500
1554,5533
1555,6600
1556,6300
1557,7800
1558,7400
1559,6993
1560,6483
1561,5850
1562,5900
1563,6800
1564,6350
1565,7800
1566,7058
1567,7300
1568,7200
1569,6900
1570,5800
1571,5800
1572,6750
1573,8040
1574,7500
1575,5700
1576,7255
1577,6500
1578,7150
1579,6350
1580,6750
1581,5700
1582,8200
1583,6375
1584,8400
1585,5666
1586,6200
1587,9100
1588,6000
1589,6557
1590,6775
1591,7064
1592,6300
1593,6100
1594,6100
1595,7500
1596,6257
1597,8100
1598,6633
1599,7400
1600,7500
1601,7000
1602,6450
1603,6420
1604,8450
1605,7100
1606,8750
1607,9100
1608,5928
1609,6400
1610,5000
1611,5100
1612,5600
1613,7600
1614,7109
1615,6400
1616,7366
1617,9900
1618,7600
1619,9400
1620,7933
1621,7200
1622,7580
1623,6000
1624,7000
1625,5950
1626,6600
1627,8800
1628,8900
1629,5933
1630,7800
1631,7000
1632,6100
1633,7300
1634,9500
1635,8066
1636,5800
1637,8300
1638,6728
1639,5100
1640,6450
1641,6200
1642,5800
1643,7900
1644,6657
1645,5000
1646,6540
1647,5700
1648,5200
1649,9400
1650,5100
1651,5800
1652,7700
1653,6900
1654,9700
1655,7550
1656,6260
1657,6100
1658,8750
1659,7233
1660,7100
1661,6500
1662,9700
1663,6266
1664,5300
1665,7200
1666,8500
1667,6400
1668,9900
1669,5500
1670,7300
1671,7366
1672,5600
1673,5600
1674,6820
1675,6400
1676,6211
1677,9900
1678,8500
1679,7625
1680,6750
1681,7600
1682,6880
1683,5600
1684,5666
1685,9000
1686,8200
1687,5000
1688,5300
1689,7200
1690,6050
1691,6100
1692,6012
1693,6366
1694,6600
1695,9800
1696,6520
1697,9100
1698,5975
1699,6150
1700,5800
1701,8750
1702,7050
1703,6550
1704,5100
1705,5600
1706,5500
1707,8450
1708,8900
1709,5200
1710,9800
1711,5400
1712,6285
1713,5100
1714,6220
1715,5100
1716,5200
1717,8200
1718,6500
1719,6233
1720,5500
1721,7000
1722,6444
1723,5200
1724,27800
1725,14800
1726,16383
1727,13900
1728,14600
1729,112500
1730,12000
1731,21400
1732,14600
1733,298400
1734,36500
1735,15200
1736,20700
1737,843300
1738,15000
1739,15000
1740,20700
1741,23000
1742,16800
1743,197600
1744,16933
1745,21100
1746,17300
1747,208300
1748,11500
1749,16700
1750,33000
1751,12800
1752,86200
1753,11079
1754,20500
1755,306100
1756,13900
1757,17100
1758,12900
1759,15220
1760,26900
1761,10200
1762,74300
1763,64500
1764,101950
1765,122800
1766,109800
1767,19300
1768,12085
1769,23500
1770,35100
1771,14050
1772,10900
1773,11100
1774,20650
1775,25566
1776,22500
1777,12957
1778,11811
1779,14400
1780,14050
1781,10700
1782,16450
1783,13000
1784,68300
1785,29700
1786,21000
1787,14166
1788,13519
1789,46150
1790,22300
1791,57000
1792,233400
1793,13900
1794,16900
1795,43200
1796,77600
1797,14350
1798,26200
1799,30500
1800,24550
1801,105400
1802,41900
1803,10100
1804,284700
1805,48700
1806,11233
1807,26400
1808,15500
1809,14950
1810,47200
1811,180600
1812,33125
1813,19700
1814,61500
1815,20700
1816,12800
1817,16900
1818,11600
1819,14100
1820,71300
1821,15912
1822,11250
1823,13100
1824,128900
1825,45166
1826,11700
1827,32500
1828,53100
1829,73100
1830,22900
1831,80400
1832,18300
1833,10900
1834,21500
1835,20500
1836,13533
1837,14800
1838,17900
1839,19150
1840,75600
1841,19733
1842,12216
1843,18400
1844,89500
1845,24500
1846,15733
1847,34700
1848,96300
1849,18700
1850,18000
1851,45400
1852,30400
1853,12993
1854,87000
1855,17120
1856,13711
1857,145500
1858,16000
1859,10700
1860,15350
1861,24200
1862,22100
1863,11500
1864,16300
1865,15711
1866,13800
1867,14475
1868,196700
1869,25300
1870,55700
1871,14300
1872,11400
1873,28950
1874,71700
1875,32200
1876,25400
1877,119100
1878,15400
1879,39600
1880,15299
1881,24000
1882,11000
1883,11100
1884,60150
1885,10300
1886,11900
1887,13000
1888,15450
1889,54100
1890,50200
1891,112600
1892,55266
1893,10300
1894,30900
1895,76400
1896,47700
1897,13300
1898,16200
1899,14733
1900,12300
1901,113700
1902,30933
1903,23100
1904,14900
1905,15850
1906,14300
1907,17650
1908,10800
1909,77300
1910,22666
1911,32875
1912,12659
1913,13800
1914,22200
1915,55150
1916,23100
1917,143100
1918,53700
1919,139600
1920,24600
1921,13125
1922,13266
1923,68300
1924,14700
1925,12275
1926,10600
1927,16750
1928,39350
1929,14228
1930,16516
1931,15200
1932,19300
1933,13250
1934,77800
1935,11900
1936,37400
1937,17580
1938,57600
1939,35300
1940,30633
1941,25266
1942,12377
1943,16950
1944,10700
1945,30600
1946,17600
1947,98700
1948,34350
1949,12000
1950,15500
1951,23800
1952,20900
1953,59400
1954,24000
1955,12050
1956,10700
1957,20200
1958,19000
1959,16199
1960,11400
1961,24400
1962,20000
1963,38000
1964,13300
1965,32000
1966,13100
1967,45400
1968,25700
1969,16550
1970,12100
1971,13900
1972,10500
1973,19200
1974,12500
1975,11300
1976,33366
1977,14481
1978,62900
1979,20100
1980,13000
1981,23200
1982,16250
1983,96500
1984,55600
1985,13725
1986,53100
1987,31100
1988,42000
1989,54100
1990,50200
1991,58800
1992,67100
1993,13225
1994,19000
1995,15800
1996,25600
1997,20400
1998,30000
1999,17100
2000,20200
2001,17780
2002,15333
2003,74100
2004,96100
2005,35900
2006,17900
2007,21800
2008,14200
2009,23900
2010,12850
2011,29400
2012,20300
2013,25900
2014,60799
2015,39866
2016,50700
2017,15650
2018,32975
2019,49000
2020,36000
2021,11150
2022,13800
2023,39300
2024,30760
2025,15550
2026,12900
2027,17300
2028,24200
2029,13433
2030,47300
2031,20200
2032,92100
2033,30200
2034,15600
2035,14885
2036,13742
2037,23600
2038,11050
2039,38200
2040,21800
2041,16200
2042,11700
2043,17933
2044,15400
2045,12650
2046,29000
2047,23450
2048,19333
2049,32200
2050,27775
2051,12133
2052,47800
2053,13900
2054,14900
2055,29000
2056,81700
2057,14699
2058,22800
2059,21200
2060,22800
2061,29566
2062,12000
2063,18600
2064,46800
2065,12300
2066,15100
2067,10000
2068,13583
2069,19800
2070,11733
2071,19400
2072,33400
2073,11800
2074,23300
2075,70999
2076,11085
2077,33600
2078,14200
2079,14900
2080,24100
2081,48000
2082,14700
2083,14000
2084,22500
2085,53800
2086,48800
2087,16600
2088,26550
2089,42600
2090,31150
2091,18900
2092,100300
2093,16900
2094,22000
2095,22000
2096,28666
2097,16650
2098,11300
2099,14800
2100,28700
2101,20700
2102,24900
2103,53200
2104,42200
2105,11100
2106,22900
2107,13466
2108,26400
2109,64300
2110,26600
2111,27850
2112,18450
2113,20040
2114,19800
2115,10800
2116,22300
2117,14300
2118,22100
2119,23100
2120,41600
2121,12700
2122,11500
2123,11900
2124,78600
2125,24100
2126,18766
2127,11600
2128,14600
2129,15600
2130,39900
2131,11481
2132,16500
2133,16766
2134,26300
2135,13500
2136,10100
2137,14600
2138,30700
2139,25500
2140,10600
2141,14900
2142,20700
2143,15700
2144,16200
2145,11200
2146,10500
2147,12400
2148,13412
2149,12200
2150,14933
2151,57200
2152,46100
2153,14100
2154,11800
