,shares
717,1100
718,971
719,1100
720,965
721,749
722,821
723,1100
724,912
725,524
726,913
727,544
728,1300
729,724
730,890
731,698
732,1300
733,801
734,646
735,639
736,950
737,1100
738,922
739,960
740,1100
741,656
742,1200
743,739
744,844
745,740
746,830
747,1200
748,690
749,1200
750,785
751,812
752,569
753,852
754,1000
755,698
756,815
757,902
758,911
759,1100
760,1000
761,976
762,1100
763,625
764,897
765,599
766,1100
767,727
768,1000
769,985
770,872
771,701
772,1300
773,1000
774,906
775,1200
776,1100
777,1300
778,696
779,921
780,838
781,858
782,961
783,1200
784,1100
785,1000
786,818
787,1000
788,1000
789,822
790,746
791,569
792,971
793,703
794,816
795,728
796,738
797,1000
798,1300
799,727
800,1300
801,1100
802,593
803,878
804,696
805,890
806,759
807,778
808,713
809,769
810,786
811,1300
812,957
813,1100
814,721
815,904
816,1100
817,1000
818,1300
819,735
820,538
821,764
822,955
823,1200
824,1300
825,736
826,1100
827,769
828,518
829,1200
830,1200
831,1300
832,794
833,849
834,1100
835,1300
836,1200
837,966
838,1200
839,1200
840,783
841,1100
842,918
843,1200
844,1000
845,1000
846,599
847,1200
848,671
849,714
850,711
851,950
852,1100
853,906
854,764
855,778
856,852
857,595
858,977
859,988
860,1200
861,1200
862,731
863,1100
864,563
865,940
866,892
867,1300
868,704
869,1000
870,1300
871,1000
872,868
873,1200
874,621
875,759
876,688
877,1000
878,772
879,1100
880,733
881,852
882,722
883,992
884,1100
885,854
886,1200
887,867
888,620
889,1300
890,1200
891,1300
892,875
893,951
894,944
895,634
896,709
897,723
898,950
899,1300
900,668
901,1000
902,928
903,804
904,755
905,1000
906,1300
907,873
908,995
909,721
910,1000
911,717
912,1100
913,1100
914,958
915,1100
916,780
917,941
918,577
919,1200
920,773
921,945
922,977
923,1100
924,769
925,730
926,845
927,1200
928,1300
929,657
930,731
931,1200
932,869
933,1000
934,952
935,929
936,869
937,998
938,670
939,1300
940,702
941,664
942,707
943,924
944,750
945,1200
946,860
947,1000
948,1300
949,627
950,615
951,606
952,835
953,955
954,870
955,1000
956,1300
957,1300
958,752
959,775
960,833
961,867
962,696
963,1000
964,926
965,935
966,698
967,783
968,947
969,776
970,1300
971,1100
972,1100
973,860
974,1100
975,769
976,682
977,997
978,971
979,579
980,1100
981,864
982,1100
983,1000
984,1300
985,823
986,704
987,823
988,532
989,905
990,865
991,686
992,1100
993,1000
994,1100
995,995
996,679
997,967
998,891
999,1200
1000,907
1001,1100
1002,716
1003,802
1004,813
1005,744
1006,550
1007,955
1008,1300
1009,934
1010,519
1011,502
1012,1300
1013,515
1014,1100
1015,682
1016,608
1017,1100
1018,801
1019,986
1020,1100
1021,865
1022,715
1023,1300
1024,634
1025,1000
1026,1200
1027,1000
1028,1100
1029,650
1030,1100
1031,905
1032,691
1033,900
1034,1000
1035,976
1036,674
1037,717
1038,791
1039,608
1040,1000
1041,902
1042,843
1043,1200
1044,904
1045,653
1046,1100
1047,931
1048,746
1049,870
1050,1300
1051,697
1052,720
1053,1300
1054,970
1055,813
1056,1100
1057,893
1058,1200
1059,1000
1060,836
1061,1100
1062,1100
1063,767
1064,745
1065,503
1066,954
1067,830
1068,1000
1069,1200
1070,1200
1071,1300
1072,786
1073,895
1074,1300
1075,1100
1076,754
1077,766
1078,750
1079,1300
1080,713
1081,943
1082,1100
1083,1000
1084,1300
1085,1200
1086,614
1087,945
1088,889
1089,539
1090,1200
1091,1100
1092,605
1093,845
1094,1000
1095,1300
1096,724
1097,982
1098,652
1099,1100
1100,1100
1101,1000
1102,638
1103,1100
1104,991
1105,1200
1106,646
1107,1000
1108,981
1109,750
1110,683
1111,567
1112,663
1113,668
1114,552
1115,533
1116,1100
1117,858
1118,562
1119,645
1120,1100
1121,686
1122,1200
1123,653
1124,993
1125,1100
1126,698
1127,623
1128,653
1129,789
1130,808
1131,1200
1132,953
1133,1300
1134,1000
1135,602
1136,548
1137,1000
1138,526
1139,869
1140,861
1141,1300
1142,1300
1143,1000
1144,1200
1145,1300
1146,539
1147,624
1148,942
1149,790
1150,833
1151,888
1152,1200
1153,1000
1154,1000
1155,732
1156,554
1157,860
1158,867
1159,990
1160,1300
1161,1100
1162,562
1163,716
1164,1100
1165,1100
1166,906
1167,1300
1168,990
1169,767
1170,1200
1171,881
1172,1300
1173,733
1174,717
1175,1000
1176,1200
1177,713
1178,1000
1179,812
1180,832
1181,791
1182,868
1183,959
1184,890
1185,1200
1186,1300
1187,987
1188,1100
1189,951
1190,783
1191,779
1192,981
1193,808
1194,1100
1195,1000
1196,993
1197,1200
1198,763
1199,980
1200,1100
1201,895
1202,606
1203,674
1204,863
1205,1200
1206,1300
1207,1100
1208,937
1209,550
1210,1300
1211,1300
1212,723
1213,1100
1214,640
1215,877
1216,1000
1217,809
1218,758
1219,723
1220,1300
1221,701
1222,971
1223,1200
1224,578
1225,1200
1226,1200
1227,1200
1228,714
1229,643
1230,761
1231,902
1232,827
1233,512
1234,755
1235,748
1236,1300
1237,1000
1238,1300
1239,1200
1240,998
1241,846
1242,566
1243,1300
1244,623
1245,1100
1246,548
1247,1100
1248,718
1249,1100
1250,1300
1251,619
1252,1200
1253,704
1254,890
1255,958
1256,1000
1257,1000
1258,823
1259,915
1260,839
1261,1300
1262,1200
1263,921
1264,847
1265,1000
1266,676
1267,906
1268,1100
1269,648
1270,1000
1271,1300
1272,1100
1273,895
1274,839
1275,1100
1276,1300
1277,653
1278,832
1279,550
1280,916
1281,850
1282,741
1283,1100
1284,645
1285,1000
1286,918
1287,923
1288,651
1289,1100
1290,759
1291,939
1292,1100
1293,1200
1294,802
1295,778
1296,777
1297,1200
1298,1000
1299,962
1300,1100
1301,1100
1302,771
1303,1300
1304,1300
1305,1200
1306,732
1307,806
1308,910
1309,971
1310,868
1311,609
1312,1200
1313,834
1314,1200
1315,1200
1316,761
1317,861
1318,630
1319,654
1320,721
1321,1200
1322,1100
1323,841
1324,820
1325,1000
1326,789
1327,621
1328,1200
1329,1100
1330,749
1331,943
1332,1000
1333,658
1334,1000
1335,907
1336,776
1337,1000
1338,912
1339,980
1340,1100
1341,699
1342,842
1343,696
1344,743
1345,885
1346,786
1347,708
1348,880
1349,799
1350,717
1351,964
1352,824
1353,1200
1354,900
1355,892
1356,678
1357,794
1358,788
1359,802
1360,977
1361,848
1362,754
1363,976
1364,1100
1365,702
1366,743
1367,906
1368,573
1369,1100
1370,878
1371,1000
1372,698
1373,762
1374,695
1375,884
1376,1300
1377,874
1378,1000
1379,1100
1380,963
1381,1200
1382,1300
1383,581
1384,548
1385,663
1386,586
1387,1100
1388,1100
1389,844
1390,975
1391,846
1392,801
1393,858
1394,546
1395,584
1396,1000
1397,1100
1398,927
1399,621
1400,1300
1401,1300
1402,914
1403,838
1404,848
1405,903
1406,550
1407,1300
1408,886
1409,677
1410,1200
1411,921
1412,1300
1413,801
1414,683
1415,729
1416,723
1417,612
1418,925
1419,541
1420,1100
1421,1000
1422,1000
1423,735
1424,1300
1425,927
1426,1000
1427,688
1428,1200
1429,876
1430,872
1431,1100
1432,715
1433,1000
1434,1000
1435,1200
1436,776
1437,1200
1438,828
1439,1300
1440,760
1441,1100
1442,522
1443,599
1444,1300
1445,1100
1446,1000
1447,1000
1448,818
1449,1300
1450,1200
1451,782
1452,970
1453,1100
1454,578
1455,1200
1456,511
1457,514
1458,987
1459,957
1460,1100
1461,846
1462,761
1463,1200
1464,889
1465,859
1466,570
1467,778
1468,907
1469,1300
1470,1000
1471,1000
1472,752
1473,1100
1474,989
1475,982
1476,822
1477,874
1478,1300
1479,854
1480,621
1481,1300
1482,997
1483,521
1484,1000
1485,704
1486,1100
1487,899
1488,1200
1489,1100
1490,810
1491,838
1492,506
1493,1100
1494,1200
1495,841
1496,1300
1497,952
1498,1100
1499,963
1500,573
1501,942
1502,977
1503,1200
1504,743
1505,997
1506,698
1507,939
1508,843
1509,764
1510,749
1511,655
1512,1100
1513,1200
1514,1000
1515,598
1516,1300
1517,842
1518,1200
1519,986
1520,911
1521,580
1522,964
1523,1300
1524,1000
1525,834
1526,1300
1527,1200
1528,995
1529,679
1530,566
1531,1300
1532,822
1533,619
1534,1100
1535,1000
1536,610
1537,947
1538,883
1539,685
1540,1200
1541,962
1542,951
1543,874
1544,743
1545,768
1546,1200
1547,919
1548,555
1549,911
1550,1100
1551,955
1552,1100
1553,932
1554,1200
1555,1200
1556,744
1557,1200
1558,1200
1559,910
1560,1100
1561,833
1562,1100
1563,811
1564,1100
1565,1300
1566,851
1567,1000
1568,623
1569,1100
1570,1000
1571,562
1572,864
1573,634
1574,870
1575,1200
1576,1300
1577,812
1578,783
1579,1300
1580,591
1581,1200
1582,1300
1583,823
1584,723
1585,716
1586,1300
1587,1000
1588,908
1589,829
1590,914
1591,1000
1592,902
1593,750
1594,808
1595,934
1596,689
1597,924
1598,618
1599,818
1600,991
1601,1200
1602,946
1603,789
1604,503
1605,1200
1606,750
1607,885
1608,864
1609,993
1610,763
1611,1200
1612,1300
1613,695
1614,598
1615,1100
1616,1100
1617,821
1618,1200
1619,1300
1620,861
1621,538
1622,657
1623,728
1624,1000
1625,1300
1626,616
1627,1000
1628,807
1629,1200
1630,676
1631,1000
1632,628
1633,877
1634,781
1635,593
1636,1000
1637,659
1638,1100
1639,849
1640,692
1641,944
1642,748
1643,1100
1644,990
1645,832
1646,707
1647,684
1648,928
1649,875
1650,712
1651,616
1652,1300
1653,1100
1654,1100
1655,924
1656,1200
1657,595
1658,1100
1659,612
1660,936
1661,691
1662,730
1663,747
1664,1300
1665,868
1666,866
1667,958
1668,755
1669,985
1670,619
1671,775
1672,581
1673,966
1674,598
1675,674
1676,624
1677,954
1678,744
1679,706
1680,884
1681,853
1682,823
1683,1100
1684,528
1685,940
1686,669
1687,1100
1688,766
1689,1200
1690,927
1691,976
1692,1000
1693,587
1694,825
1695,767
1696,1000
1697,938
1698,638
1699,654
1700,606
1701,882
1702,981
1703,919
1704,682
1705,626
1706,621
1707,994
1708,1100
1709,647
1710,781
1711,1100
1712,931
1713,900
1714,1100
1715,1100
1716,974
1717,733
1718,603
1719,953
1720,949
1721,721
1722,515
1723,1100
1724,676
1725,731
1726,1000
1727,1100
1728,1200
1729,668
1730,725
1731,807
1732,932
1733,742
1734,653
1735,1300
1736,612
1737,763
1738,702
1739,573
1740,587
1741,792
1742,1100
1743,775
1744,1000
1745,1100
1746,663
1747,1000
1748,615
1749,742
1750,638
1751,1200
1752,707
1753,1000
1754,907
1755,712
1756,723
1757,690
1758,1100
1759,576
1760,939
1761,875
1762,884
1763,1000
1764,1100
1765,919
1766,1000
1767,727
1768,964
1769,829
1770,934
1771,1100
1772,917
1773,1100
1774,676
1775,1100
1776,1000
1777,739
1778,815
1779,769
1780,811
1781,552
1782,569
1783,583
1784,886
1785,845
1786,639
1787,863
1788,1100
1789,712
1790,904
1791,1200
1792,1000
1793,1100
1794,1100
1795,819
1796,820
1797,755
1798,744
1799,664
1800,502
1801,688
1802,630
1803,981
1804,659
1805,996
1806,948
1807,1000
1808,942
1809,633
1810,743
1811,1100
1812,586
1813,554
1814,1300
1815,850
1816,914
1817,944
1818,998
1819,519
1820,797
1821,1000
1822,784
1823,718
1824,1000
1825,919
1826,834
1827,979
1828,843
1829,1100
1830,827
1831,1000
1832,725
1833,1200
1834,962
1835,720
1836,1200
1837,695
1838,539
1839,786
1840,697
1841,774
1842,977
1843,768
1844,887
1845,520
1846,1200
1847,787
1848,825
1849,878
1850,946
1851,1100
1852,947
1853,626
1854,843
1855,1200
1856,966
1857,1200
1858,1300
1859,1200
1860,785
1861,1100
1862,990
1863,704
1864,1000
1865,1000
1866,1100
1867,965
1868,1000
1869,881
1870,1300
1871,565
1872,712
1873,1200
1874,554
1875,1100
1876,1200
1877,962
1878,1300
1879,938
1880,715
1881,1200
1882,1300
1883,826
1884,917
1885,772
1886,1300
1887,1200
1888,566
1889,517
1890,1100
1891,801
1892,566
1893,1100
1894,504
1895,1100
1896,758
1897,977
1898,571
1899,1100
1900,1200
1901,784
1902,832
1903,560
1904,1100
1905,890
1906,1200
1907,518
1908,533
1909,878
1910,1200
1911,1300
1912,725
1913,922
1914,753
1915,932
1916,626
1917,1100
1918,521
1919,564
1920,1200
1921,697
1922,919
1923,1000
1924,927
1925,1000
1926,588
1927,555
1928,1200
1929,1100
1930,589
1931,957
1932,1000
1933,1000
1934,1200
1935,642
1936,1100
1937,734
1938,690
1939,1100
1940,591
1941,1300
1942,1100
1943,1200
1944,1100
1945,654
1946,1100
1947,1200
1948,1200
1949,812
1950,784
1951,1200
1952,666
1953,1200
1954,826
1955,827
1956,517
1957,596
1958,1300
1959,1200
1960,800
1961,741
1962,831
1963,672
1964,970
1965,806
1966,701
1967,803
1968,616
1969,817
1970,1300
1971,1300
1972,815
1973,1100
1974,885
1975,877
1976,749
1977,934
1978,853
1979,1300
1980,875
1981,1100
1982,1000
1983,667
1984,724
1985,717
1986,865
1987,1200
1988,768
1989,1200
1990,798
1991,1100
1992,808
1993,1200
1994,902
1995,1000
1996,536
1997,1100
1998,1300
1999,623
2000,762
2001,851
2002,514
2003,709
2004,1300
2005,1100
2006,860
2007,804
2008,538
2009,1000
2010,667
2011,1100
2012,1200
2013,1100
2014,1300
2015,674
2016,606
2017,532
2018,1100
2019,1200
2020,817
2021,1100
2022,1300
2023,931
2024,799
2025,922
2026,665
2027,1200
2028,621
2029,818
2030,896
2031,968
2032,1100
2033,616
2034,1100
2035,1200
2036,1100
2037,625
2038,858
2039,678
2040,801
2041,802
2042,600
2043,882
2044,740
2045,911
2046,899
2047,834
2048,753
2049,1100
2050,754
2051,687
2052,926
2053,891
2054,661
2055,995
2056,543
2057,1100
2058,1300
2059,701
2060,1100
2061,949
2062,907
2063,1000
2064,748
2065,954
2066,946
2067,616
2068,1300
2069,1000
2070,1200
2071,901
2072,1000
2073,980
2074,741
2075,1300
2076,889
2077,1100
2078,670
2079,1300
2080,1200
2081,882
2082,1300
2083,1200
2084,918
2085,567
2086,666
2087,1100
2088,999
2089,1100
2090,1100
2091,782
2092,712
2093,980
2094,1100
2095,852
2096,726
2097,1300
2098,1300
2099,934
2100,887
2101,1100
2102,606
2103,635
2104,821
2105,518
2106,744
2107,583
2108,1100
2109,837
2110,880
2111,602
2112,578
2113,720
2114,1200
2115,769
2116,1100
2117,758
2118,883
2119,804
2120,1200
2121,1100
2122,1200
2123,1200
2124,852
2125,780
2126,1200
2127,682
2128,1000
2129,735
2130,816
2131,639
2132,802
2133,1000
2134,1300
2135,586
2136,924
2137,1000
2138,925
2139,768
2140,823
2141,717
2142,747
2143,1000
2144,672
2145,786
2146,922
2147,1300
2148,795
2149,626
2150,580
2151,1000
2152,975
2153,569
2154,1200
2155,1000
2156,1100
2157,1100
2158,1100
2159,968
2160,897
2161,771
2162,1200
2163,889
2164,910
2165,532
2166,914
2167,942
2168,1100
2169,1300
2170,746
2171,706
2172,719
2173,934
2174,647
2175,954
2176,904
2177,908
2178,835
2179,773
2180,1200
2181,764
2182,574
2183,1100
2184,1200
2185,1100
2186,1200
2187,1300
2188,826
2189,1300
2190,910
2191,714
2192,1200
2193,533
2194,561
2195,1100
2196,731
2197,840
2198,1000
2199,1300
2200,1000
2201,1000
2202,989
2203,871
2204,1200
2205,978
2206,868
2207,950
2208,1000
2209,968
2210,862
2211,1100
2212,851
2213,949
2214,902
2215,920
2216,829
2217,1200
2218,1000
2219,1200
2220,1200
2221,860
2222,528
2223,1000
2224,638
2225,1200
2226,536
2227,1100
2228,753
2229,1100
2230,1000
2231,1200
2232,706
2233,1200
2234,823
2235,1300
2236,941
2237,679
2238,846
2239,796
2240,1200
2241,1100
2242,897
2243,850
2244,1300
2245,916
2246,584
2247,1200
2248,842
2249,792
2250,877
2251,615
2252,921
2253,1100
2254,1300
2255,1300
2256,624
2257,1100
2258,1000
2259,624
2260,958
2261,919
2262,919
2263,931
2264,1200
2265,922
2266,1100
2267,959
2268,677
2269,590
2270,811
2271,927
2272,624
2273,946
2274,991
2275,948
2276,1200
2277,912
2278,866
2279,788
2280,739
2281,847
2282,522
2283,833
2284,1000
2285,824
2286,909
2287,825
2288,1000
2289,1200
2290,1300
2291,942
2292,906
2293,844
2294,971
2295,826
2296,840
2297,1200
2298,861
2299,940
2300,794
2301,1100
2302,1200
2303,878
2304,529
2305,845
2306,975
2307,877
2308,1200
2309,1000
2310,1300
2311,671
2312,676
2313,678
2314,878
2315,1300
2316,951
2317,705
2318,853
2319,823
2320,1100
2321,896
2322,943
2323,1200
2324,1200
2325,820
2326,776
2327,916
2328,1200
2329,1100
2330,1100
2331,659
2332,798
2333,958
2334,523
2335,754
2336,969
2337,1000
2338,994
2339,825
2340,1100
2341,554
2342,860
2343,1200
2344,863
2345,710
2346,854
2347,825
2348,816
2349,1200
2350,1000
2351,547
2352,1100
2353,618
2354,1300
2355,1300
2356,926
2357,798
2358,755
2359,652
2360,854
2361,887
2362,596
2363,627
2364,721
2365,1100
2366,1000
2367,723
2368,929
2369,1100
2370,1000
2371,917
2372,813
2373,707
2374,1200
2375,700
2376,988
2377,893
2378,787
2379,977
2380,815
2381,1200
2382,1100
2383,1300
2384,730
2385,919
2386,927
2387,997
2388,894
2389,678
2390,1200
2391,853
2392,1100
2393,869
2394,989
2395,819
2396,1300
2397,4300
2398,3100
2399,3900
2400,2500
2401,2100
2402,3400
2403,1700
2404,1700
2405,3700
2406,3100
2407,1500
2408,3200
2409,4300
2410,2900
2411,2000
2412,4500
2413,4100
2414,2500
2415,1800
2416,2900
2417,4300
2418,2000
2419,1700
2420,1500
2421,2100
2422,2900
2423,4600
2424,2300
2425,2200
2426,1500
2427,3100
2428,2000
2429,4200
2430,3800
2431,4100
2432,3800
2433,2700
2434,4100
2435,2000
2436,3400
2437,1500
2438,1900
2439,2600
2440,3000
2441,2400
2442,2800
2443,3000
2444,1400
2445,1600
2446,3600
2447,2800
2448,2700
2449,3200
2450,2300
2451,4600
2452,1500
2453,2400
2454,2900
2455,2800
2456,2800
2457,1600
2458,4700
2459,4800
2460,3400
2461,1600
2462,3100
2463,1700
2464,3600
2465,1700
2466,4800
2467,2200
2468,3500
2469,1600
2470,2100
2471,3400
2472,3500
2473,1900
2474,3900
2475,2100
2476,4100
2477,1900
2478,1800
2479,2800
2480,1900
2481,4700
2482,3500
2483,2400
2484,2400
2485,1500
2486,2500
2487,3100
2488,1500
2489,3000
2490,4700
2491,1700
2492,2100
2493,4400
2494,1900
2495,3500
2496,3000
2497,3500
2498,1900
2499,1900
2500,1500
2501,4100
2502,3400
2503,3300
2504,1900
2505,3100
2506,3500
2507,4300
2508,3200
2509,4200
2510,2400
2511,4100
2512,3600
2513,4900
2514,2000
2515,1800
2516,2700
2517,1600
2518,2400
2519,1500
2520,4700
2521,3200
2522,4300
2523,2000
2524,3400
2525,2300
2526,2000
2527,3400
2528,1400
2529,4100
2530,1700
2531,2300
2532,1700
2533,2000
2534,4000
2535,2200
2536,1400
2537,4400
2538,3500
2539,2000
2540,2200
2541,2800
2542,2000
2543,2900
2544,4200
2545,4100
2546,3500
2547,4100
2548,1900
2549,2400
2550,1400
2551,3400
2552,3000
2553,1900
2554,3300
2555,2600
2556,2100
2557,4000
2558,1600
2559,1900
2560,4900
2561,2900
2562,2600
2563,2500
2564,3000
2565,2600
2566,1600
2567,3800
2568,2900
2569,1400
2570,4700
2571,2800
2572,3600
2573,3000
2574,3000
2575,3300
2576,1800
2577,3000
2578,3800
2579,2300
2580,2500
2581,1400
2582,1400
2583,4100
2584,1500
2585,1400
2586,3700
2587,2900
2588,3200
2589,1700
2590,2900
2591,2100
2592,2100
2593,4000
2594,2500
2595,3200
2596,4700
2597,2000
2598,3300
2599,2400
2600,4100
2601,3700
2602,4200
2603,3500
2604,1900
2605,2000
2606,1800
2607,1500
2608,1600
2609,3700
2610,2600
2611,2900
2612,1500
2613,2500
2614,1700
2615,2300
2616,2000
2617,3600
2618,4500
2619,4200
2620,3600
2621,1400
2622,4400
2623,3600
2624,2700
2625,2800
2626,4300
2627,3400
2628,4800
2629,1900
2630,1600
2631,1400
2632,2800
2633,3300
2634,1500
2635,3600
2636,2900
2637,2300
2638,2700
2639,2200
2640,2500
2641,4500
2642,4800
2643,4500
2644,2500
2645,3300
2646,2300
2647,2700
2648,1900
2649,2100
2650,3100
2651,1900
2652,4100
2653,1500
2654,2900
2655,3500
2656,3500
2657,2500
2658,4600
2659,2200
2660,1400
2661,1500
2662,3400
2663,3500
2664,3700
2665,2100
2666,2100
2667,2900
2668,2600
2669,2100
2670,2800
2671,1500
2672,2100
2673,3100
2674,1500
2675,3800
2676,1800
2677,4000
2678,2400
2679,1500
2680,2600
2681,4300
2682,4200
2683,3400
2684,3800
2685,1900
2686,2000
2687,4000
2688,1700
2689,2700
2690,3000
2691,4600
2692,1500
2693,2900
2694,3000
2695,4400
2696,3000
2697,1800
2698,2100
2699,4200
2700,2000
2701,4200
2702,1800
2703,1900
2704,4600
2705,1800
2706,4400
2707,2700
2708,4200
2709,1900
2710,1400
2711,3300
2712,3700
2713,3500
2714,3900
2715,2800
2716,2800
2717,3400
2718,2000
2719,4900
2720,1400
2721,4700
2722,3000
2723,2400
2724,3900
2725,2300
2726,3800
2727,4100
2728,1800
2729,1800
2730,3600
2731,2200
2732,4500
2733,1400
2734,3300
2735,2600
2736,2000
2737,4000
2738,3400
2739,1900
2740,2200
2741,3400
2742,1400
2743,4400
2744,2200
2745,2900
2746,3700
2747,4700
2748,1500
2749,2500
2750,3000
2751,2700
2752,4700
2753,1400
2754,2700
2755,2300
2756,4200
2757,3900
2758,2700
2759,3300
2760,4200
2761,2900
2762,2500
2763,1700
2764,4900
2765,3700
2766,1400
2767,1900
2768,4000
2769,4300
2770,2600
2771,4000
2772,2000
2773,2200
2774,1600
2775,2400
2776,4600
2777,3300
2778,3200
2779,3000
2780,2100
2781,3000
2782,1600
