,shares
567,819
568,1100
569,811
570,930
571,774
572,851
573,717
574,1100
575,624
576,980
577,1100
578,911
579,768
580,503
581,1000
582,1100
583,1200
584,1200
585,1200
586,569
587,1200
588,691
589,832
590,823
591,623
592,937
593,763
594,1100
595,968
596,1000
597,1100
598,716
599,1100
600,906
601,950
602,859
603,843
604,701
605,1000
606,1200
607,1200
608,1200
609,1000
610,1200
611,731
612,820
613,861
614,945
615,914
616,606
617,914
618,1300
619,502
620,513
621,521
622,1000
623,867
624,1100
625,812
626,808
627,1300
628,622
629,904
630,709
631,1100
632,792
633,1200
634,573
635,1100
636,1100
637,701
638,815
639,1200
640,905
641,1300
642,964
643,842
644,801
645,676
646,542
647,1100
648,900
649,949
650,532
651,507
652,1000
653,1200
654,664
655,1200
656,624
657,799
658,628
659,1200
660,897
661,992
662,784
663,1300
664,939
665,745
666,1100
667,840
668,1000
669,725
670,698
671,861
672,775
673,1100
674,877
675,773
676,682
677,741
678,843
679,887
680,653
681,589
682,729
683,831
684,1100
685,1300
686,755
687,636
688,583
689,739
690,782
691,1000
692,872
693,773
694,982
695,731
696,781
697,923
698,923
699,698
700,920
701,766
702,815
703,502
704,655
705,792
706,548
707,894
708,977
709,1000
710,556
711,678
712,1100
713,821
714,597
715,923
716,926
717,1300
718,1100
719,1000
720,823
721,519
722,1100
723,596
724,527
725,599
726,754
727,1000
728,1000
729,1200
730,560
731,1200
732,516
733,608
734,1200
735,1200
736,904
737,847
738,1100
739,701
740,726
741,1200
742,919
743,744
744,1300
745,786
746,817
747,1200
748,1200
749,1000
750,1100
751,951
752,550
753,864
754,803
755,865
756,1100
757,895
758,701
759,725
760,1000
761,867
762,1100
763,994
764,987
765,1200
766,1000
767,1100
768,577
769,1100
770,1300
771,739
772,1200
773,742
774,931
775,944
776,629
777,755
778,693
779,809
780,1300
781,740
782,565
783,782
784,939
785,959
786,1200
787,879
788,1100
789,877
790,826
791,1300
792,1000
793,553
794,859
795,1100
796,1100
797,943
798,933
799,967
800,658
801,642
802,1100
803,682
804,749
805,707
806,694
807,836
808,1300
809,863
810,980
811,856
812,876
813,893
814,942
815,1000
816,1200
817,1100
818,1200
819,728
820,632
821,823
822,825
823,684
824,968
825,783
826,636
827,975
828,507
829,943
830,794
831,517
832,846
833,723
834,723
835,905
836,1200
837,665
838,845
839,1000
840,958
841,1200
842,697
843,1200
844,977
845,540
846,980
847,1100
848,1200
849,1300
850,515
851,776
852,836
853,1300
854,771
855,671
856,1300
857,1100
858,1300
859,1000
860,589
861,818
862,1600
863,1400
864,1400
865,1600
866,1700
867,1500
868,1600
869,1700
870,1600
871,1800
872,1500
873,1500
874,1900
875,1600
876,1500
877,2000
878,2300
879,1400
880,1700
881,1400
882,1500
883,1400
884,1400
885,1500
886,1700
887,2000
888,2000
889,1900
890,1400
891,2000
892,1800
893,1600
894,1400
895,1400
896,1600
897,1400
898,1500
899,1500
900,1900
901,2500
902,1500
903,1500
904,2000
905,1800
906,1900
907,1500
908,1400
909,1400
910,2400
911,1400
912,1900
913,1700
914,1600
915,1500
916,1500
917,1700
918,1400
919,1900
920,1600
921,1700
922,1700
923,2500
924,1800
925,1400
926,1400
927,1400
928,1400
929,1600
930,1500
931,2200
932,2300
933,2100
934,2700
935,2500
936,1700
937,2100
938,1900
939,1600
940,1400
941,1600
942,2100
943,2000
944,1800
945,2000
946,2400
947,2200
948,1400
949,1500
950,2500
951,1800
952,1500
953,2300
954,1600
955,1800
956,1400
957,1400
958,1800
959,1700
960,2300
961,1800
962,2700
963,1500
964,2000
965,1600
966,2200
967,2800
968,1800
969,2100
970,1500
971,1900
972,1700
973,1800
974,2600
975,1500
976,1900
977,1600
978,1900
979,1800
980,2300
981,1500
982,1400
983,1400
984,1500
985,1400
986,2100
987,1400
988,2000
989,1400
990,1800
991,1700
992,2400
993,1900
994,1600
995,1400
996,2100
997,2400
998,1400
999,1500
1000,1500
1001,1700
1002,2300
1003,1900
1004,1700
1005,1700
1006,2100
1007,1600
1008,2200
1009,1600
1010,2100
1011,1700
1012,1400
1013,2000
1014,1400
1015,1800
1016,1400
1017,1600
1018,2700
1019,1400
1020,1500
1021,1400
1022,2600
1023,2300
1024,2800
1025,1800
1026,1400
1027,1900
1028,1900
1029,1400
1030,1400
1031,1500
1032,1400
1033,2200
1034,1600
1035,1600
1036,1600
1037,1400
1038,1600
1039,1800
1040,2100
1041,2300
1042,1500
1043,2300
1044,1900
1045,1400
1046,2200
1047,1800
1048,2300
1049,1700
1050,1700
1051,2000
1052,1400
1053,1500
1054,1600
1055,1500
1056,2100
1057,2000
1058,1500
1059,1400
1060,3100
1061,1500
1062,1400
1063,2100
1064,1400
1065,1400
1066,1500
1067,1700
1068,1400
1069,1900
1070,1500
1071,1400
1072,2200
1073,2100
1074,1700
1075,1600
1076,2400
1077,1400
1078,2100
1079,1500
1080,1400
1081,2000
1082,1500
1083,1400
1084,1900
1085,2400
1086,1500
1087,1800
1088,2100
1089,1900
1090,1400
1091,2300
1092,1800
1093,1600
1094,1400
1095,1400
1096,1400
1097,1400
1098,2200
1099,2400
1100,1600
1101,1400
1102,2000
1103,1600
1104,2200
1105,1400
1106,1400
1107,3200
1108,3200
1109,1500
1110,1800
1111,3400
1112,1400
1113,1400
1114,1900
1115,1400
1116,2300
1117,1600
1118,1700
1119,1800
1120,1400
1121,1400
1122,2300
1123,2200
1124,1600
1125,2000
1126,1500
1127,1900
1128,1500
1129,2300
1130,1500
1131,1500
1132,2800
1133,1700
1134,1900
1135,1800
1136,1400
1137,2400
1138,1400
1139,2600
1140,2200
1141,2200
1142,1800
1143,1700
1144,2000
1145,1500
1146,1700
1147,1400
1148,2300
1149,2200
1150,2000
1151,1600
1152,1400
1153,1600
1154,1400
1155,1900
1156,1700
1157,1400
1158,1800
1159,1700
1160,2700
1161,1500
1162,3400
1163,1500
1164,2000
1165,1800
1166,1600
1167,1400
1168,1500
1169,1400
1170,2300
1171,1600
1172,1500
1173,2100
1174,1600
1175,2300
1176,1900
1177,1700
1178,2000
1179,1400
1180,2500
1181,2300
1182,2800
1183,1800
1184,1600
1185,1600
1186,2100
1187,1400
1188,1700
1189,2500
1190,1700
1191,1600
1192,1900
1193,2100
1194,1600
1195,2700
1196,2800
1197,2500
1198,2500
1199,2600
1200,2900
1201,2200
1202,1400
1203,1600
1204,2500
1205,1700
1206,1700
1207,1600
1208,1400
1209,1700
1210,1900
1211,1400
1212,1400
1213,1500
1214,1400
1215,1500
1216,1500
1217,2300
1218,2100
1219,1400
1220,2000
1221,1500
1222,3100
1223,1500
1224,2700
1225,1400
1226,1900
1227,2800
1228,2500
1229,1600
1230,2800
1231,2100
1232,1900
1233,1800
1234,1500
1235,1800
1236,1600
1237,1900
1238,1600
1239,1400
1240,1800
1241,1700
1242,1600
1243,1400
1244,1600
1245,1900
1246,1400
1247,3600
1248,1800
1249,2300
1250,1600
1251,2100
1252,2100
1253,2300
1254,2200
1255,2500
1256,1500
1257,2200
1258,1400
1259,1400
1260,2200
1261,2000
1262,2100
1263,1500
1264,1400
1265,1900
1266,1500
1267,1800
1268,1800
1269,2600
1270,2400
1271,2000
1272,1400
1273,1400
1274,2700
1275,1400
1276,1800
1277,2300
1278,2900
1279,1800
1280,2100
1281,2300
1282,1700
1283,3200
1284,2500
1285,2600
1286,1500
1287,2700
1288,1400
1289,1700
1290,1400
1291,1500
1292,1400
1293,5400
1294,5000
1295,5200
1296,5100
1297,5300
1298,5300
1299,5200
1300,5700
1301,5100
1302,5600
1303,6000
1304,5100
1305,5800
1306,5000
1307,5600
1308,5800
1309,5900
1310,5200
1311,5800
1312,5000
1313,5700
1314,5700
1315,5800
1316,5000
1317,5600
1318,5300
1319,5600
1320,5100
1321,5700
1322,5100
1323,5200
1324,5500
1325,6000
1326,5900
1327,6300
1328,5100
1329,5200
1330,5700
1331,5100
1332,6200
1333,5100
1334,5900
1335,6500
1336,6600
1337,5400
1338,5900
1339,5900
1340,6100
1341,5600
1342,5300
1343,5100
1344,5600
1345,6400
1346,5400
1347,6600
1348,6000
1349,6200
1350,5000
1351,6300
1352,5200
1353,6300
1354,6300
1355,5000
1356,7100
1357,5500
1358,7000
1359,5300
1360,5600
1361,6500
1362,5500
1363,6700
1364,7000
1365,5300
1366,5400
1367,5700
1368,6600
1369,5100
1370,5100
1371,6800
1372,6900
1373,6700
1374,6200
1375,5000
1376,5900
1377,6100
1378,6300
1379,5100
1380,5000
1381,6200
1382,5200
1383,6200
1384,5300
1385,5500
1386,7200
1387,5800
1388,6700
1389,5200
1390,6300
1391,5400
1392,6200
1393,6600
1394,6500
1395,6100
1396,6600
1397,6300
1398,7300
1399,5200
1400,5800
1401,5400
1402,5100
1403,5100
1404,7100
1405,6600
1406,5900
1407,5900
1408,5800
1409,5400
1410,5000
1411,6300
1412,7200
1413,7100
1414,5300
1415,6800
1416,6800
1417,7200
1418,5600
1419,5500
1420,5200
1421,6800
1422,7700
1423,5500
1424,5900
1425,6100
1426,6500
1427,5500
1428,5400
1429,6600
1430,6500
1431,6400
1432,6000
1433,6200
1434,7700
1435,7800
1436,7900
1437,6500
1438,5800
1439,8000
1440,7800
1441,6400
1442,5400
1443,6100
1444,5200
1445,6100
1446,5500
1447,5500
1448,5100
1449,7700
1450,7800
1451,5000
1452,7200
1453,5800
1454,5500
1455,8000
1456,5900
1457,7400
1458,7700
1459,5500
1460,5700
1461,7500
1462,6500
1463,5000
1464,5600
1465,6700
1466,6600
1467,7100
1468,5300
1469,7800
1470,6400
1471,7600
1472,6100
1473,5900
1474,6300
1475,6400
1476,5500
1477,5600
1478,6600
1479,7800
1480,7800
1481,6500
1482,5600
1483,5200
1484,8100
1485,5400
1486,5700
1487,7600
1488,6500
1489,5700
1490,8700
1491,6600
1492,5800
1493,6900
1494,8700
1495,8000
1496,6700
1497,6300
1498,6700
1499,7400
1500,8200
1501,5200
1502,6900
1503,6600
1504,6000
1505,8200
1506,6100
1507,5300
1508,5600
1509,8200
1510,7800
1511,7900
1512,5900
1513,5300
1514,8500
1515,6100
1516,6200
1517,5800
1518,6900
1519,6600
1520,6500
1521,7800
1522,5900
1523,5300
1524,6900
1525,7600
1526,5700
1527,5700
1528,5700
1529,6600
1530,7900
1531,5600
1532,5400
1533,7100
1534,7700
1535,5900
1536,7700
1537,7800
1538,7900
1539,5500
1540,7600
1541,5400
1542,5700
1543,5000
1544,5700
1545,7400
1546,5800
1547,6900
1548,6800
1549,6400
1550,6000
1551,7800
1552,5200
1553,8100
1554,8900
1555,8400
1556,7100
1557,5400
1558,5800
1559,8200
1560,7500
1561,5300
1562,9000
1563,8300
1564,6700
1565,8400
1566,5400
1567,6400
1568,5500
1569,5500
1570,6000
1571,5200
1572,5500
1573,8200
1574,5000
1575,5100
1576,6600
1577,6500
1578,6800
1579,9300
1580,8500
1581,8500
1582,8300
1583,8500
1584,6800
1585,5700
1586,7300
1587,7800
1588,6900
1589,8600
1590,8700
1591,9500
1592,7300
1593,6700
1594,9500
1595,7600
1596,8000
1597,9800
1598,5800
1599,7500
1600,6400
1601,8500
1602,7400
1603,6500
1604,9900
1605,7000
1606,7900
1607,8700
1608,9200
1609,9100
1610,9400
1611,6100
1612,6800
1613,7900
1614,8300
1615,8200
1616,9900
1617,5700
1618,5400
1619,8300
1620,9500
1621,6200
1622,6300
1623,5700
1624,9300
1625,8400
1626,7600
1627,6300
1628,8700
1629,5500
1630,7600
1631,6900
1632,5400
1633,7800
1634,8900
1635,7100
1636,7300
1637,5200
1638,6500
1639,8600
1640,10200
1641,7700
1642,6100
1643,9800
1644,7400
1645,6800
1646,8600
1647,5100
1648,6300
1649,9000
1650,5200
1651,9900
1652,7900
1653,7800
1654,9100
1655,7500
1656,7600
1657,7600
1658,7000
1659,6700
1660,6000
1661,5300
1662,8600
1663,8600
1664,10400
1665,6800
1666,5000
1667,5600
1668,7200
1669,8000
1670,10100
1671,10500
1672,9100
1673,8900
1674,5200
1675,10200
1676,9000
1677,5200
1678,6800
1679,9000
1680,10300
1681,10100
1682,7200
1683,5400
1684,5700
1685,5400
1686,8900
1687,7600
1688,5600
1689,8100
1690,10500
1691,10900
1692,6500
1693,8800
1694,10800
1695,9200
1696,10700
1697,8700
1698,6600
1699,10800
1700,10400
1701,10400
1702,5800
1703,6000
1704,5400
1705,8700
1706,8400
1707,5700
1708,5200
1709,10100
1710,6500
1711,5100
1712,10800
1713,10700
1714,9700
1715,10100
1716,10500
1717,11100
1718,5800
1719,6300
1720,6700
1721,9700
1722,5400
1723,6400
