,shares
1554,733
1555,6300
1556,469
1557,961
1558,1100
1559,844
1560,1000
1561,2400
1562,1100
1563,1300
1564,995
1565,1300
1566,2700
1567,3000
1568,720
1569,2000
1570,661
1571,1500
1572,699
1573,771
1574,1600
1575,13800
1576,589
1577,718
1578,374
1579,2300
1580,3100
1581,3000
1582,732
1583,981
1584,1400
1585,830
1586,4400
1587,1400
1588,618
1589,1900
1590,1000
1591,1500
1592,952
1593,1300
1594,2000
1595,11400
1596,5600
1597,1400
1598,6400
1599,8400
1600,1200
1601,1500
1602,998
1603,988
1604,1800
1605,988
1606,988
1607,3300
1608,1200
1609,1100
1610,12900
1611,2700
1612,2200
1613,2400
1614,663
1615,1600
1616,750
1617,474
1618,787
1619,2400
1620,2400
1621,15200
1622,1200
1623,5000
1624,782
1625,1400
1626,2200
1627,1300
1628,473
1629,3100
1630,1500
1631,756
1632,8500
1633,475
1634,800
1635,2800
1636,688
1637,2000
1638,358
1639,35
1640,1500
1641,1400
1642,1500
1643,1100
1644,508
1645,7700
1646,5700
1647,3100
1648,3600
1649,1400
1650,4700
1651,2200
1652,1500
1653,471
1654,12300
1655,1900
1656,1700
1657,3200
1658,1400
1659,4200
1660,2000
1661,843
1662,1500
1663,2000
1664,808
1665,894
1666,12700
1667,949
1668,752
1669,1600
1670,3100
1671,1700
1672,1500
1673,4300
1674,852
1675,4200
1676,2500
1677,714
1678,831
1679,2600
1680,2300
1681,5800
1682,1200
1683,1200
1684,787
1685,6300
1686,2000
1687,1100
1688,3400
1689,787
1690,763
1691,527
1692,1600
1693,8200
1694,595
1695,1100
1696,802
1697,1400
1698,903
1699,2300
1700,741
1701,4200
1702,785
1703,1100
1704,763
1705,1000
1706,2000
1707,7800
1708,3400
1709,75600
1710,707
1711,725
1712,1500
1713,1000
1714,1300
1715,1400
1716,2200
1717,449
1718,726
1719,899
1720,431
1721,1400
1722,873
1723,796
1724,3100
1725,919
1726,807
1727,1800
1728,2800
1729,1300
1730,9800
1731,1200
1732,4100
1733,1900
1734,798
1735,8100
1736,2400
1737,1200
1738,4200
1739,1000
1740,1400
1741,8700
1742,1000
1743,558
1744,1800
1745,960
1746,1800
1747,1300
1748,1800
1749,999
1750,1700
1751,659
1752,620
1753,6600
1754,2600
1755,826
1756,708
1757,2300
1758,1800
1759,1900
1760,867
1761,6600
1762,1700
1763,1600
1764,1800
1765,1700
1766,2000
1767,7400
1768,1500
1769,635
1770,1600
1771,2100
1772,3000
1773,7700
1774,2000
1775,712
1776,1000
1777,2700
1778,1300
1779,1200
1780,2100
1781,906
1782,1000
1783,1100
1784,878
1785,7800
1786,3900
1787,36
1788,1900
1789,1500
1790,1100
1791,1500
1792,21400
1793,990
1794,2300
1795,5400
1796,4000
1797,2300
1798,4100
1799,1300
1800,768
1801,2500
1802,2500
1803,1700
1804,659
1805,37000
1806,4800
1807,2200
1808,2200
1809,1300
1810,1400
1811,1200
1812,1700
1813,3900
1814,836
1815,2400
1816,509
1817,1100
1818,863
1819,925
1820,2000
1821,865
1822,825
1823,1300
1824,1100
1825,988
1826,2500
1827,1800
1828,7100
1829,1700
1830,815
1831,1900
1832,1300
1833,1000
1834,2900
1835,1000
1836,1000
1837,4400
1838,939
1839,2400
1840,1100
1841,11200
1842,286
1843,1500
1844,1500
1845,896
1846,4600
1847,927
1848,708
1849,12600
1850,6300
1851,2300
1852,10600
1853,1200
1854,933
1855,867
1856,1600
1857,2100
1858,1300
1859,3500
1860,687
1861,7400
1862,790
1863,14500
1864,2000
1865,444
1866,2200
1867,3200
1868,3200
1869,6200
1870,23100
1871,758
1872,671
1873,31000
1874,2700
1875,1700
1876,1200
1877,391
1878,1600
1879,1700
1880,2800
1881,2000
1882,8200
1883,4400
1884,1600
1885,919
1886,1200
1887,916
1888,699
1889,1100
1890,156
1891,961
1892,2100
1893,6400
1894,1300
1895,1800
1896,889
1897,5500
1898,1400
1899,2900
1900,761
1901,1300
1902,3000
1903,518
1904,2600
1905,1400
1906,964
1907,655
1908,1200
1909,2700
1910,1400
1911,12700
1912,4200
1913,606
1914,1600
1915,761
1916,6300
1917,1400
1918,2700
1919,3700
1920,1100
1921,1300
1922,858
1923,6500
1924,1700
1925,4100
1926,6100
1927,2400
1928,1400
1929,1300
1930,8300
1931,6500
1932,1800
1933,1500
1934,1200
1935,833
1936,1200
1937,1000
1938,6300
1939,6700
1940,639
1941,1700
1942,813
1943,532
1944,1300
1945,583
1946,8000
1947,1100
1948,1300
1949,2100
1950,1100
1951,3500
1952,844
1953,1300
1954,33000
1955,3200
1956,713
1957,822
1958,1400
1959,2200
1960,1900
1961,888
1962,1100
1963,1000
1964,1200
1965,1700
1966,1700
1967,2000
1968,969
1969,1200
1970,1100
1971,8600
1972,1200
1973,4100
1974,2100
1975,3200
1976,729
1977,10400
1978,1600
1979,3200
1980,12400
1981,907
1982,2000
1983,4100
1984,1600
1985,544
1986,2300
1987,2900
1988,4800
1989,1100
1990,1200
1991,1500
1992,4900
1993,1900
1994,1400
1995,497
1996,10200
1997,2400
1998,1100
1999,1400
2000,2100
2001,5000
2002,3400
2003,1100
2004,3000
2005,1100
2006,7300
2007,939
2008,6400
2009,1000
2010,1900
2011,1200
2012,2000
2013,3800
2014,1200
2015,824
2016,1600
2017,576
2018,992
2019,3300
2020,859
2021,1300
2022,474
2023,5200
2024,3100
2025,882
2026,1100
2027,2600
2028,2100
2029,689
2030,921
2031,729
2032,5300
2033,725
2034,4000
2035,1300
2036,13000
2037,4300
2038,1600
2039,89
2040,3900
2041,1200
2042,1600
2043,658
2044,26900
2045,1200
2046,535
2047,983
2048,867
2049,1300
2050,834
2051,3300
2052,846
2053,738
2054,2400
2055,1400
2056,6400
2057,20700
2058,1100
2059,3000
2060,1900
2061,1400
2062,4900
2063,983
2064,1800
2065,2900
2066,1300
2067,35800
2068,1800
2069,2400
2070,1000
2071,2600
2072,1700
2073,858
2074,1600
2075,1000
2076,786
2077,2200
2078,1300
2079,43
2080,491
2081,4900
2082,1200
2083,2000
2084,1100
2085,978
2086,475
2087,11700
2088,695
2089,813
2090,1300
2091,828
2092,5300
2093,921
2094,24000
2095,2400
2096,3200
2097,4500
2098,1100
2099,2700
2100,743
2101,1700
2102,1300
2103,23900
2104,2500
2105,806
2106,2100
2107,3200
2108,1700
2109,1100
2110,577
2111,10500
2112,3700
2113,1100
2114,1600
2115,3000
2116,5800
2117,719
2118,872
2119,958
2120,469
2121,2600
2122,1900
2123,1300
2124,1000
2125,2600
2126,1500
2127,1600
2128,1300
2129,677
2130,1100
2131,402
2132,1200
2133,2400
2134,762
2135,1100
2136,765
2137,2000
2138,1100
2139,3800
2140,1500
2141,1800
2142,2200
2143,1300
2144,846
2145,2900
2146,1400
2147,3800
2148,1400
2149,2500
2150,1100
2151,7200
2152,2800
2153,1700
2154,4700
2155,879
2156,848
2157,430
2158,2800
2159,1200
2160,1100
2161,4600
2162,1200
2163,1200
2164,846
2165,3600
2166,726
2167,7500
2168,2100
2169,979
2170,1200
2171,4100
2172,3700
2173,982
2174,1400
2175,2700
2176,2100
2177,1200
2178,1100
2179,1700
2180,1600
2181,4900
2182,939
2183,3700
2184,920
2185,543
2186,943
2187,1100
2188,1500
2189,718
2190,2400
2191,3300
2192,2000
2193,630
2194,957
2195,5500
2196,2400
2197,784
2198,1400
2199,562
2200,807
2201,772
2202,1200
2203,1400
2204,3000
2205,887
2206,3100
2207,1100
2208,898
2209,587
2210,830
2211,7800
2212,48800
2213,2000
2214,1100
2215,1100
2216,377
2217,3000
2218,1700
2219,774
2220,1300
2221,935
2222,3300
2223,2100
2224,1600
2225,1800
2226,5500
2227,3200
2228,753
2229,1600
2230,936
2231,1800
2232,3900
2233,8800
2234,662
2235,516
2236,925
2237,683
2238,1500
2239,2000
2240,2200
2241,113700
2242,2000
2243,8600
2244,671
2245,2700
2246,3700
2247,9800
2248,844
2249,3000
2250,955
2251,1100
2252,2300
2253,1300
2254,3000
2255,2500
2256,1400
2257,226
2258,3000
2259,820
2260,1000
2261,971
2262,1100
2263,3800
2264,569
2265,1600
2266,965
2267,1200
2268,990
2269,798
2270,23700
2271,962
2272,1400
2273,1200
2274,1800
2275,749
2276,1300
2277,1400
2278,5800
2279,3500
2280,868
2281,2300
2282,2100
2283,3600
2284,2900
2285,821
2286,1100
2287,20800
2288,3500
2289,823
2290,1600
2291,912
2292,524
2293,7700
2294,4700
2295,913
2296,1100
2297,920
2298,544
2299,1200
2300,512
2301,1700
2302,9500
2303,1400
2304,1100
2305,1300
2306,2500
2307,2800
2308,1500
2309,1000
2310,3400
2311,454
2312,6200
2313,2400
2314,1400
2315,3900
2316,8800
2317,2200
2318,1400
2319,413
2320,9100
2321,724
2322,2100
2323,890
2324,913
2325,1400
2326,1900
2327,1400
2328,2300
2329,753
2330,510
2331,1100
2332,706
2333,6400
2334,718
2335,2200
2336,1100
2337,3400
2338,4700
2339,1100
2340,1800
2341,728
2342,7600
2343,151
2344,2200
2345,593
2346,2300
2347,698
2348,4100
2349,1000
2350,991
2351,761
2352,2300
2353,5100
2354,1300
2355,33300
2356,3200
2357,1500
2358,2200
2359,1100
2360,1400
2361,1300
2362,575
2363,874
2364,57000
2365,2700
2366,2500
2367,786
2368,2300
2369,1900
2370,2000
2371,1300
2372,1500
2373,733
2374,1100
2375,3700
2376,909
2377,1100
2378,4700
2379,752
2380,15600
2381,6100
2382,801
2383,2300
2384,646
2385,2900
2386,916
2387,7100
2388,639
2389,1200
2390,425
2391,1300
2392,934
2393,950
2394,863
2395,2900
2396,1100
2397,922
2398,3200
2399,41900
2400,960
2401,1100
2402,6500
2403,2400
2404,22100
2405,2600
2406,2000
2407,1200
2408,693
2409,3500
2410,1600
2411,1200
2412,1700
2413,738
2414,749
2415,667
2416,1600
2417,1900
2418,2900
2419,1100
2420,5400
2421,1200
2422,558
2423,1200
2424,473
2425,1500
2426,656
2427,27500
2428,1800
2429,2800
2430,1200
2431,1200
2432,1700
2433,636
2434,5400
2435,2600
2436,14700
2437,807
2438,2400
2439,1700
2440,711
2441,2100
2442,2100
2443,1200
2444,976
2445,1900
2446,1400
2447,2100
2448,7200
2449,1200
2450,2000
2451,739
2452,4600
2453,4000
2454,1500
2455,3300
2456,1400
2457,1900
2458,1400
2459,6600
2460,1400
2461,1300
2462,2000
2463,864
2464,2700
2465,7100
2466,481
2467,739
2468,2500
2469,3900
2470,1500
2471,1500
2472,844
2473,3200
2474,740
2475,970
2476,6400
2477,1700
2478,669
2479,4700
2480,953
2481,830
2482,610
2483,1900
2484,7900
2485,1200
2486,994
2487,2800
2488,643
2489,467
2490,4600
2491,791
2492,1200
2493,1100
2494,3700
2495,1400
2496,473
2497,5100
2498,690
2499,1200
2500,1200
2501,2000
2502,558
2503,1800
2504,3300
2505,962
2506,2100
2507,1300
2508,1200
2509,2400
2510,785
2511,4100
2512,793
2513,740
2514,903
2515,2500
2516,851
2517,3400
2518,3100
2519,3700
2520,3700
2521,8200
2522,1300
2523,748
2524,1900
2525,939
2526,2900
2527,750
2528,4200
2529,23800
2530,1500
2531,771
2532,5100
2533,412
2534,1100
2535,1100
2536,3500
2537,1900
2538,556
2539,812
2540,870
2541,2000
2542,1800
2543,569
2544,1800
2545,7900
2546,1700
2547,2100
2548,507
2549,1200
2550,1500
2551,1100
2552,870
2553,852
2554,1000
2555,1500
2556,690
2557,6500
2558,945
2559,217
2560,3600
2561,698
2562,1200
2563,1700
2564,1500
2565,728
2566,7400
2567,1100
2568,870
2569,3800
2570,77300
2571,930
2572,604
2573,815
2574,380
2575,1200
2576,902
2577,15500
2578,911
2579,7600
2580,1500
2581,1600
2582,3600
2583,3600
2584,1100
2585,2500
2586,1400
2587,3700
2588,1500
2589,2400
2590,1000
2591,1800
2592,1400
2593,1200
2594,1200
2595,2600
2596,976
2597,1300
2598,547
2599,1000
2600,3000
2601,1500
2602,1900
2603,918
2604,2900
2605,3100
2606,2300
2607,2100
2608,1300
2609,17500
2610,3800
2611,1300
2612,5400
2613,1100
2614,1500
2615,888
2616,1700
2617,2200
2618,1200
2619,4700
2620,664
2621,684
2622,625
2623,1300
2624,10100
2625,759
2626,1200
2627,2500
2628,3100
2629,1200
