,shares
2550,642
4434,753
17477,1900
16665,1100
1693,1200
1478,1400
11515,680
15152,10300
7496,1100
19795,1100
3713,1500
14060,1500
18036,1400
3938,1300
14301,1300
3397,3700
897,236
1271,920
3170,1000
8302,2300
1328,1100
11997,32400
121,1300
4710,1500
6564,478
266,9100
4204,5500
18404,7900
5968,1800
1877,547
3362,847
15090,1200
19148,510
14046,3100
14371,2300
3010,1200
19594,3700
18304,1700
16226,1400
5416,5300
165,693
7450,813
4385,2000
7929,577
2982,858
9679,2100
7593,510
2235,661
18688,890
31,6300
17098,1100
19760,4900
3744,5900
8211,766
10278,2100
10292,2000
18781,1700
5193,1100
439,1600
577,2400
498,4100
12939,3600
6996,882
8661,4900
13556,3000
8272,763
5301,1600
4903,867
4047,881
7638,972
8265,937
4395,1100
13648,1100
8066,1300
2691,880
4824,1500
8492,1400
914,1700
14744,1400
15168,9500
8115,2600
8180,4300
8614,1400
15010,1100
16010,2800
14970,8300
8404,1000
5298,993
19457,509
18413,1400
16667,1000
15106,2800
9617,12800
17711,1900
15027,1600
5646,617
12432,18000
17615,2300
17863,4800
2252,1100
6565,678
5138,1000
2153,1700
7723,1100
3935,699
7246,971
5198,4100
4208,816
147,1200
774,771
13035,3000
1830,1100
10742,1300
11562,587
10630,1300
19050,1500
18551,3500
18690,849
11054,744
8500,784
12697,1800
1590,3500
12660,1900
4199,5500
2375,6400
12790,26400
10727,860
6520,1300
12331,1700
2972,1300
13881,1100
7506,770
3108,779
16611,888
10894,5800
18898,1200
17555,1100
12324,9500
1641,1100
800,8200
17528,1800
1447,1500
3825,1200
5094,2100
10694,2500
4566,1600
4941,2600
15434,1800
7722,4300
6434,4400
5245,2700
12403,941
13813,1300
9949,1400
1806,801
17779,3500
10747,6600
9963,518
11726,925
7816,2100
3828,4400
15429,1700
7869,2300
12054,135
14485,2300
13839,1200
12356,1500
9241,1700
11112,3000
14423,1600
12430,2300
9140,457
5988,10700
4944,576
19811,6100
3173,691
14662,1100
15181,1600
10357,1400
1283,567
6317,13900
10112,5000
9318,1500
1811,1300
15564,1200
19308,10200
9122,750
11762,1900
3776,7900
16065,2400
18665,1400
12168,988
5425,7400
3407,652
8361,1100
7969,766
6397,605
19188,5400
3876,809
14630,765
5104,1200
4699,2500
660,638
7435,1500
19536,1000
13201,19700
9501,935
9716,1900
3364,712
636,856
291,707
16778,7400
15786,577
1570,2200
13339,634
8793,2000
5758,1300
11708,3200
3031,3000
13721,1300
4054,6500
16481,589
4834,1300
4765,1600
1472,1200
12506,2000
10249,761
16627,2700
7801,1500
18455,1000
16744,2200
17437,3200
3421,4300
19658,967
7878,18800
8529,886
9463,880
4445,1300
11535,767
4711,1700
11186,5900
3356,865
9487,814
19363,3100
4881,661
3342,6500
10411,1600
5713,20000
11882,2700
6521,1200
11170,1500
13031,1500
14283,664
7189,1000
9992,2100
13869,1200
11720,875
18288,2300
5526,576
15013,761
10095,1800
4519,1200
15526,6400
2420,4100
15985,4400
11979,3300
12930,1100
2182,1100
3275,1800
10111,3800
16692,8600
4483,882
672,3200
15555,4700
6470,3000
906,762
16708,35900
19147,3200
17231,879
9107,2300
2277,1000
3357,1500
926,1300
15778,1700
12477,1400
12138,1000
12689,1800
16851,676
10791,2500
4939,1600
7263,1600
11729,1300
1856,1200
6693,783
11200,1600
16657,910
16188,3400
6985,798
466,1700
9689,852
19192,985
14575,1400
3140,904
15028,1200
7796,1800
15356,3500
16995,22000
3642,1100
12925,529
699,1400
13797,53100
12581,3700
2038,1400
6539,1700
4286,1000
18539,1300
342,856
11976,890
604,759
18252,2100
19083,995
9945,497
11624,7100
7520,9800
16293,396
4801,1300
13775,17000
5561,2000
10878,3100
7753,977
4663,608
16240,1100
15135,1600
6997,813
7086,3600
14446,567
12420,2400
828,1100
3721,1400
11394,802
14417,658
4108,6900
3546,2400
2693,729
5582,2100
4866,3400
9796,39900
6097,24500
8053,1600
15633,9500
6538,6200
12454,604
8035,1200
10658,1200
10391,713
11657,1500
9672,721
17016,967
10270,942
8596,585
7045,3400
7981,1200
10182,688
2989,3600
14248,1700
10879,1900
3017,735
558,1500
17665,1500
756,2600
4098,6200
7956,2400
12044,2100
1523,2400
12585,5100
5991,847
10633,643
8789,402
17159,1300
682,1500
15637,3100
18219,5800
1229,750
14088,840
8148,716
3988,1100
12481,1400
11094,15300
15717,5100
3079,815
5248,2400
7761,1800
1029,555
17927,1300
17126,5400
5214,1700
8684,1900
4975,727
881,2400
7678,1300
11340,3900
5586,495
910,3700
16862,3100
19330,1700
7285,4600
10409,1500
2486,684
13529,4400
18092,2100
752,5500
13927,2000
2461,17200
3651,5100
9720,1900
15234,469
4940,6300
11611,532
713,844
13195,2700
3412,1100
7008,2000
15765,9500
11961,752
19669,1600
2946,1500
2628,1800
7749,936
6484,2500
1097,1000
4112,650
8303,4600
14948,714
928,6900
3319,1700
2178,4100
7366,876
17733,374
13527,2900
17265,1000
8910,2800
1573,793
11211,1400
917,2300
13368,577
19373,15400
3482,3400
11063,697
16338,899
15026,991
14637,1300
13438,9800
5180,886
15773,630
2599,1300
13540,830
14693,574
11223,1400
4891,26400
16918,595
5767,1300
4946,998
8601,1500
6283,1100
8239,6100
18999,1400
13202,4200
14056,1200
14043,1100
15160,7200
9250,1600
18291,6900
16173,2300
12855,1600
18983,1200
18985,2200
1100,5800
2051,474
6578,3300
17019,1300
19485,756
5374,3400
3401,3200
4482,1100
9136,666
4662,1500
14526,4800
14786,1600
5224,473
18255,629
17914,47100
9480,2300
13079,913
18854,475
3557,3100
12290,4700
12677,688
1708,3000
6371,358
5385,35
14126,5900
19395,2600
17907,5300
13971,2600
2868,2200
12754,952
13986,5200
17909,1300
1216,1600
5835,3700
478,1200
3071,1700
19555,1500
11195,690
7584,471
8928,1600
16160,10300
6487,2000
17785,2000
14293,1000
18594,4300
19225,1400
14631,1400
3055,7600
9970,2000
9247,1100
12215,894
14185,1100
6057,1500
4173,12400
16609,1800
14013,2200
1286,1700
15052,9400
14377,871
15404,2600
4326,1400
17277,2500
19349,11500
11940,1600
15930,2700
3293,3700
4534,702
19469,11800
10767,889
6391,1200
12318,787
9565,1200
4746,2800
15984,960
7173,1300
17182,2000
14406,1200
1002,1000
15068,942
139,1600
17646,1300
2279,1900
13962,802
8449,1300
4850,1800
7054,2300
11462,635
1774,854
2013,24800
11547,2000
11002,1300
4095,1100
9521,1000
9494,2600
3338,1900
2988,5600
13507,9200
629,1300
1171,755
13666,922
18093,1300
8752,1100
18946,15600
10342,510
15535,449
5161,3300
16207,860
17805,431
12986,1700
1016,931
18225,1400
16666,780
7488,1200
12866,807
8969,2400
15045,1500
5325,30900
16292,812
5436,949
3792,2600
14624,10600
14519,1200
11410,836
6568,539
17088,2800
18242,1400
8157,2300
15824,1100
13978,9700
11601,1000
13017,10400
673,4300
15856,4200
15947,4200
13343,3900
1200,1000
4779,2800
9886,2200
3698,4600
14608,1200
16182,13700
16012,639
14003,8700
318,2100
9867,677
17895,6200
7848,1600
9618,24400
14505,809
15534,867
12343,7200
17507,569
1937,25600
16002,1900
6452,5200
2741,2200
17259,859
19678,569
12011,15600
17523,627
9713,1900
17158,2500
11666,1900
6438,996
19505,5100
3476,1000
17212,2900
9872,1300
5828,804
201,744
12310,2300
3186,955
2826,1000
12899,1000
1605,581
18993,870
11283,1700
16968,36
10173,960
14005,4000
8310,1900
13989,1700
7764,6200
16103,990
10805,1000
13693,1100
12900,1100
11818,1800
12427,1800
16808,6700
18805,702
19578,3900
527,1000
7697,1500
4880,900
9902,893
6116,14500
8634,2900
7645,1400
2948,920
3090,8500
9120,2600
4214,2800
17217,788
9020,1900
5409,1800
10990,4000
19186,1100
18444,846
3386,1200
18849,1600
18604,4500
17649,1200
6859,4200
16100,1100
11355,4700
16879,474
19348,1400
3632,884
11190,1700
19641,815
16840,5100
12964,1300
1160,696
4441,2100
1716,1500
4475,1000
6696,2300
6175,841
6634,979
728,1800
14457,4100
9244,286
16589,865
6691,1500
12853,4000
8118,2900
7830,2300
10834,1200
3283,6100
7214,7500
10871,648
13208,867
430,1500
19402,933
12967,867
9429,2100
11799,1100
5199,16400
820,1400
9534,1500
6970,8300
1507,2600
17390,586
14354,1600
1062,444
1120,81700
7348,1200
3339,6700
6883,3800
5990,29600
2160,5800
6279,4400
17950,2700
7428,907
17532,890
4999,3800
3158,39300
2326,391
6230,4600
519,921
18499,2600
11889,1100
19299,799
2580,890
12242,584
2379,2800
15879,1200
15897,1600
18178,1800
15472,1000
16153,156
13688,6200
3551,1700
5567,8600
9389,1000
17586,829
14731,1000
16757,1400
18844,1100
10925,1400
719,2000
11895,1400
16135,811
2215,1600
14697,2600
6182,1200
8549,964
19419,2600
14838,1000
9986,2400
6040,1200
16229,8200
4224,9500
13056,606
4374,2000
3459,1500
14719,2000
5654,3900
5809,2400
2088,1000
2484,1100
1750,1100
18446,2300
8056,6200
116,1100
5086,787
18263,2400
3381,11500
14051,2600
6763,1300
11909,910
17829,2300
8794,1700
19218,608
5029,860
17873,833
688,817
6969,854
13762,677
566,840
1897,2800
1939,2200
7172,646
15582,950
17971,1700
7454,1600
9191,1200
12108,1600
6710,725
4268,1600
10262,1100
19394,735
19561,1800
7403,1200
521,1100
6560,10000
7443,711
11034,822
11816,1400
5914,1200
254,4200
12747,4900
12549,888
11065,1600
8988,2700
11472,2400
12384,692
10784,2300
18474,1400
4361,969
17378,806
19079,1100
312,6500
10368,1200
1303,1600
14829,4400
1430,1400
9960,3200
442,988
17021,984
3747,897
18768,1800
10926,778
19047,935
16624,872
12028,1700
15839,1100
7126,5100
15581,2400
3740,1500
1717,543
6355,1100
10921,929
15394,4500
3430,874
7599,1500
6236,1300
8106,497
14911,1600
1147,876
17045,699
14652,2700
8182,1600
10038,1000
2920,4400
2400,1700
4648,1300
11435,1600
4471,699
2343,4700
18399,756
4190,731
16741,798
14901,1200
3553,800
19262,992
11343,859
13422,1200
2144,4000
8508,3900
12073,689
1474,3700
19406,1100
4616,89
12486,1500
12444,1200
9559,15700
15253,2500
879,1200
9764,1500
7223,834
2494,755
14905,8800
14553,2000
18659,2300
19104,1000
13858,6100
15196,1500
1225,1100
11877,921
6526,1600
16612,2500
18824,1800
1404,983
4886,1300
3857,1600
18075,16800
6605,1800
16567,1700
7178,1600
214,1000
5818,1200
16523,1800
19724,655
15899,987
11449,1000
10684,2000
6812,844
8578,1400
3547,43
18955,491
17489,1500
8207,802
11220,1000
18064,914
14961,624
4924,475
16824,4100
9049,4000
17502,1500
4649,704
8773,3500
9417,2400
8373,957
375,1600
7095,1500
10096,1000
9541,1400
16180,3000
8395,4600
5701,7600
5395,918
5080,1300
8046,4700
15596,3900
264,1500
19431,911
14427,1800
7394,1100
12564,813
3810,1200
19359,558
11528,2700
4412,924
6406,1400
9214,1500
13172,606
12473,719
2275,1400
4040,958
19480,469
4311,1400
2368,3800
1455,1700
1610,1200
16954,1700
1705,3800
3457,1400
5908,818
14309,1200
15739,808
10449,402
18545,2300
63,1700
19284,22500
14692,1100
8738,765
17254,1500
4103,2000
14097,885
5674,713
4852,1700
15350,2600
325,732
395,1800
17135,19000
18760,2900
2535,1400
14302,569
18991,2500
1866,1100
11060,696
16021,2000
18299,3100
3535,3300
4562,879
8539,738
8105,430
11046,2400
416,1100
18230,1100
14936,1800
2134,2300
9680,886
19593,1300
19821,1700
18112,1200
14098,3300
5841,3000
16987,982
14941,4100
10316,1300
5393,4200
8758,2400
14919,1400
3073,1900
9234,2000
9400,857
1926,1100
8490,4700
1559,556
2156,2900
10782,939
12497,1700
16845,5300
2456,543
374,714
7617,527
8947,589
4162,4100
13161,3600
2241,1700
15601,1700
846,1100
6331,653
2329,17200
13902,1500
12618,1400
13389,1500
5559,562
1951,899
8589,772
4029,1200
12125,1100
12070,4500
16235,601
9060,843
16581,1100
10743,2600
1888,2200
17994,773
6647,7200
3217,1800
19045,1700
3741,952
15743,1100
11320,377
7327,4100
19120,4100
16764,5900
16274,583
13460,2800
7312,1400
9388,1100
18289,6500
18622,3400
1048,5000
15796,1100
11478,1100
19341,3100
17830,3300
3872,4000
12741,1300
6930,734
16151,3300
17964,4100
8381,1200
19129,4100
11426,769
14176,3300
11056,4100
14488,1000
8244,855
1465,4400
614,2200
8143,1200
9180,3800
15767,4900
11866,1000
3480,2500
16196,3600
1562,1100
13492,1600
7108,1300
8763,1400
1500,2200
1843,7200
9745,226
5489,2500
13738,659
8466,1300
17536,833
6751,1100
12903,834
12746,569
11197,1000
18784,4900
12304,1300
14604,990
215,2800
2541,1000
17210,1100
17833,1200
5329,3200
7464,1400
1032,3600
12178,1800
17427,1200
7586,970
3940,4200
3912,868
761,1800
7499,3800
8561,2200
6918,1500
9255,1100
1878,2500
11862,2100
19109,3700
1146,823
10304,995
19374,912
9828,956
4584,1400
3994,714
1498,913
7098,1600
7150,743
19329,544
15095,5800
18063,1000
4097,682
259,1800
8164,4100
7242,9100
19487,982
17641,2500
9544,1400
18044,1800
3819,1000
6455,1300
13941,1800
6736,454
729,943
15529,11700
2837,20100
2608,1200
5331,693
4631,1600
359,618
6143,413
64,2800
16273,876
15683,999
3532,5700
17716,1000
17517,6700
19581,1400
5101,782
12186,6400
2921,961
3949,863
18605,9200
15050,5800
16057,441000
5551,1600
1074,1200
2810,523
2148,3400
7354,3800
15532,2500
7724,9300
15443,4500
18492,1100
40,6500
3680,151
3706,2400
10051,1800
8889,1300
1102,1800
3684,3200
5832,1000
7984,18100
4671,761
15500,5100
3558,3200
14670,2200
12373,145500
6734,7800
5544,1400
9175,5500
16497,2700
5613,981
4942,1300
13505,575
11714,2300
3918,1800
15402,1100
19173,1300
17935,786
15306,1500
17845,3200
15321,2300
14162,9700
18943,1600
1479,733
4552,2500
5237,3900
5829,1000
16713,1100
14648,6300
4285,1600
6898,1400
13240,1800
11911,801
10257,656
7760,927
5333,1300
16375,1300
15576,2900
12301,639
4191,1200
8690,425
17530,1300
18101,843
8562,1500
11246,867
6054,2300
4621,3300
3450,922
12292,6900
2502,8000
18949,5700
8242,960
2116,2400
1561,1300
16518,2100
16209,46800
274,1700
12594,1000
6426,1000
4570,1400
8262,1500
18445,728
1030,8300
18158,4600
19538,7200
13548,934
5105,1600
10520,2300
4283,1500
7680,1400
9468,2500
17906,1000
2454,1500
6687,671
15567,1500
10243,473
11947,7700
9734,13000
2887,531
13919,1900
7340,718
7827,1900
3235,4100
8817,4900
16890,1100
8031,558
4733,6600
10733,910
1044,807
10950,792
18293,6700
10723,711
9451,690
5881,3000
7811,1700
19743,2700
